callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3659,D,BRUXELLES CHARLEROI,19:40,19:40,OPERATO DA MALTA AIR,2026-09-13 18:00:26
E5 104,D,ALEXANDRIA,19:50,19:50,Operativo,2026-09-13 18:00:26
FR 4638,D,PORTO,19:50,19:50,Operativo,2026-09-13 18:00:26
FR 6451,D,PALERMO,20:10,20:10,Operativo,2026-09-13 18:00:26
D8 2941,D,HELSINKI,20:15,20:15,Operativo,2026-09-13 18:00:26
FR 7361,D,VIENNA,20:15,20:15,OPERATO DA LAUDA EUROPE,2026-09-13 18:00:26
XZ 2223,D,FOGGIA,20:25,20:25,Operativo,2026-09-13 18:00:26
3F 248,D,YEREVAN,20:25,22:40,IN RITARDO,2026-09-13 18:00:26
W4 3552,D,TIMISOARA,20:25,20:25,Operativo,2026-09-13 18:00:26
W4 3608,D,SUCEAVA,20:30,20:30,Operativo,2026-09-13 18:00:26
FR 8421,D,TIRANA,20:30,20:30,Operativo,2026-09-13 18:00:26
W6 1434,D,WARSAW,20:40,20:40,OPERATO DA WIZZAIR MALTA,2026-09-13 18:00:26
FR 3504,D,KRAKOW,20:40,21:25,IN RITARDO,2026-09-13 18:00:26
FR 3501,D,PARIS BEAUVAIS,20:50,21:40,IN RITARDO,2026-09-13 18:00:26
FR 6304,D,BARCELONA EL PRAT,20:55,20:55,OPERATO DA MALTA AIR,2026-09-13 18:00:26
FR 5092,D,LAMEZIA,21:00,21:00,Operativo,2026-09-13 18:00:26
FR 6651,D,CATANIA,21:05,22:00,IN RITARDO,2026-09-13 18:00:26
W6 4774,D,SKOPJE,21:10,21:10,OPERATO DA WIZZAIR MALTA,2026-09-13 18:00:26
FR 3893,D,CAGLIARI,21:20,22:55,IN RITARDO,2026-09-13 18:00:26
FR 2087,D,LISBON,21:30,21:30,Operativo,2026-09-13 18:00:26
FR 2990,D,COPENHAGEN,21:40,21:40,Operativo,2026-09-13 18:00:26
FR 4786,D,SALERNO,21:40,21:40,Operativo,2026-09-13 18:00:26
FR 4681,D,STOCKHOLM,21:45,21:45,Operativo,2026-09-13 18:00:26
W4 5020,D,TIRANA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-13 18:00:26
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-13 18:00:26
W4 3932,D,CHISINAU,22:00,22:00,Operativo,2026-09-13 18:00:26
FR 3341,D,VARSAVIA MODLIN,22:05,22:05,OPERATO DA BUZZ,2026-09-13 18:00:26
FR 3164,D,BUDAPEST,22:05,22:05,OPERATO DA BUZZ,2026-09-13 18:00:26
FR 6858,D,OLBIA,22:10,23:00,IN RITARDO,2026-09-13 18:00:26
FR 413,D,THESSALONIKI,22:10,22:10,Operativo,2026-09-13 18:00:26
NP 222,D,CAIRO,22:35,22:35,OPERATO DA SKY ANGKOR AIRLINES,2026-09-13 18:00:26
FR 8980,D,TRAPANI,22:40,22:40,OPERATO DA MALTA AIR,2026-09-13 18:00:26
FR 3219,D,MANCHESTER,22:45,22:45,OPERATO DA MALTA AIR,2026-09-13 18:00:26
FR 3673,D,LONDON STANSTED,22:45,22:45,OPERATO DA MALTA AIR,2026-09-13 18:00:26
FR 5984,D,MADRID,22:50,22:50,Operativo,2026-09-13 18:00:26
FR 5700,D,PALMA DE MALLORCA,22:50,22:50,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-13 18:00:26
