flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 6125,Decollo,20:35,22:49,DUBLIN20:35 | 22:49Decollato,Decollato,2026-01-02 23:00:00
FR 2739,Decollo,20:35,21:07,LONDON  STANSTED20:35 | 21:07Decollato,Decollato,2026-01-02 23:00:00
NP 222,Decollo,20:40,22:40,CAIRO20:40 | 22:40Imbarco chiuso,Imbarco chiuso,2026-01-02 23:00:00
FR 3440,Decollo,20:55,21:51,LAMEZIA20:55 | 21:51Decollato,Decollato,2026-01-02 23:00:00
FR 2888,Decollo,21:00,21:00,CATANIA21:00 | 21:00Decollato,Decollato,2026-01-02 23:00:00
FR 3480,Decollo,21:05,21:37,CAGLIARI21:05 | 21:37Decollato,Decollato,2026-01-02 23:00:00
FR 9009,Decollo,21:10,21:10,EDINBURGH21:10 | 21:10Decollato,Decollato,2026-01-02 23:00:00
FR 8421,Decollo,21:15,21:15,TIRANA21:15 | 21:15Decollato,Decollato,2026-01-02 23:00:00
FR 4523,Decollo,21:20,23:35,BRUXELLES CHARLEROI21:20 | 23:35Imbarco in corso,Imbarco in corso,2026-01-02 23:00:00
FR 3501,Decollo,21:20,22:49,PARIS BEAUVAIS21:20 | 22:49Decollato,Decollato,2026-01-02 23:00:00
FR 3341,Decollo,21:25,21:50,VARSAVIA MODLIN21:25 | 21:50Decollato,Decollato,2026-01-02 23:00:00
FR 6054,Decollo,21:30,22:15,ZAGREB21:30 | 22:15Decollato,Decollato,2026-01-02 23:00:00
FR 4650,Decollo,21:30,22:09,TRAPANI21:30 | 22:09Decollato,Decollato,2026-01-02 23:00:00
W4 3136,Decollo,21:35,22:41,BUCHAREST OTOPENI21:35 | 22:41Decollato,Decollato,2026-01-02 23:00:00
FR 4700,Decollo,21:35,21:35,BARI21:35 | 21:35Decollato,Decollato,2026-01-02 23:00:00
FR 6501,Decollo,21:45,22:29,OLBIA21:45 | 22:29Decollato,Decollato,2026-01-02 23:00:00
FR 9416,Decollo,22:00,22:58,FEZ22:00 | 22:58Imbarco chiuso,Imbarco chiuso,2026-01-02 23:00:00
W4 3608,Decollo,22:05,23:36,SUCEAVA22:05 | 23:36Imbarco in corso,Imbarco in corso,2026-01-02 23:00:00
FR 2254,Decollo,22:05,22:41,ALGHERO22:05 | 22:41Decollato,Decollato,2026-01-02 23:00:00
W4 3552,Decollo,22:20,22:40,TIMISOARA22:20 | 22:40Imbarco chiuso,Imbarco chiuso,2026-01-02 23:00:00
FR 6304,Decollo,22:20,23:02,BARCELONA EL PRAT22:20 | 23:02Imbarco chiuso,Imbarco chiuso,2026-01-02 23:00:00
FR 5700,Decollo,22:20,00:37,PALMA DE MALLORCA22:20 | 00:37In ritardo,In ritardo,2026-01-02 23:00:00
W4 5020,Decollo,22:25,23:36,TIRANA22:25 | 23:36Imbarco in corso,Imbarco in corso,2026-01-02 23:00:00
FR 4188,Decollo,22:40,23:00,LONDON  STANSTED22:40 | 23:00Imbarco chiuso,Imbarco chiuso,2026-01-02 23:00:00
