timestamp,sessione_notturna,callsign,icao24,modello_aereo,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,a_terra,paese
2026-08-27 18:58:29,2026-08-27,IORYO,30037b,N/D,RWY 28,Atterraggio,Est -> Ovest,243,299.22,1.26,False,Italy
