flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
W6 4390,Decollo,20:25,21:08,SOFIA20:25 | 21:08Decollato,Decollato,2026-05-18 23:00:00
W4 3608,Decollo,20:30,21:17,SUCEAVA20:30 | 21:17Decollato,Decollato,2026-05-18 23:00:00
W6 1434,Decollo,20:40,21:14,WARSAW20:40 | 21:14Decollato,Decollato,2026-05-18 23:00:00
FR 4969,Decollo,20:40,21:21,PALERMO20:40 | 21:21Decollato,Decollato,2026-05-18 23:00:00
FR 4658,Decollo,20:55,21:48,BARI20:55 | 21:48Decollato,Decollato,2026-05-18 23:00:00
FR 6125,Decollo,20:55,21:14,DUBLIN20:55 | 21:14Decollato,Decollato,2026-05-18 23:00:00
FR 4196,Decollo,21:00,21:00,CORFU21:00 | 21:00Decollato,Decollato,2026-05-18 23:00:00
FR 5108,Decollo,21:00,21:00,LOURDES21:00 | 21:00Decollato,Decollato,2026-05-18 23:00:00
FR 4523,Decollo,21:10,21:30,BRUXELLES CHARLEROI21:10 | 21:30Decollato,Decollato,2026-05-18 23:00:00
FR 4698,Decollo,21:10,21:10,TRAPANI21:10 | 21:10Decollato,Decollato,2026-05-18 23:00:00
FR 4786,Decollo,21:20,22:00,SALERNO21:20 | 22:00Decollato,Decollato,2026-05-18 23:00:00
FR 3506,Decollo,21:25,22:16,ALICANTE21:25 | 22:16Decollato,Decollato,2026-05-18 23:00:00
FR 3501,Decollo,21:25,21:25,PARIS BEAUVAIS21:25 | 21:25Decollato,Decollato,2026-05-18 23:00:00
FR 5092,Decollo,21:25,21:25,LAMEZIA21:25 | 21:25Decollato,Decollato,2026-05-18 23:00:00
FR 3893,Decollo,21:35,22:31,CAGLIARI21:35 | 22:31Decollato,Decollato,2026-05-18 23:00:00
D8 3751,Decollo,21:45,21:45,COPENHAGEN21:45 | 21:45Decollato,Decollato,2026-05-18 23:00:00
W4 3830,Decollo,21:45,21:45,SIBIU21:45 | 21:45Decollato,Decollato,2026-05-18 23:00:00
FR 2254,Decollo,22:00,22:26,ALGHERO22:00 | 22:26Decollato,Decollato,2026-05-18 23:00:00
E5 545,Decollo,22:00,22:00,CAIRO22:00 | 22:00Decollato,Decollato,2026-05-18 23:00:00
FR 5494,Decollo,22:05,22:05,MADRID22:05 | 22:05Decollato,Decollato,2026-05-18 23:00:00
FR 2107,Decollo,22:15,22:44,BUDAPEST22:15 | 22:44Decollato,Decollato,2026-05-18 23:00:00
FR 3645,Decollo,22:20,22:52,EDINBURGH22:20 | 22:52Decollato,Decollato,2026-05-18 23:00:00
W4 3552,Decollo,22:20,23:05,TIMISOARA22:20 | 23:05Imbarco chiuso,Imbarco chiuso,2026-05-18 23:00:00
W4 3136,Decollo,22:35,22:53,BUCHAREST BANEASA22:35 | 22:53Imbarco chiuso,Imbarco chiuso,2026-05-18 23:00:00
FR 1853,Decollo,22:40,22:40,MARSEILLE22:40 | 22:40Imbarco chiuso,Imbarco chiuso,2026-05-18 23:00:00
W4 5020,Decollo,22:45,23:22,TIRANA22:45 | 23:22Imbarco in corso,Imbarco in corso,2026-05-18 23:00:00
FR 3413,Decollo,23:10,23:10,KATOWICE23:10 | 23:10Imbarco chiuso,Imbarco chiuso,2026-05-18 23:00:00
W6 4124,Decollo,23:35,23:35,BELGRADE23:35 | 23:35,nan,2026-05-18 23:00:00
RK 3219,Decollo,23:45,01:40,MANCHESTER23:45 | 01:40In ritardo,In ritardo,2026-05-18 23:00:00
FR 3398,Decollo,05:45,05:45,MALAGA05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-05-18 23:00:00
FR 1853,Decollo,05:45,05:45,MARSEILLE05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-05-18 23:00:00
FR 8334,Decollo,05:50,05:50,IBIZA05:50 | 05:50,nan,2026-05-18 23:00:00
FR 3649,Decollo,05:50,05:50,PAPHOS05:50 | 05:50,nan,2026-05-18 23:00:00
FR 2293,Decollo,05:50,05:50,PESCARA05:50 | 05:50,nan,2026-05-18 23:00:00
FR 2698,Decollo,05:55,05:55,ALGHERO05:55 | 05:55Operato da Malta Air,Operato da Malta Air,2026-05-18 23:00:00
FR 3142,Decollo,05:55,05:55,BARCELONA EL PRAT05:55 | 05:55,nan,2026-05-18 23:00:00
FR 1417,Decollo,05:55,05:55,LAMEZIA05:55 | 05:55Operato da Malta Air,Operato da Malta Air,2026-05-18 23:00:00
FR 2878,Decollo,06:00,06:00,STOCKHOLM06:00 | 06:00,nan,2026-05-18 23:00:00
FR 2261,Decollo,06:00,06:00,CATANIA06:00 | 06:00,nan,2026-05-18 23:00:00
FR 3200,Decollo,06:05,06:05,CAGLIARI06:05 | 06:05Operato da Malta Air,Operato da Malta Air,2026-05-18 23:00:00
