flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 3645,Decollo,20:00,22:54,EDINBURGH20:00 | 22:54Decollato,Decollato,2026-04-09 23:00:00
FR 8844,Decollo,21:10,21:10,WROCLAW - BRESLAVIA21:10 | 21:10Decollato,Decollato,2026-04-09 23:00:00
FR 3893,Decollo,21:15,21:50,CAGLIARI21:15 | 21:50Decollato,Decollato,2026-04-09 23:00:00
DY 1847,Decollo,21:15,21:15,OSLO21:15 | 21:15Decollato,Decollato,2026-04-09 23:00:00
FR 859,Decollo,21:20,21:44,BRINDISI21:20 | 21:44Decollato,Decollato,2026-04-09 23:00:00
FR 4523,Decollo,21:20,21:20,BRUXELLES CHARLEROI21:20 | 21:20Decollato,Decollato,2026-04-09 23:00:00
W4 3384,Decollo,21:25,21:25,CLUJ-NAPOCA21:25 | 21:25Decollato,Decollato,2026-04-09 23:00:00
FR 3312,Decollo,21:25,21:25,BERLIN21:25 | 21:25Decollato,Decollato,2026-04-09 23:00:00
W6 4774,Decollo,21:25,21:45,SKOPJE21:25 | 21:45Decollato,Decollato,2026-04-09 23:00:00
NP 224,Decollo,21:30,22:08,CAIRO21:30 | 22:08Decollato,Decollato,2026-04-09 23:00:00
W4 3136,Decollo,21:45,21:45,BUCHAREST BANEASA21:45 | 21:45Decollato,Decollato,2026-04-09 23:00:00
W4 5020,Decollo,21:45,21:45,TIRANA21:45 | 21:45Decollato,Decollato,2026-04-09 23:00:00
FR 2096,Decollo,21:50,21:50,LISBON21:50 | 21:50Decollato,Decollato,2026-04-09 23:00:00
W4 3932,Decollo,21:50,22:17,CHISINAU21:50 | 22:17Decollato,Decollato,2026-04-09 23:00:00
FR 3164,Decollo,22:00,23:05,BUDAPEST22:00 | 23:05Imbarco chiuso,Imbarco chiuso,2026-04-09 23:00:00
FR 9372,Decollo,22:05,22:05,BRNO22:05 | 22:05Decollato,Decollato,2026-04-09 23:00:00
W6 4508,Decollo,22:10,22:10,VARNA22:10 | 22:10Decollato,Decollato,2026-04-09 23:00:00
FR 9196,Decollo,22:15,22:15,TRAPANI22:15 | 22:15Decollato,Decollato,2026-04-09 23:00:00
FR 8479,Decollo,22:20,22:45,TIRANA22:20 | 22:45Decollato,Decollato,2026-04-09 23:00:00
FR 2780,Decollo,22:25,22:25,PESCARA22:25 | 22:25Decollato,Decollato,2026-04-09 23:00:00
FR 2992,Decollo,22:55,22:55,COPENHAGEN22:55 | 22:55Decollato,Decollato,2026-04-09 23:00:00
FR 9214,Decollo,23:15,23:15,MANCHESTER23:15 | 23:15Imbarco in corso,Imbarco in corso,2026-04-09 23:00:00
FR 3413,Decollo,23:25,23:25,KATOWICE23:25 | 23:25Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-09 23:00:00
W6 4124,Decollo,23:35,23:35,BELGRADE23:35 | 23:35Imbarco in corso,Imbarco in corso,2026-04-09 23:00:00
FR 4191,Decollo,23:50,23:50,LONDON  STANSTED23:50 | 23:50,nan,2026-04-09 23:00:00
FR 2285,Decollo,05:45,05:45,NAPOLI05:45 | 05:45,nan,2026-04-09 23:00:00
FR 2697,Decollo,05:45,05:45,LONDON  STANSTED05:45 | 05:45,nan,2026-04-09 23:00:00
FR 3593,Decollo,05:45,05:45,POZNAN05:45 | 05:45,nan,2026-04-09 23:00:00
FR 5108,Decollo,05:50,05:50,LOURDES05:50 | 05:50,nan,2026-04-09 23:00:00
FR 5139,Decollo,05:50,05:50,FARO05:50 | 05:50,nan,2026-04-09 23:00:00
FR 2107,Decollo,06:00,06:00,BUDAPEST06:00 | 06:00Operato da Malta Air,Operato da Malta Air,2026-04-09 23:00:00
FR 2872,Decollo,06:10,06:10,VILNIUS06:10 | 06:10,nan,2026-04-09 23:00:00
FR 3528,Decollo,06:15,06:15,PRAGUE06:15 | 06:15Operato da Malta Air,Operato da Malta Air,2026-04-09 23:00:00
FR 1533,Decollo,06:25,06:25,VIENNA06:25 | 06:25Operato da Malta Air,Operato da Malta Air,2026-04-09 23:00:00
FR 4311,Decollo,06:30,06:30,ROVANIEMI06:30 | 06:30,nan,2026-04-09 23:00:00
FR 3432,Decollo,06:30,06:30,PARIS BEAUVAIS06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-04-09 23:00:00
FR 259,Decollo,06:35,06:35,BUCHAREST OTOPENI06:35 | 06:35,nan,2026-04-09 23:00:00
