flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 3559,Decollo,17:15,22:37,BRISTOL17:15 | 22:37Decollato,Decollato,2026-05-28 23:00:00
FR 6862,Decollo,17:45,21:16,MALAGA17:45 | 21:16Decollato,Decollato,2026-05-28 23:00:00
FR 3402,Decollo,17:55,21:51,MARRAKECH17:55 | 21:51Decollato,Decollato,2026-05-28 23:00:00
FR 3440,Decollo,18:15,22:02,LAMEZIA18:15 | 22:02Decollato,Decollato,2026-05-28 23:00:00
FR 6175,Decollo,18:40,22:48,CATANIA18:40 | 22:48Decollato,Decollato,2026-05-28 23:00:00
FR 4235,Decollo,18:45,23:00,VILNIUS18:45 | 23:00Imbarco chiuso,Imbarco chiuso,2026-05-28 23:00:00
FR 3280,Decollo,19:00,21:15,GDANSK - DANZICA19:00 | 21:15Decollato,Decollato,2026-05-28 23:00:00
FR 4845,Decollo,19:25,21:58,DUBLIN19:25 | 21:58Decollato,Decollato,2026-05-28 23:00:00
FR 3535,Decollo,19:25,21:25,KRAKOW19:25 | 21:25Decollato,Decollato,2026-05-28 23:00:00
FR 5120,Decollo,19:30,22:00,MADRID19:30 | 22:00Decollato,Decollato,2026-05-28 23:00:00
FR 413,Decollo,19:55,21:20,THESSALONIKI19:55 | 21:20Imbarco chiuso,Imbarco chiuso,2026-05-28 23:00:00
FR 3645,Decollo,20:00,22:00,EDINBURGH20:00 | 22:00Decollato,Decollato,2026-05-28 23:00:00
FR 3300,Decollo,20:00,21:15,VITORIA20:00 | 21:15Decollato,Decollato,2026-05-28 23:00:00
D8 2941,Decollo,20:15,22:27,HELSINKI20:15 | 22:27Decollato,Decollato,2026-05-28 23:00:00
FR 3501,Decollo,20:25,21:16,PARIS BEAUVAIS20:25 | 21:16Decollato,Decollato,2026-05-28 23:00:00
FR 7361,Decollo,20:30,21:10,VIENNA20:30 | 21:10Decollato,Decollato,2026-05-28 23:00:00
W4 3470,Decollo,20:35,22:11,TIRGU MURES20:35 | 22:11Decollato,Decollato,2026-05-28 23:00:00
FR 2739,Decollo,20:35,22:05,LONDON  STANSTED20:35 | 22:05Decollato,Decollato,2026-05-28 23:00:00
W6 1434,Decollo,20:40,22:39,WARSAW20:40 | 22:39Decollato,Decollato,2026-05-28 23:00:00
FR 3219,Decollo,20:45,23:30,MANCHESTER20:45 | 23:30In ritardo,In ritardo,2026-05-28 23:00:00
FR 4969,Decollo,20:50,23:00,PALERMO20:50 | 23:00In ritardo,In ritardo,2026-05-28 23:00:00
FR 8844,Decollo,21:10,22:36,WROCLAW - BRESLAVIA21:10 | 22:36Imbarco chiuso,Imbarco chiuso,2026-05-28 23:00:00
FR 3893,Decollo,21:15,22:30,CAGLIARI21:15 | 22:30Decollato,Decollato,2026-05-28 23:00:00
DY 1847,Decollo,21:15,22:15,OSLO21:15 | 22:15Imbarco chiuso,Imbarco chiuso,2026-05-28 23:00:00
FR 859,Decollo,21:20,22:21,BRINDISI21:20 | 22:21Decollato,Decollato,2026-05-28 23:00:00
FR 4523,Decollo,21:20,22:29,BRUXELLES CHARLEROI21:20 | 22:29Decollato,Decollato,2026-05-28 23:00:00
W6 4774,Decollo,21:25,23:55,SKOPJE21:25 | 23:55,nan,2026-05-28 23:00:00
NP 224,Decollo,21:30,22:46,CAIRO21:30 | 22:46Decollato,Decollato,2026-05-28 23:00:00
W4 3136,Decollo,21:45,22:44,BUCHAREST BANEASA21:45 | 22:44Decollato,Decollato,2026-05-28 23:00:00
W4 5020,Decollo,21:45,22:35,TIRANA21:45 | 22:35Imbarco chiuso,Imbarco chiuso,2026-05-28 23:00:00
W4 3932,Decollo,21:50,23:05,CHISINAU21:50 | 23:05Imbarco ultima chiamata,Imbarco ultima chiamata,2026-05-28 23:00:00
FR 2096,Decollo,21:50,00:15,LISBON21:50 | 00:15Imbarco chiuso,Imbarco chiuso,2026-05-28 23:00:00
