callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
W6 1434,D,WARSAW,20:40,20:40,OPERATO DA WIZZAIR MALTA,2026-09-12 18:00:24
FR 4631,D,VALENCIA,20:45,20:45,Operativo,2026-09-12 18:00:24
W6 4774,D,SKOPJE,20:45,20:45,OPERATO DA WIZZAIR MALTA,2026-09-12 18:00:24
FR 859,D,BRINDISI,20:45,20:45,Operativo,2026-09-12 18:00:24
FR 2735,D,LONDON STANSTED,21:00,21:00,OPERATO DA MALTA AIR,2026-09-12 18:00:24
FR 5531,D,COLOGNE,21:10,21:10,Operativo,2026-09-12 18:00:24
FR 4969,D,PALERMO,21:20,21:55,IN RITARDO,2026-09-12 18:00:24
FR 484,D,DUSSELDORF - WEEZE,21:20,22:00,IN RITARDO,2026-09-12 18:00:24
FR 5934,D,DUBROVNIK,21:25,21:25,Operativo,2026-09-12 18:00:24
FR 3440,D,LAMEZIA,21:25,22:00,IN RITARDO,2026-09-12 18:00:24
FR 4650,D,TRAPANI,21:30,21:30,OPERATO DA MALTA AIR,2026-09-12 18:00:24
FR 6501,D,OLBIA,21:35,21:35,Operativo,2026-09-12 18:00:24
FR 4132,D,BARI,21:35,21:35,Operativo,2026-09-12 18:00:24
W4 5020,D,TIRANA,21:45,21:45,Operativo,2026-09-12 18:00:24
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-12 18:00:24
FR 6991,D,RABAT,22:10,22:10,Operativo,2026-09-12 18:00:24
W6 4508,D,VARNA,22:10,22:10,Operativo,2026-09-12 18:00:24
SM 832,D,SHARM EL SHEIKH,22:20,22:20,Operativo,2026-09-12 18:00:24
FR 3280,D,GDANSK - DANZICA,22:20,22:20,OPERATO DA BUZZ,2026-09-12 18:00:24
G9 696,D,SHARJAH,22:50,22:50,Operativo,2026-09-12 18:00:24
FR 8844,D,WROCLAW - BRESLAVIA,22:55,22:55,OPERATO DA BUZZ,2026-09-12 18:00:24
FR 5999,D,ZAGREB,23:05,23:05,OPERATO DA LAUDA EUROPE,2026-09-12 18:00:24
FR 3408,D,KATOWICE,23:10,23:10,OPERATO DA MALTA AIR,2026-09-12 18:00:24
FR 3535,D,KRAKOW,23:15,23:15,OPERATO DA BUZZ,2026-09-12 18:00:24
NP 322,D,CAIRO,23:30,23:30,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-12 18:00:24
