flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 5531,Decollo,15:30,03:00,COLOGNE15:30 | 03:00In ritardo,In ritardo,2026-07-01 23:00:00
FR 6354,Decollo,15:45,01:10,BARCELONA EL PRAT15:45 | 01:10In ritardo,In ritardo,2026-07-01 23:00:00
FR 6149,Decollo,16:55,21:15,PALERMO16:55 | 21:15Decollato,Decollato,2026-07-01 23:00:00
FR 3649,Decollo,17:20,22:00,PAPHOS17:20 | 22:00Decollato,Decollato,2026-07-01 23:00:00
FR 5494,Decollo,17:50,00:05,MADRID17:50 | 00:05In ritardo,In ritardo,2026-07-01 23:00:00
FR 7976,Decollo,19:20,21:02,KOS19:20 | 21:02Decollato,Decollato,2026-07-01 23:00:00
FR 3398,Decollo,19:25,21:40,MALAGA19:25 | 21:40Decollato,Decollato,2026-07-01 23:00:00
FR 4638,Decollo,19:50,21:04,PORTO19:50 | 21:04Decollato,Decollato,2026-07-01 23:00:00
FR 2892,Decollo,20:05,21:38,CATANIA20:05 | 21:38Decollato,Decollato,2026-07-01 23:00:00
FR 3665,Decollo,20:10,22:43,NAPOLI20:10 | 22:43Decollato,Decollato,2026-07-01 23:00:00
FR 3501,Decollo,20:10,21:50,PARIS BEAUVAIS20:10 | 21:50Decollato,Decollato,2026-07-01 23:00:00
FR 859,Decollo,20:15,21:49,BRINDISI20:15 | 21:49Decollato,Decollato,2026-07-01 23:00:00
FR 3504,Decollo,20:25,22:13,KRAKOW20:25 | 22:13Decollato,Decollato,2026-07-01 23:00:00
FR 3506,Decollo,20:25,23:00,ALICANTE20:25 | 23:00Imbarco chiuso,Imbarco chiuso,2026-07-01 23:00:00
W4 3608,Decollo,20:30,22:46,SUCEAVA20:30 | 22:46Decollato,Decollato,2026-07-01 23:00:00
FR 4235,Decollo,20:35,21:20,VILNIUS20:35 | 21:20Decollato,Decollato,2026-07-01 23:00:00
W6 1434,Decollo,20:40,21:33,WARSAW20:40 | 21:33Decollato,Decollato,2026-07-01 23:00:00
FR 5092,Decollo,20:50,21:20,LAMEZIA20:50 | 21:20Decollato,Decollato,2026-07-01 23:00:00
FR 2254,Decollo,20:50,22:04,ALGHERO20:50 | 22:04Decollato,Decollato,2026-07-01 23:00:00
FR 8349,Decollo,20:55,21:45,TIRANA20:55 | 21:45Decollato,Decollato,2026-07-01 23:00:00
W4 3470,Decollo,21:00,21:00,TIRGU MURES21:00 | 21:00Decollato,Decollato,2026-07-01 23:00:00
BZ 151,Decollo,21:00,22:42,TEL AVIV21:00 | 22:42Decollato,Decollato,2026-07-01 23:00:00
FR 484,Decollo,21:20,22:34,DUSSELDORF - WEEZE21:20 | 22:34Decollato,Decollato,2026-07-01 23:00:00
FR 4969,Decollo,21:25,02:05,PALERMO21:25 | 02:05In ritardo,In ritardo,2026-07-01 23:00:00
FR 3341,Decollo,21:30,23:06,VARSAVIA MODLIN21:30 | 23:06Imbarco chiuso,Imbarco chiuso,2026-07-01 23:00:00
FR 3219,Decollo,21:30,22:41,MANCHESTER21:30 | 22:41Decollato,Decollato,2026-07-01 23:00:00
FR 7324,Decollo,21:35,22:23,MALTA21:35 | 22:23Decollato,Decollato,2026-07-01 23:00:00
W4 3136,Decollo,21:45,21:45,BUCHAREST BANEASA21:45 | 21:45Decollato,Decollato,2026-07-01 23:00:00
W4 5020,Decollo,21:45,01:00,TIRANA21:45 | 01:00In ritardo,In ritardo,2026-07-01 23:00:00
FR 4132,Decollo,21:45,22:30,BARI21:45 | 22:30Decollato,Decollato,2026-07-01 23:00:00
E5 545,Decollo,22:00,22:00,CAIRO22:00 | 22:00Decollato,Decollato,2026-07-01 23:00:00
FR 6501,Decollo,22:10,23:40,OLBIA22:10 | 23:40In ritardo,In ritardo,2026-07-01 23:00:00
FR 2992,Decollo,22:15,22:15,COPENHAGEN22:15 | 22:15Decollato,Decollato,2026-07-01 23:00:00
W4 3552,Decollo,22:20,23:04,TIMISOARA22:20 | 23:04Imbarco chiuso,Imbarco chiuso,2026-07-01 23:00:00
FR 5148,Decollo,22:20,22:51,ZADAR22:20 | 22:51Imbarco chiuso,Imbarco chiuso,2026-07-01 23:00:00
FR 2293,Decollo,22:25,23:15,PESCARA22:25 | 23:15Imbarco in corso,Imbarco in corso,2026-07-01 23:00:00
FR 7361,Decollo,22:25,00:04,VIENNA22:25 | 00:04In ritardo,In ritardo,2026-07-01 23:00:00
FR 9196,Decollo,22:35,00:03,TRAPANI22:35 | 00:03In ritardo,In ritardo,2026-07-01 23:00:00
FR 4188,Decollo,22:40,01:40,LONDON  STANSTED22:40 | 01:40In ritardo,In ritardo,2026-07-01 23:00:00
NP 222,Decollo,23:10,23:10,CAIRO23:10 | 23:10,nan,2026-07-01 23:00:00
W6 4124,Decollo,23:35,01:45,BELGRADE23:35 | 01:45In ritardo,In ritardo,2026-07-01 23:00:00
FR 1703,Decollo,23:40,23:40,NOTTINGHAM EAST MIDLANDS23:40 | 23:40,nan,2026-07-01 23:00:00
FR 6846,Decollo,23:40,23:40,LIVERPOOL23:40 | 23:40,nan,2026-07-01 23:00:00
NO 2474,Decollo,00:40,00:40,DAKAR00:40 | 00:40,nan,2026-07-01 23:00:00
FR 3432,Decollo,05:45,05:45,PARIS BEAUVAIS05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
FR 3528,Decollo,05:45,05:45,PRAGUE05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
FR 9065,Decollo,05:45,05:45,ALICANTE05:45 | 05:45,nan,2026-07-01 23:00:00
FR 2261,Decollo,05:50,05:50,CATANIA05:50 | 05:50,nan,2026-07-01 23:00:00
FR 2830,Decollo,05:50,05:50,TENERIFE05:50 | 05:50,nan,2026-07-01 23:00:00
FR 3200,Decollo,05:50,05:50,CAGLIARI05:50 | 05:50Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
FR 5655,Decollo,05:55,05:55,PALMA DE MALLORCA05:55 | 05:55,nan,2026-07-01 23:00:00
FR 8121,Decollo,06:00,06:00,TIRANA06:00 | 06:00,nan,2026-07-01 23:00:00
FR 266,Decollo,06:05,06:05,FUERTEVENTURA06:05 | 06:05,nan,2026-07-01 23:00:00
FR 3545,Decollo,06:05,06:05,FEZ06:05 | 06:05Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
FR 3400,Decollo,06:15,06:15,SOFIA06:15 | 06:15Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
FR 2289,Decollo,06:20,06:20,PALERMO06:20 | 06:20,nan,2026-07-01 23:00:00
FR 410,Decollo,06:20,06:20,LUXEMBOURG06:20 | 06:20Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
FR 3653,Decollo,06:20,06:20,BARI06:20 | 06:20,nan,2026-07-01 23:00:00
FR 6854,Decollo,06:25,06:25,HELSINKI06:25 | 06:25Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
FR 5148,Decollo,06:30,06:30,ZADAR06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-07-01 23:00:00
