callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,OPERATO DA WIZZAIR HUNGARY,2026-09-13 05:00:25
XZ 354,D,TRIPOLI,08:30,08:30,OPERATO,2026-09-13 05:00:25
FR 4475,D,BRUXELLES CHARLEROI,08:40,08:40,Operativo,2026-09-13 05:00:25
W4 7691,D,ORADEA,08:40,08:40,Operativo,2026-09-13 05:00:25
W6 1432,D,WARSAW,08:40,08:40,OPERATO DA WIZZAIR MALTA,2026-09-13 05:00:25
FR 1533,D,VIENNA,09:10,09:10,OPERATO DA LAUDA EUROPE,2026-09-13 05:00:25
FR 1903,D,VARSAVIA MODLIN,09:10,09:10,OPERATO DA MALTA AIR,2026-09-13 05:00:25
FR 5148,D,ZADAR,09:15,09:15,Operativo,2026-09-13 05:00:25
FR 2735,D,LONDON STANSTED,09:20,09:20,Operativo,2026-09-13 05:00:25
FR 3217,D,MANCHESTER,09:30,09:30,OPERATO DA MALTA AIR,2026-09-13 05:00:25
FR 5531,D,COLOGNE,09:35,09:35,Operativo,2026-09-13 05:00:25
FR 3480,D,CAGLIARI,09:50,09:50,Operativo,2026-09-13 05:00:25
FR 3502,D,ZARAGOZA,10:15,10:15,Operativo,2026-09-13 05:00:25
RK 9604,D,BELFAST,10:20,10:20,Operativo,2026-09-13 05:00:25
FR 6125,D,DUBLIN,10:20,10:20,Operativo,2026-09-13 05:00:25
FR 259,D,BUCHAREST OTOPENI,10:25,10:25,OPERATO DA MALTA AIR,2026-09-13 05:00:25
FR 4201,D,RHODES,10:25,10:25,OPERATO DA MALTA AIR,2026-09-13 05:00:25
FR 3432,D,PARIS BEAUVAIS,10:25,10:25,Operativo,2026-09-13 05:00:25
FR 820,D,LISBON,10:35,10:35,Operativo,2026-09-13 05:00:25
3O 458,D,CASABLANCA,10:50,10:50,Operativo,2026-09-13 05:00:25
FR 3545,D,FEZ,10:50,10:50,OPERATO DA MALTA AIR,2026-09-13 05:00:25
FR 3653,D,BARI,10:55,10:55,Operativo,2026-09-13 05:00:25
FR 3962,D,MARRAKECH,11:00,11:00,OPERATO DA MALTA AIR,2026-09-13 05:00:25
FR 859,D,BRINDISI,11:00,11:00,OPERATO DA BUZZ Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-13 05:00:25
