timestamp,sessione_notturna,callsign,icao24,modello_aereo,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,a_terra,paese
2026-08-30 07:46:06,2026-08-30,RYR873M,4ca809,Boeing 737-800,RWY 28,Atterraggio,Est -> Ovest,220,284.93,1.98,False,Ireland
