flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 6451,Decollo,20:10,21:42,PALERMO20:10 | 21:42Decollato,Decollato,2026-06-14 23:00:00
3F 248,Decollo,20:25,02:43,YEREVAN20:25 | 02:43In ritardo,In ritardo,2026-06-14 23:00:00
W4 3608,Decollo,20:30,21:11,SUCEAVA20:30 | 21:11Decollato,Decollato,2026-06-14 23:00:00
FR 3501,Decollo,20:50,21:56,PARIS BEAUVAIS20:50 | 21:56Decollato,Decollato,2026-06-14 23:00:00
FR 5092,Decollo,21:00,21:00,LAMEZIA21:00 | 21:00Decollato,Decollato,2026-06-14 23:00:00
FR 6651,Decollo,21:05,21:05,CATANIA21:05 | 21:05Decollato,Decollato,2026-06-14 23:00:00
W6 4774,Decollo,21:10,22:27,SKOPJE21:10 | 22:27Decollato,Decollato,2026-06-14 23:00:00
FR 3893,Decollo,21:20,21:43,CAGLIARI21:20 | 21:43Decollato,Decollato,2026-06-14 23:00:00
DY 1849,Decollo,21:20,21:20,BERGEN21:20 | 21:20Decollato,Decollato,2026-06-14 23:00:00
FR 2087,Decollo,21:30,21:30,LISBON21:30 | 21:30Decollato,Decollato,2026-06-14 23:00:00
NP 222,Decollo,21:30,23:25,CAIRO21:30 | 23:25In ritardo,In ritardo,2026-06-14 23:00:00
FR 4786,Decollo,21:40,22:20,SALERNO21:40 | 22:20Decollato,Decollato,2026-06-14 23:00:00
FR 2990,Decollo,21:40,21:40,COPENHAGEN21:40 | 21:40Decollato,Decollato,2026-06-14 23:00:00
FR 4681,Decollo,21:45,22:03,STOCKHOLM21:45 | 22:03Decollato,Decollato,2026-06-14 23:00:00
W4 3136,Decollo,21:45,21:45,BUCHAREST BANEASA21:45 | 21:45Decollato,Decollato,2026-06-14 23:00:00
W4 5020,Decollo,21:45,21:45,TIRANA21:45 | 21:45Decollato,Decollato,2026-06-14 23:00:00
W4 3932,Decollo,22:00,23:03,CHISINAU22:00 | 23:03Imbarco ultima chiamata,Imbarco ultima chiamata,2026-06-14 23:00:00
FR 3164,Decollo,22:05,22:49,BUDAPEST22:05 | 22:49Decollato,Decollato,2026-06-14 23:00:00
FR 3341,Decollo,22:10,23:45,VARSAVIA MODLIN22:10 | 23:45In ritardo,In ritardo,2026-06-14 23:00:00
FR 6858,Decollo,22:10,22:10,OLBIA22:10 | 22:10Decollato,Decollato,2026-06-14 23:00:00
FR 413,Decollo,22:10,22:10,THESSALONIKI22:10 | 22:10Decollato,Decollato,2026-06-14 23:00:00
FR 9065,Decollo,22:40,23:59,ALICANTE22:40 | 23:59In ritardo,In ritardo,2026-06-14 23:00:00
FR 8980,Decollo,22:40,23:25,TRAPANI22:40 | 23:25Imbarco in corso,Imbarco in corso,2026-06-14 23:00:00
FR 3673,Decollo,22:45,00:05,LONDON  STANSTED22:45 | 00:05In ritardo,In ritardo,2026-06-14 23:00:00
FR 3219,Decollo,22:45,22:45,MANCHESTER22:45 | 22:45Imbarco chiuso,Imbarco chiuso,2026-06-14 23:00:00
