timestamp,sessione_notturna,callsign,icao24,modello_aereo,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,a_terra,paese
2026-08-27 18:42:23,2026-08-27,RYR2MP,4ca893,N/D,RWY 28,Atterraggio,Est -> Ovest,213,285.54,1.86,False,Ireland
