timestamp,sessione_notturna,callsign,icao24,modello_aereo,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,a_terra,paese
2026-08-27 18:52:50,2026-08-27,RYR8WW,4ca24d,N/D,N/D,Atterraggio,Rotta 227.1°,883,227.1,4.05,False,Ireland
2026-08-27 18:52:50,2026-08-27,RYR98ML,4cafd2,N/D,RWY 28,Atterraggio,Est -> Ovest,205,284.41,1.96,False,Ireland
2026-08-27 18:52:50,2026-08-27,MSR706,0101be,N/D,N/D,Sorvolo,N/D,6438,105.26,2.13,False,Egypt
2026-08-27 18:52:50,2026-08-27,RYR64SP,4cadc4,N/D,RWY 28,Atterraggio,Est -> Ovest,220,285.32,2.05,False,Ireland
2026-08-27 18:52:50,2026-08-27,IORYO,30037b,N/D,N/D,Avvicinamento,N/D,396,356.89,5.27,False,Italy
