callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FZ 1574,D,DUBAI,13:40,13:40,Operativo,2026-09-12 12:00:25
FR 2876,D,BRINDISI,13:45,13:45,Operativo,2026-09-12 12:00:25
FR 3300,D,VITORIA,13:45,13:45,Operativo,2026-09-12 12:00:25
FR 8846,D,MARRAKECH,14:00,14:33,IN RITARDO,2026-09-12 12:00:25
FR 4698,D,TRAPANI,14:15,14:15,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 219,D,ALICANTE,14:40,14:40,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 3673,D,LONDON STANSTED,14:55,16:10,IN RITARDO,2026-09-12 12:00:25
FR 2698,D,ALGHERO,15:00,15:00,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 5494,D,MADRID,15:05,15:05,Operativo,2026-09-12 12:00:25
FR 6257,D,KRAKOW,15:20,15:20,OPERATO DA BUZZ,2026-09-12 12:00:25
V7 1720,D,PANTELLERIA,15:25,15:25,Operativo,2026-09-12 12:00:25
FR 4037,D,DUBLIN,15:25,15:25,Operativo,2026-09-12 12:00:25
FR 6856,D,PORTO,15:30,15:30,Operativo,2026-09-12 12:00:25
FR 820,D,LISBON,15:35,16:15,IN RITARDO,2026-09-12 12:00:25
FR 6091,D,GRAN CANARIA,15:35,15:35,Operativo,2026-09-12 12:00:25
FR 8821,D,BIARRITZ - BAYONA,15:40,15:40,Operativo,2026-09-12 12:00:25
FR 3867,D,POZNAN,15:45,15:45,OPERATO DA MALTA AIR,2026-09-12 12:00:25
W4 5018,D,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-12 12:00:25
FR 3480,D,CAGLIARI,15:45,15:45,Operativo,2026-09-12 12:00:25
FR 3432,D,PARIS BEAUVAIS,15:50,15:50,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 6846,D,LIVERPOOL,16:00,16:00,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 5113,D,CROTONE,16:05,16:05,Operativo,2026-09-12 12:00:25
FR 4993,D,CEFALONIA,16:10,16:10,OPERATO DA MALTA AIR,2026-09-12 12:00:25
KLJ 1567,D,BRINDISI,16:15,16:15,Operativo,2026-09-12 12:00:25
FR 8421,D,TIRANA,16:20,16:20,OPERATO DA BUZZ,2026-09-12 12:00:25
FR 410,D,LUXEMBOURG,16:30,16:30,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 4188,D,LONDON STANSTED,16:35,16:35,Operativo,2026-09-12 12:00:25
FR 845,D,CLUJ-NAPOCA,16:35,16:35,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 2289,D,PALERMO,16:35,16:35,Operativo,2026-09-12 12:00:25
FR 2878,D,STOCKHOLM,17:05,17:05,Operativo,2026-09-12 12:00:25
FR 3392,D,HELSINKI,17:05,17:05,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 3319,D,BARCELONA EL PRAT,17:10,17:10,Operativo,2026-09-12 12:00:25
FR 3653,D,BARI,17:15,17:15,Operativo,2026-09-12 12:00:25
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-12 12:00:25
FR 5102,D,BIRMINGHAM,17:15,17:45,IN RITARDO,2026-09-12 12:00:25
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-12 12:00:25
FR 4044,D,VARSAVIA MODLIN,17:35,17:35,OPERATO DA BUZZ,2026-09-12 12:00:25
FR 2992,D,COPENHAGEN,17:35,17:35,OPERATO DA MALTA AIR,2026-09-12 12:00:25
FR 2649,D,MALAGA,17:50,17:50,Operativo,2026-09-12 12:00:25
FR 2858,D,BRINDISI,18:10,18:10,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-12 12:00:25
