flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 2888,Decollo,21:00,21:00,CATANIA21:00 | 21:00Decollato,Decollato,2026-01-23 23:00:00
FR 3480,Decollo,21:05,21:05,CAGLIARI21:05 | 21:05Decollato,Decollato,2026-01-23 23:00:00
W4 3772,Decollo,21:10,21:10,CRAIOVA21:10 | 21:10Decollato,Decollato,2026-01-23 23:00:00
FR 9009,Decollo,21:10,21:10,EDINBURGH21:10 | 21:10Decollato,Decollato,2026-01-23 23:00:00
FR 8421,Decollo,21:15,21:15,TIRANA21:15 | 21:15Decollato,Decollato,2026-01-23 23:00:00
FR 4523,Decollo,21:20,22:45,BRUXELLES CHARLEROI21:20 | 22:45Decollato,Decollato,2026-01-23 23:00:00
FR 3501,Decollo,21:20,21:20,PARIS BEAUVAIS21:20 | 21:20Decollato,Decollato,2026-01-23 23:00:00
FR 3341,Decollo,21:25,21:54,VARSAVIA MODLIN21:25 | 21:54Decollato,Decollato,2026-01-23 23:00:00
FR 4650,Decollo,21:30,21:30,TRAPANI21:30 | 21:30Decollato,Decollato,2026-01-23 23:00:00
FR 6054,Decollo,21:30,21:30,ZAGREB21:30 | 21:30Decollato,Decollato,2026-01-23 23:00:00
W4 3136,Decollo,21:35,21:52,BUCHAREST OTOPENI21:35 | 21:52Decollato,Decollato,2026-01-23 23:00:00
FR 6501,Decollo,21:45,21:45,OLBIA21:45 | 21:45Decollato,Decollato,2026-01-23 23:00:00
FR 9416,Decollo,22:00,23:00,FEZ22:00 | 23:00Imbarco chiuso,Imbarco chiuso,2026-01-23 23:00:00
FR 2254,Decollo,22:05,22:05,ALGHERO22:05 | 22:05Decollato,Decollato,2026-01-23 23:00:00
W4 3608,Decollo,22:05,23:00,SUCEAVA22:05 | 23:00Imbarco ultima chiamata,Imbarco ultima chiamata,2026-01-23 23:00:00
W4 3552,Decollo,22:20,23:00,TIMISOARA22:20 | 23:00Imbarco chiuso,Imbarco chiuso,2026-01-23 23:00:00
