flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 3217,Decollo,20:00,21:42,MANCHESTER20:00 | 21:42Decollato,Decollato,2026-05-02 23:00:00
FR 8800,Decollo,20:25,21:06,IBIZA20:25 | 21:06Decollato,Decollato,2026-05-02 23:00:00
FR 4631,Decollo,20:45,21:08,VALENCIA20:45 | 21:08Decollato,Decollato,2026-05-02 23:00:00
W6 4774,Decollo,20:45,21:07,SKOPJE20:45 | 21:07Decollato,Decollato,2026-05-02 23:00:00
FR 859,Decollo,20:45,21:08,BRINDISI20:45 | 21:08Decollato,Decollato,2026-05-02 23:00:00
W4 3932,Decollo,20:50,21:18,CHISINAU20:50 | 21:18Decollato,Decollato,2026-05-02 23:00:00
FR 4523,Decollo,21:00,21:00,BRUXELLES CHARLEROI21:00 | 21:00Decollato,Decollato,2026-05-02 23:00:00
FR 5531,Decollo,21:10,21:10,COLOGNE21:10 | 21:10Decollato,Decollato,2026-05-02 23:00:00
FR 4969,Decollo,21:20,21:20,PALERMO21:20 | 21:20Decollato,Decollato,2026-05-02 23:00:00
FR 484,Decollo,21:20,21:44,DUSSELDORF - WEEZE21:20 | 21:44Decollato,Decollato,2026-05-02 23:00:00
FR 5934,Decollo,21:25,21:25,DUBROVNIK21:25 | 21:25Decollato,Decollato,2026-05-02 23:00:00
FR 4650,Decollo,21:30,22:54,TRAPANI21:30 | 22:54Decollato,Decollato,2026-05-02 23:00:00
FR 6501,Decollo,21:35,21:35,OLBIA21:35 | 21:35Decollato,Decollato,2026-05-02 23:00:00
FR 4132,Decollo,21:35,21:35,BARI21:35 | 21:35Decollato,Decollato,2026-05-02 23:00:00
W4 5020,Decollo,21:45,21:45,TIRANA21:45 | 21:45Decollato,Decollato,2026-05-02 23:00:00
W4 3136,Decollo,21:45,21:45,BUCHAREST BANEASA21:45 | 21:45Decollato,Decollato,2026-05-02 23:00:00
FR 2269,Decollo,21:45,21:45,REGGIO CALABRIA21:45 | 21:45Decollato,Decollato,2026-05-02 23:00:00
W6 4508,Decollo,22:10,22:10,VARNA22:10 | 22:10Decollato,Decollato,2026-05-02 23:00:00
FR 6991,Decollo,22:10,23:45,RABAT22:10 | 23:45Imbarco in corso,Imbarco in corso,2026-05-02 23:00:00
FR 8844,Decollo,22:50,22:50,WROCLAW - BRESLAVIA22:50 | 22:50Imbarco chiuso,Imbarco chiuso,2026-05-02 23:00:00
G9 696,Decollo,22:50,22:50,SHARJAH22:50 | 22:50Cancellato,Cancellato,2026-05-02 23:00:00
