flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 2735,Decollo,20:30,21:51,LONDON  STANSTED20:30 | 21:51Decollato,Decollato,2026-04-10 23:00:00
FR 4969,Decollo,20:45,21:26,PALERMO20:45 | 21:26Decollato,Decollato,2026-04-10 23:00:00
FR 4235,Decollo,20:45,21:44,VILNIUS20:45 | 21:44Decollato,Decollato,2026-04-10 23:00:00
FR 3504,Decollo,20:50,21:17,KRAKOW20:50 | 21:17Decollato,Decollato,2026-04-10 23:00:00
FR 859,Decollo,20:55,21:42,BRINDISI20:55 | 21:42Decollato,Decollato,2026-04-10 23:00:00
FR 2892,Decollo,21:05,21:27,CATANIA21:05 | 21:27Decollato,Decollato,2026-04-10 23:00:00
W6 4390,Decollo,21:10,22:04,SOFIA21:10 | 22:04Decollato,Decollato,2026-04-10 23:00:00
FR 4658,Decollo,21:15,22:14,BARI21:15 | 22:14Decollato,Decollato,2026-04-10 23:00:00
FR 3164,Decollo,21:20,22:22,BUDAPEST21:20 | 22:22Decollato,Decollato,2026-04-10 23:00:00
NP 222,Decollo,21:30,23:45,CAIRO21:30 | 23:45Imbarco in corso,Imbarco in corso,2026-04-10 23:00:00
FR 2087,Decollo,21:30,22:40,LISBON21:30 | 22:40Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 4714,Decollo,21:40,21:40,RIGA21:40 | 21:40Decollato,Decollato,2026-04-10 23:00:00
W4 5020,Decollo,21:45,22:58,TIRANA21:45 | 22:58Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-10 23:00:00
W4 3830,Decollo,21:45,23:15,SIBIU21:45 | 23:15Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-10 23:00:00
FR 5700,Decollo,21:55,22:48,PALMA DE MALLORCA21:55 | 22:48Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 3341,Decollo,22:00,22:43,VARSAVIA MODLIN22:00 | 22:43Decollato,Decollato,2026-04-10 23:00:00
FR 6304,Decollo,22:05,23:05,BARCELONA EL PRAT22:05 | 23:05Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 3437,Decollo,22:15,22:53,SOFIA22:15 | 22:53Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 7960,Decollo,22:15,00:10,BIRMINGHAM22:15 | 00:10In ritardo,In ritardo,2026-04-10 23:00:00
FR 3506,Decollo,22:15,22:50,ALICANTE22:15 | 22:50Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 9408,Decollo,22:20,22:57,FEZ22:20 | 22:57Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 5984,Decollo,22:20,22:20,MADRID22:20 | 22:20Decollato,Decollato,2026-04-10 23:00:00
W4 3552,Decollo,22:20,22:49,TIMISOARA22:20 | 22:49Decollato,Decollato,2026-04-10 23:00:00
FR 3280,Decollo,22:30,22:30,GDANSK - DANZICA22:30 | 22:30Decollato,Decollato,2026-04-10 23:00:00
W4 3136,Decollo,22:40,22:40,BUCHAREST BANEASA22:40 | 22:40Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 4188,Decollo,22:40,23:47,LONDON  STANSTED22:40 | 23:47In ritardo,In ritardo,2026-04-10 23:00:00
FR 3657,Decollo,22:45,01:00,EDINBURGH22:45 | 01:00In ritardo,In ritardo,2026-04-10 23:00:00
FR 4700,Decollo,22:55,23:23,BARI22:55 | 23:23Imbarco in corso,Imbarco in corso,2026-04-10 23:00:00
FR 2990,Decollo,22:55,22:55,COPENHAGEN22:55 | 22:55Imbarco chiuso,Imbarco chiuso,2026-04-10 23:00:00
FR 3535,Decollo,23:00,23:20,KRAKOW23:00 | 23:20Imbarco in corso,Imbarco in corso,2026-04-10 23:00:00
FR 8355,Decollo,23:10,23:10,TIRANA23:10 | 23:10Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-10 23:00:00
3O 456,Decollo,23:30,00:06,CASABLANCA23:30 | 00:06In ritardo,In ritardo,2026-04-10 23:00:00
FR 8844,Decollo,23:35,00:00,WROCLAW - BRESLAVIA23:35 | 00:00In ritardo,In ritardo,2026-04-10 23:00:00
FR 3408,Decollo,23:35,23:35,KATOWICE23:35 | 23:35Imbarco in corso,Imbarco in corso,2026-04-10 23:00:00
W6 4124,Decollo,23:40,00:55,BELGRADE23:40 | 00:55,nan,2026-04-10 23:00:00
FR 2669,Decollo,05:45,05:45,BERLIN05:45 | 05:45,nan,2026-04-10 23:00:00
FR 2254,Decollo,05:45,05:45,ALGHERO05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-04-10 23:00:00
FR 3200,Decollo,05:50,05:50,CAGLIARI05:50 | 05:50,nan,2026-04-10 23:00:00
FR 5139,Decollo,05:50,05:50,FARO05:50 | 05:50,nan,2026-04-10 23:00:00
FR 3659,Decollo,05:55,05:55,BRUXELLES CHARLEROI05:55 | 05:55Operato da Malta Air,Operato da Malta Air,2026-04-10 23:00:00
FR 6178,Decollo,05:55,05:55,FUERTEVENTURA05:55 | 05:55,nan,2026-04-10 23:00:00
FR 3545,Decollo,06:00,06:00,FEZ06:00 | 06:00,nan,2026-04-10 23:00:00
FR 8334,Decollo,06:00,06:00,IBIZA06:00 | 06:00,nan,2026-04-10 23:00:00
FR 9196,Decollo,06:05,06:05,TRAPANI06:05 | 06:05,nan,2026-04-10 23:00:00
FR 3142,Decollo,06:10,06:10,BARCELONA EL PRAT06:10 | 06:10Operato da Malta Air,Operato da Malta Air,2026-04-10 23:00:00
FR 2285,Decollo,06:20,06:20,NAPOLI06:20 | 06:20Operato da Malta Air,Operato da Malta Air,2026-04-10 23:00:00
FR 5120,Decollo,06:20,06:20,MADRID06:20 | 06:20,nan,2026-04-10 23:00:00
FR 3593,Decollo,06:30,06:30,POZNAN06:30 | 06:30,nan,2026-04-10 23:00:00
FR 3528,Decollo,06:30,06:30,PRAGUE06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-04-10 23:00:00
