flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
W6 4390,Decollo,20:25,21:19,SOFIA20:25 | 21:19Decollato,Decollato,2026-04-20 23:00:00
FR 4638,Decollo,20:25,21:35,PORTO20:25 | 21:35Decollato,Decollato,2026-04-20 23:00:00
W4 3608,Decollo,20:30,21:20,SUCEAVA20:30 | 21:20Decollato,Decollato,2026-04-20 23:00:00
FR 2864,Decollo,20:35,21:45,BRINDISI20:35 | 21:45Decollato,Decollato,2026-04-20 23:00:00
FR 4969,Decollo,20:40,21:01,PALERMO20:40 | 21:01Decollato,Decollato,2026-04-20 23:00:00
W6 1434,Decollo,20:40,21:32,WARSAW20:40 | 21:32Decollato,Decollato,2026-04-20 23:00:00
FR 4523,Decollo,20:55,21:18,BRUXELLES CHARLEROI20:55 | 21:18Decollato,Decollato,2026-04-20 23:00:00
FR 5108,Decollo,21:00,21:00,LOURDES21:00 | 21:00Decollato,Decollato,2026-04-20 23:00:00
FR 4196,Decollo,21:00,21:33,CORFU21:00 | 21:33Decollato,Decollato,2026-04-20 23:00:00
FR 4698,Decollo,21:10,23:21,PALERMO21:10 | 23:21Imbarco in corso,Imbarco in corso,2026-04-20 23:00:00
FR 4786,Decollo,21:20,21:20,SALERNO21:20 | 21:20Decollato,Decollato,2026-04-20 23:00:00
FR 484,Decollo,21:20,22:11,DUSSELDORF - WEEZE21:20 | 22:11Decollato,Decollato,2026-04-20 23:00:00
FR 5092,Decollo,21:25,21:25,LAMEZIA21:25 | 21:25Decollato,Decollato,2026-04-20 23:00:00
FR 3506,Decollo,21:25,22:47,ALICANTE21:25 | 22:47Decollato,Decollato,2026-04-20 23:00:00
FR 3501,Decollo,21:25,21:25,PARIS BEAUVAIS21:25 | 21:25Decollato,Decollato,2026-04-20 23:00:00
FR 3893,Decollo,21:35,22:21,CAGLIARI21:35 | 22:21Decollato,Decollato,2026-04-20 23:00:00
W4 3830,Decollo,21:45,21:45,SIBIU21:45 | 21:45Decollato,Decollato,2026-04-20 23:00:00
W4 5020,Decollo,21:45,21:15,TIRANA21:45 | 21:15Decollato,Decollato,2026-04-20 23:00:00
FR 2254,Decollo,22:00,22:00,ALGHERO22:00 | 22:00Decollato,Decollato,2026-04-20 23:00:00
E5 545,Decollo,22:00,22:28,CAIRO22:00 | 22:28Decollato,Decollato,2026-04-20 23:00:00
FR 1296,Decollo,22:00,22:00,SEVILLA22:00 | 22:00Decollato,Decollato,2026-04-20 23:00:00
FR 5494,Decollo,22:05,23:25,MADRID22:05 | 23:25Imbarco in corso,Imbarco in corso,2026-04-20 23:00:00
FR 2107,Decollo,22:15,22:33,BUDAPEST22:15 | 22:33Decollato,Decollato,2026-04-20 23:00:00
FR 3645,Decollo,22:20,22:20,EDINBURGH22:20 | 22:20Decollato,Decollato,2026-04-20 23:00:00
W4 3552,Decollo,22:20,22:20,TIMISOARA22:20 | 22:20Decollato,Decollato,2026-04-20 23:00:00
W4 3136,Decollo,22:35,22:56,BUCHAREST BANEASA22:35 | 22:56Decollato,Decollato,2026-04-20 23:00:00
FR 1853,Decollo,22:40,23:40,MARSEILLE22:40 | 23:40In ritardo,In ritardo,2026-04-20 23:00:00
FR 3413,Decollo,23:10,23:10,KATOWICE23:10 | 23:10Imbarco chiuso,Imbarco chiuso,2026-04-20 23:00:00
FR 6175,Decollo,23:25,23:25,CATANIA23:25 | 23:25Imbarco in corso,Imbarco in corso,2026-04-20 23:00:00
W6 4124,Decollo,23:35,23:35,BELGRADE23:35 | 23:35Imbarco in corso,Imbarco in corso,2026-04-20 23:00:00
RK 3219,Decollo,23:45,23:45,MANCHESTER23:45 | 23:45,nan,2026-04-20 23:00:00
3O 456,Decollo,02:30,02:30,CASABLANCA02:30 | 02:30,nan,2026-04-20 23:00:00
FR 3398,Decollo,05:45,05:45,MALAGA05:45 | 05:45,nan,2026-04-20 23:00:00
FR 1853,Decollo,05:45,05:45,MARSEILLE05:45 | 05:45,nan,2026-04-20 23:00:00
FR 3649,Decollo,05:50,05:50,PAPHOS05:50 | 05:50,nan,2026-04-20 23:00:00
FR 8334,Decollo,05:50,05:50,IBIZA05:50 | 05:50Operato da Malta Air,Operato da Malta Air,2026-04-20 23:00:00
