callsign,tipo_movimento,is_scheduled,destinazione_finale,compagnia_aerea,modello_aereo,orario_schedulato,timestamp,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,matched_score
ABY696,Cargo/Non Schedulato,False,United Arab Emirates,Air Berlin,Airbus A320-200,,2026-09-10 23:53:46,RWY 10,Decollo,Ovest -> Est,769,104.4,4.91,United Arab Emirates,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:53:46,N/D,Sorvolo,N/D,3352,156.24,10.13,Ireland,0
RYR5RK,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:53:46,N/D,Sorvolo,N/D,2141,142.84,13.24,Ireland,0
RYR5YD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:53:46,N/D,Sorvolo,N/D,10469,316.56,5.63,Ireland,0
ABY696,Cargo/Non Schedulato,False,United Arab Emirates,Air Berlin,Airbus A320-200,,2026-09-10 23:54:01,N/D,Avvicinamento,Rotta 121.7°,861,121.68,6.06,United Arab Emirates,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:54:01,N/D,Sorvolo,N/D,3352,156.24,11.59,Ireland,0
RYR5RK,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:54:01,N/D,Sorvolo,N/D,2308,120.19,14.38,Ireland,0
RYR5YD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:54:01,N/D,Sorvolo,N/D,10561,316.65,3.0,Ireland,0
ABY696,Cargo/Non Schedulato,False,United Arab Emirates,Air Berlin,Airbus A320-200,,2026-09-10 23:55:47,N/D,Sorvolo,N/D,2484,232.68,11.37,United Arab Emirates,0
RYR5KU,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:55:47,N/D,Avvicinamento,Rotta 122.2°,731,122.21,5.89,Poland,0
RYR5RK,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:55:47,N/D,Transito,N/D,3208,102.06,25.21,Ireland,0
EWG6SQ,Cargo/Non Schedulato,False,Malta,Eurowings,Airbus A320-200,,2026-09-10 23:55:47,N/D,Sorvolo,N/D,10972,36.21,16.45,Malta,0
RYR5YD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:55:47,N/D,Transito,N/D,10972,316.31,21.51,Ireland,0
ABY696,Cargo/Non Schedulato,False,United Arab Emirates,Air Berlin,Airbus A320-200,,2026-09-10 23:56:02,N/D,Sorvolo,N/D,2636,232.67,12.65,United Arab Emirates,0
RYR5KU,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:56:02,RWY 16,Avvicinamento,Nord -> Sud,830,163.95,7.29,Poland,0
RYR5RK,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:56:02,N/D,Transito,N/D,3345,99.21,27.4,Ireland,0
EWG6SQ,Cargo/Non Schedulato,False,Malta,Eurowings,Airbus A320-200,,2026-09-10 23:56:02,N/D,Sorvolo,N/D,10972,36.31,17.04,Malta,0
RYR5YD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-10 23:56:02,N/D,Transito,N/D,10972,316.31,25.0,Ireland,0
WZZ6579,Cargo/Non Schedulato,False,Hungary,Wizz Air,Airbus A320-200,,2026-09-10 23:57:48,RWY 10,Decollo,Ovest -> Est,419,105.58,2.24,Hungary,0
RYR5KU,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:57:48,N/D,Sorvolo,N/D,2247,105.19,14.29,Poland,0
WZZ6579,Cargo/Non Schedulato,False,Hungary,Wizz Air,Airbus A320-200,,2026-09-10 23:58:03,RWY 10,Decollo,Ovest -> Est,647,105.4,3.64,Hungary,0
RYR5KU,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:58:03,N/D,Sorvolo,N/D,2491,103.12,15.55,Poland,0
WZZ6579,Cargo/Non Schedulato,False,Hungary,Wizz Air,Airbus A320-200,,2026-09-10 23:59:49,N/D,Sorvolo,N/D,1577,158.37,10.72,Hungary,0
RYR5KU,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-10 23:59:49,N/D,Transito,N/D,3558,54.5,23.69,Poland,0
WZZ6579,Cargo/Non Schedulato,False,Hungary,Wizz Air,Airbus A320-200,,2026-09-11 00:00:24,N/D,Sorvolo,N/D,1844,157.22,14.13,Hungary,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:01:50,N/D,Transito,N/D,4594,217.41,21.9,Ireland,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:02:25,N/D,Sorvolo,N/D,4419,217.24,18.38,Ireland,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:02:25,N/D,Transito,N/D,1813,344.25,27.16,Ireland,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:03:51,N/D,Avvicinamento,Rotta 217.2°,3787,217.16,5.84,Ireland,0
CCA750,Cargo/Non Schedulato,False,China,Compagnia CCA,N/D,,2026-09-11 00:03:51,N/D,Transito,N/D,4899,87.97,26.27,China,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:03:51,N/D,Transito,N/D,1272,354.85,21.21,Ireland,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:04:26,N/D,Avvicinamento,Rotta 205.6°,3627,205.59,1.42,Ireland,0
CCA750,Cargo/Non Schedulato,False,China,Compagnia CCA,N/D,,2026-09-11 00:04:26,N/D,Transito,N/D,5242,88.13,21.1,China,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:04:26,N/D,Sorvolo,N/D,1097,285.15,18.36,Ireland,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:05:52,N/D,Transito,N/D,1485,358.6,22.6,Ireland,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:05:52,N/D,Sorvolo,N/D,3086,156.63,10.96,Ireland,0
CCA750,Cargo/Non Schedulato,False,China,Compagnia CCA,N/D,,2026-09-11 00:05:52,N/D,Sorvolo,N/D,5943,88.21,12.98,China,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:05:52,N/D,Sorvolo,N/D,662,285.0,10.1,Ireland,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:06:27,N/D,Transito,N/D,1219,334.33,20.67,Ireland,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:06:27,N/D,Sorvolo,N/D,2865,156.68,16.13,Ireland,0
CCA750,Cargo/Non Schedulato,False,China,Compagnia CCA,N/D,,2026-09-11 00:06:27,N/D,Sorvolo,N/D,6225,88.26,15.21,China,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:06:27,RWY 28,Avvicinamento,Est -> Ovest,495,284.8,6.97,Ireland,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:07:53,N/D,Sorvolo,N/D,784,285.2,12.35,Ireland,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:07:53,RWY 28,Atterraggio,Est -> Ovest,228,284.91,1.94,Ireland,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:08:28,RWY 28,Avvicinamento,Est -> Ovest,632,284.76,9.55,Ireland,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:08:28,RWY 28,Atterraggio,Est -> Ovest,228,284.91,1.94,Ireland,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:09:54,RWY 28,Atterraggio,Est -> Ovest,228,285.03,1.94,Ireland,0
EJU3696,Cargo/Non Schedulato,False,Austria,EasyJet Europe,Airbus A319-100,,2026-09-11 00:09:54,N/D,Sorvolo,N/D,6408,249.72,13.08,Austria,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:09:54,RWY 28,Atterraggio,Est -> Ovest,228,284.91,1.94,Ireland,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:10:29,RWY 28,Atterraggio,Est -> Ovest,228,284.93,1.91,Ireland,0
EJU3696,Cargo/Non Schedulato,False,Austria,EasyJet Europe,Airbus A319-100,,2026-09-11 00:10:29,N/D,Sorvolo,N/D,6042,249.62,10.06,Austria,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:10:29,RWY 28,Atterraggio,Est -> Ovest,228,284.91,1.94,Ireland,0
RYR4YT,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:10:29,N/D,Transito,N/D,6621,270.31,20.47,Malta,0
TAY7VC,Cargo/Non Schedulato,False,Austria,Compagnia TAY,N/D,,2026-09-11 00:11:55,N/D,Sorvolo,N/D,10363,281.49,19.28,Austria,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:11:55,RWY 28,Atterraggio,Est -> Ovest,228,284.93,1.91,Ireland,0
EJU3696,Cargo/Non Schedulato,False,Austria,EasyJet Europe,Airbus A319-100,,2026-09-11 00:11:55,N/D,Sorvolo,N/D,4678,249.95,17.88,Austria,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:11:55,RWY 28,Atterraggio,Est -> Ovest,228,284.91,1.94,Ireland,0
RYR4YT,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:11:55,N/D,Sorvolo,N/D,5242,270.15,2.65,Malta,0
DLH9TL,Cargo/Non Schedulato,False,Italy,Lufthansa,Airbus A320-200,,2026-09-11 00:11:55,N/D,Transito,N/D,8839,210.91,28.75,Italy,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:12:30,RWY 28,Atterraggio,Est -> Ovest,228,284.93,1.91,Ireland,0
EJU3696,Cargo/Non Schedulato,False,Austria,EasyJet Europe,Airbus A319-100,,2026-09-11 00:12:30,N/D,Transito,N/D,4305,249.73,23.41,Austria,0
RYR8AD,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:12:30,RWY 28,Atterraggio,Est -> Ovest,228,284.91,1.94,Ireland,0
RYR8931,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:12:30,N/D,Transito,N/D,10972,334.8,23.85,Ireland,0
RYR4YT,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:12:30,RWY 28,Avvicinamento,Est -> Ovest,4930,255.15,5.48,Malta,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:13:57,RWY 28,Atterraggio,Est -> Ovest,228,284.93,1.91,Ireland,0
NIA224,Cargo/Non Schedulato,False,Egypt,Compagnia NIA,N/D,,2026-09-11 00:13:57,N/D,Avvicinamento,Rotta 128.6°,922,128.55,5.72,Egypt,0
RYR4YT,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:13:57,N/D,Transito,N/D,4114,254.21,21.75,Malta,0
RYR52TC,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:14:31,RWY 28,Atterraggio,Est -> Ovest,228,284.93,1.91,Ireland,0
NIA224,Cargo/Non Schedulato,False,Egypt,Compagnia NIA,N/D,,2026-09-11 00:14:31,N/D,Avvicinamento,Rotta 190.1°,1135,190.05,6.97,Egypt,0
ETD2NP,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia ETD,N/D,,2026-09-11 00:15:58,N/D,Transito,N/D,11277,138.44,28.49,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:15:58,N/D,Transito,N/D,1554,358.25,23.31,Ireland,0
NIA224,Cargo/Non Schedulato,False,Egypt,Compagnia NIA,N/D,,2026-09-11 00:15:58,N/D,Sorvolo,N/D,1836,161.09,14.13,Egypt,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:16:32,N/D,Transito,N/D,1287,354.88,21.12,Ireland,0
NIA224,Cargo/Non Schedulato,False,Egypt,Compagnia NIA,N/D,,2026-09-11 00:16:32,N/D,Sorvolo,N/D,2430,106.58,19.09,Egypt,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:17:59,N/D,Transito,N/D,1805,3.54,24.99,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:17:59,N/D,Sorvolo,N/D,777,284.88,12.29,Ireland,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:18:33,N/D,Transito,N/D,1577,358.73,23.03,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:18:33,RWY 28,Avvicinamento,Est -> Ovest,617,285.28,9.28,Ireland,0
AIC142,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-11 00:20:00,N/D,Sorvolo,N/D,11269,131.07,15.91,India,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:20:00,N/D,Sorvolo,N/D,1043,283.06,16.67,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:20:00,RWY 28,Atterraggio,Est -> Ovest,236,284.98,2.14,Ireland,0
AIC142,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-11 00:20:34,N/D,Sorvolo,N/D,11277,131.12,14.52,India,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:20:34,N/D,Sorvolo,N/D,838,285.54,13.47,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:20:34,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.96,Ireland,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:22:01,RWY 28,Avvicinamento,Est -> Ovest,502,284.77,7.07,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:22:01,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.96,Ireland,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:22:35,RWY 28,Atterraggio,Est -> Ovest,381,285.07,4.86,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:22:35,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.96,Ireland,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:24:02,RWY 28,Atterraggio,Est -> Ovest,228,284.96,1.92,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:24:02,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.96,Ireland,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:24:36,RWY 28,Atterraggio,Est -> Ovest,228,284.96,1.92,United Arab Emirates,0
RYR39BB,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:24:36,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.96,Ireland,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:26:03,RWY 28,Atterraggio,Est -> Ovest,228,284.96,1.92,United Arab Emirates,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:26:37,RWY 28,Atterraggio,Est -> Ovest,228,284.96,1.92,United Arab Emirates,0
RYR540G,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:26:37,RWY 10,Decollo,Ovest -> Est,487,104.93,2.95,Malta,0
MAC453W,Cargo/Non Schedulato,False,United Arab Emirates,Compagnia MAC,N/D,,2026-09-11 00:28:04,RWY 28,Atterraggio,Est -> Ovest,228,284.96,1.92,United Arab Emirates,0
RYR540G,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:28:04,N/D,Avvicinamento,Rotta 233.8°,1424,233.75,8.73,Malta,0
RYR9ZN,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-11 00:28:38,RWY 10,Decollo,Ovest -> Est,624,105.77,4.0,Poland,0
RYR540G,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:28:38,N/D,Sorvolo,N/D,1714,178.43,11.51,Malta,0
RYR9ZN,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-11 00:30:05,N/D,Avvicinamento,Rotta 233.5°,1531,233.52,8.62,Poland,0
RYR9ZN,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-11 00:30:39,N/D,Sorvolo,N/D,1965,233.56,10.43,Poland,0
RYR9ZN,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-11 00:32:06,N/D,Avvicinamento,Rotta 42.1°,3284,42.15,7.8,Poland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:32:06,N/D,Transito,N/D,1684,358.27,25.0,Ireland,0
RYR9ZN,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-11 00:32:40,N/D,Avvicinamento,Rotta 67.5°,3566,67.45,4.88,Poland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:32:40,N/D,Transito,N/D,1516,357.95,23.39,Ireland,0
RYR9ZN,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-11 00:34:07,N/D,Sorvolo,N/D,4381,67.4,11.14,Poland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:34:07,N/D,Sorvolo,N/D,1013,284.04,16.89,Ireland,0
RYR9ZN,Cargo/Non Schedulato,False,Poland,Ryanair,Boeing 737-800,,2026-09-11 00:34:41,N/D,Sorvolo,N/D,4998,67.65,18.46,Poland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:34:41,N/D,Sorvolo,N/D,822,285.2,13.22,Ireland,0
RYR66DP,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:34:41,N/D,Transito,N/D,10309,155.26,22.65,Malta,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:36:08,RWY 28,Avvicinamento,Est -> Ovest,441,284.59,5.93,Ireland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:36:42,RWY 28,Atterraggio,Est -> Ovest,304,284.83,3.38,Ireland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:38:09,RWY 28,Atterraggio,Est -> Ovest,228,284.32,1.89,Ireland,0
AIC2016,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-11 00:38:43,N/D,Transito,N/D,11887,131.18,23.65,India,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:38:43,RWY 28,Atterraggio,Est -> Ovest,228,284.32,1.89,Ireland,0
AIC2016,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-11 00:40:10,N/D,Sorvolo,N/D,11887,131.26,15.12,India,0
RYR7790,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:40:10,RWY 10,Decollo,Ovest -> Est,754,105.85,4.04,Ireland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:40:10,RWY 28,Atterraggio,Est -> Ovest,228,284.32,1.89,Ireland,0
AIC2016,Cargo/Non Schedulato,False,India,Compagnia AIC,N/D,,2026-09-11 00:40:44,N/D,Sorvolo,N/D,11887,131.41,18.54,India,0
RYR7790,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:40:44,N/D,Avvicinamento,Rotta 131.7°,1059,131.69,5.95,Ireland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:40:44,RWY 28,Atterraggio,Est -> Ovest,228,284.32,1.89,Ireland,0
WMT3662,Cargo/Non Schedulato,False,Hungary,Wizz Air Malta,Airbus A320-200,,2026-09-11 00:42:11,N/D,Avvicinamento,Rotta 152.8°,1028,152.83,7.14,Hungary,0
RYR7790,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:42:11,N/D,Sorvolo,N/D,2758,114.49,12.16,Ireland,0
RYR84GY,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:42:11,RWY 28,Atterraggio,Est -> Ovest,228,284.32,1.89,Ireland,0
WMT3662,Cargo/Non Schedulato,False,Hungary,Wizz Air Malta,Airbus A320-200,,2026-09-11 00:42:46,N/D,Avvicinamento,Rotta 228.7°,1386,228.7,8.8,Hungary,0
RYR7790,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:42:46,N/D,Sorvolo,N/D,3383,102.56,14.76,Ireland,0
RYR8989,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:42:46,RWY 10,Decollo,Ovest -> Est,274,104.84,1.16,Malta,0
WMT3662,Cargo/Non Schedulato,False,Hungary,Wizz Air Malta,Airbus A320-200,,2026-09-11 00:44:13,N/D,Sorvolo,N/D,2476,158.01,14.99,Hungary,0
RYR7790,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:44:13,N/D,Transito,N/D,4457,55.85,21.14,Ireland,0
RYR8989,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:44:13,N/D,Avvicinamento,Rotta 198.5°,1318,198.53,7.2,Malta,0
WMT3662,Cargo/Non Schedulato,False,Hungary,Wizz Air Malta,Airbus A320-200,,2026-09-11 00:44:47,N/D,Sorvolo,N/D,3078,80.08,18.06,Hungary,0
RYR8989,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:44:47,N/D,Avvicinamento,Rotta 239.6°,1912,239.64,7.29,Malta,0
WMT3662,Cargo/Non Schedulato,False,Hungary,Wizz Air Malta,Airbus A320-200,,2026-09-11 00:46:14,N/D,Transito,N/D,4175,72.24,22.05,Hungary,0
RYR8989,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:46:14,N/D,Sorvolo,N/D,2788,248.57,13.3,Malta,0
RYR8989,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 00:46:48,N/D,Sorvolo,N/D,2971,248.56,18.32,Malta,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:52:17,N/D,Transito,N/D,1805,358.51,26.77,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:52:51,N/D,Transito,N/D,1539,358.44,23.55,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:54:18,N/D,Sorvolo,N/D,1059,285.39,17.78,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:54:52,N/D,Sorvolo,N/D,883,285.28,14.46,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:56:19,RWY 28,Avvicinamento,Est -> Ovest,495,284.76,6.97,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:56:53,RWY 28,Atterraggio,Est -> Ovest,381,285.01,4.76,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:58:20,RWY 28,Atterraggio,Est -> Ovest,220,285.11,1.88,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 00:58:54,RWY 28,Atterraggio,Est -> Ovest,220,285.11,1.88,Ireland,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 01:00:21,RWY 28,Atterraggio,Est -> Ovest,220,285.11,1.88,Ireland,0
RYR8SQ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 01:00:21,N/D,Transito,N/D,3131,107.75,23.59,Ireland,0
ABR177,Cargo/Non Schedulato,False,Ireland,Air Berlin,Airbus A320-200,,2026-09-11 01:00:21,N/D,Transito,N/D,5814,328.31,26.86,Ireland,0
RYR8512,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 01:00:21,N/D,Transito,N/D,1668,357.24,25.56,Malta,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 01:00:55,RWY 28,Atterraggio,Est -> Ovest,220,285.11,1.88,Ireland,0
RYR8SQ,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 01:00:55,N/D,Sorvolo,N/D,3009,107.48,19.61,Ireland,0
ABR177,Cargo/Non Schedulato,False,Ireland,Air Berlin,Airbus A320-200,,2026-09-11 01:00:55,N/D,Transito,N/D,5935,328.76,27.19,Ireland,0
RYR8512,Cargo/Non Schedulato,False,Malta,Ryanair,Boeing 737-800,,2026-09-11 01:00:55,N/D,Transito,N/D,1508,359.22,23.63,Malta,0
RYR765L,Cargo/Non Schedulato,False,Ireland,Ryanair,Boeing 737-800,,2026-09-11 01:02:22,RWY 28,Atterraggio,Est -> Ovest,220,285.11,1.88,Ireland,0
