callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4714,D,RIGA,16:55,17:55,DECOLLATO,2026-09-21 18:00:24
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:37,DECOLLATO,2026-09-21 18:00:24
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:37,DECOLLATO,2026-09-21 18:00:24
FR 3962,D,MARRAKECH,17:25,19:27,IN RITARDO,2026-09-21 18:00:24
FR 3545,D,FEZ,17:45,18:30,IMBARCO ULTIMA CHIAMATA,2026-09-21 18:00:24
FR 5148,D,ZADAR,17:50,18:10,IMBARCO ULTIMA CHIAMATA,2026-09-21 18:00:24
FR 3528,D,PRAGUE,17:55,17:55,IMBARCO CHIUSO,2026-09-21 18:00:24
FR 2872,D,VILNIUS,17:55,17:55,IMBARCO IN CORSO,2026-09-21 18:00:24
FR 3440,D,LAMEZIA,18:00,18:48,IN RITARDO,2026-09-21 18:00:24
FR 9196,D,TRAPANI,18:05,18:05,IMBARCO CHIUSO,2026-09-21 18:00:24
FR 3400,D,SOFIA,18:05,18:05,IMBARCO IN CORSO,2026-09-21 18:00:24
BZ 155,D,TEL AVIV,18:15,18:15,IMBARCO ULTIMA CHIAMATA,2026-09-21 18:00:24
FR 410,D,LUXEMBOURG,18:20,18:20,IMBARCO IN CORSO,2026-09-21 18:00:24
FR 820,D,LISBON,18:25,18:25,IMBARCO IN CORSO,2026-09-21 18:00:24
FR 3408,D,KATOWICE,18:45,19:10,IN RITARDO,2026-09-21 18:00:24
FR 3280,D,GDANSK - DANZICA,18:50,18:50,Operativo,2026-09-21 18:00:24
FR 3655,D,STOCKHOLM,18:55,18:55,Operativo,2026-09-21 18:00:24
FR 865,D,BUCHAREST OTOPENI,19:00,19:48,IN RITARDO,2026-09-21 18:00:24
FR 2285,D,NAPOLI,19:35,20:00,IN RITARDO,2026-09-21 18:00:24
FR 2892,D,CATANIA,19:40,19:40,Operativo,2026-09-21 18:00:24
FR 8355,D,TIRANA,19:40,19:40,Operativo,2026-09-21 18:00:24
FR 3341,D,VARSAVIA MODLIN,19:55,19:55,Operativo,2026-09-21 18:00:24
3F 248,D,YEREVAN,19:55,21:42,IN RITARDO,2026-09-21 18:00:24
FR 3504,D,KRAKOW,20:05,20:05,OPERATO DA MALTA AIR,2026-09-21 18:00:24
FR 3319,D,BARCELONA EL PRAT,20:15,20:15,Operativo,2026-09-21 18:00:24
FR 2735,D,LONDON STANSTED,20:20,20:20,OPERATO DA MALTA AIR,2026-09-21 18:00:24
FR 4638,D,PORTO,20:25,21:25,IN RITARDO,2026-09-21 18:00:24
W6 4390,D,SOFIA,20:25,20:25,OPERATO DA WIZZAIR MALTA,2026-09-21 18:00:24
W4 3608,D,SUCEAVA,20:30,20:30,OPERATO DA WIZZAIR HUNGARY,2026-09-21 18:00:24
FR 2864,D,BRINDISI,20:35,20:35,Operativo,2026-09-21 18:00:24
FR 4969,D,PALERMO,20:40,20:40,OPERATO DA MALTA AIR,2026-09-21 18:00:24
W6 1434,D,WARSAW,20:40,20:40,Operativo,2026-09-21 18:00:24
FR 7361,D,VIENNA,20:45,20:45,OPERATO DA LAUDA EUROPE,2026-09-21 18:00:24
FR 6125,D,DUBLIN,20:55,20:55,Operativo,2026-09-21 18:00:24
FR 4658,D,BARI,20:55,20:55,Operativo,2026-09-21 18:00:24
FR 5108,D,LOURDES,21:00,21:00,Operativo,2026-09-21 18:00:24
FR 4196,D,CORFU,21:00,21:00,OPERATO DA MALTA AIR,2026-09-21 18:00:24
FR 4523,D,BRUXELLES CHARLEROI,21:10,21:10,CANCELLATO,2026-09-21 18:00:24
FR 4698,D,TRAPANI,21:10,21:10,Operativo,2026-09-21 18:00:24
FR 4188,D,LONDON STANSTED,21:20,21:20,Operativo,2026-09-21 18:00:24
FR 4786,D,SALERNO,21:20,21:20,Operativo,2026-09-21 18:00:24
FR 3506,D,ALICANTE,21:25,21:25,OPERATO DA MALTA AIR,2026-09-21 18:00:24
FR 5092,D,LAMEZIA,21:25,21:25,Operativo,2026-09-21 18:00:24
FR 3893,D,CAGLIARI,21:35,21:35,OPERATO DA MALTA AIR,2026-09-21 18:00:24
D8 3751,D,COPENHAGEN,21:45,21:45,Operativo,2026-09-21 18:00:24
FR 2254,D,ALGHERO,22:00,22:00,Operativo,2026-09-21 18:00:24
E5 545,D,CAIRO,22:00,22:00,Operativo,2026-09-21 18:00:24
FR 5494,D,MADRID,22:05,22:05,OPERATO DA MALTA AIR,2026-09-21 18:00:24
FR 2107,D,BUDAPEST,22:15,22:15,OPERATO DA BUZZ,2026-09-21 18:00:24
W4 3552,D,TIMISOARA,22:20,22:20,Operativo,2026-09-21 18:00:24
FR 3645,D,EDINBURGH,22:20,22:20,Operativo,2026-09-21 18:00:24
W4 3136,D,BUCHAREST BANEASA,22:35,22:35,OPERATO DA WIZZAIR HUNGARY,2026-09-21 18:00:24
W4 5020,D,TIRANA,22:45,22:45,OPERATO DA WIZZAIR HUNGARY,2026-09-21 18:00:24
NP 322,D,CAIRO,23:30,23:30,Operativo,2026-09-21 18:00:24
W6 4124,D,BELGRADE,23:35,23:35,Operativo,2026-09-21 18:00:24
RK 3219,D,MANCHESTER,23:45,23:45,Operativo,2026-09-21 18:00:24
FR 5148,D,ZADAR,05:45,05:45,Operativo,2026-09-21 18:00:24
FR 3398,D,MALAGA,05:45,05:45,Operativo,2026-09-21 18:00:24
FR 8334,D,IBIZA,05:50,05:50,Operativo,2026-09-21 18:00:24
FR 3273,D,AGADIR,05:50,05:50,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-21 18:00:24
