callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3593,A,POZNAN,18:20,18:20,OPERATO DA BUZZ,2026-09-24 14:17:58
FR 8511,A,BENI MELLAL,18:20,18:20,Operativo,2026-09-24 14:17:58
FR 6175,A,CATANIA,18:40,18:40,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 3210,A,SANTORINI / THIRA,18:45,18:45,Operativo,2026-09-24 14:17:58
FR 4698,A,TRAPANI,19:00,19:00,Operativo,2026-09-24 14:17:58
FR 3280,A,GDANSK - DANZICA,19:00,19:00,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4037,A,DUBLIN,19:20,19:20,Operativo,2026-09-24 14:17:58
BZ 151,A,TEL AVIV,19:25,19:25,Operativo,2026-09-24 14:17:58
FR 3535,A,KRAKOW,19:25,19:25,Operativo,2026-09-24 14:17:58
FR 8801,A,IBIZA,19:30,19:30,Operativo,2026-09-24 14:17:58
FR 5120,A,MADRID,19:30,19:30,Operativo,2026-09-24 14:17:58
FR 413,A,THESSALONIKI,19:55,20:55,IN RITARDO,2026-09-24 14:17:58
FR 3300,A,VITORIA,20:00,20:00,Operativo,2026-09-24 14:17:58
D8 2941,A,HELSINKI,20:15,20:15,Operativo,2026-09-24 14:17:58
FR 3501,A,PARIS BEAUVAIS,20:25,20:25,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 7361,A,VIENNA,20:30,20:30,OPERATO DA LAUDA EUROPE,2026-09-24 14:17:58
W4 3470,A,TIRGU MURES,20:35,20:35,Operativo,2026-09-24 14:17:58
FR 2739,A,LONDON STANSTED,20:35,20:35,Operativo,2026-09-24 14:17:58
W6 1434,A,WARSAW,20:40,20:40,OPERATO DA WIZZAIR MALTA,2026-09-24 14:17:58
FR 3219,A,MANCHESTER,20:45,20:45,Operativo,2026-09-24 14:17:58
FR 4969,A,PALERMO,20:50,20:50,"OPERATO DA MALTA AIR × Utilizziamo cookie tecnici e, previo consenso, di profilazione, anche di terze parti, per raccogliere informazioni statistiche sulla navigazione del sito e per mostrarti messaggi pubblicitari personalizzati e in linea con le tue preferenze, al fine di inviare messaggi pubblicitari ovvero di modulare la fornitura del servizio in modo personalizzato. Per maggiori informazioni sull’uso dei cookie, visualizza l’Informativa cookie oppure GESTISCI le tue preferenze scegliendo quali cookie installare. Cliccando su “Accetta” acconsenti all’installazione di tutti i cookie. Cliccando sulla “X” verranno salvate le impostazioni di default e dunque la continuazione della navigazione avverrà in assenza di cookie o altri strumenti di tracciamento non tecnici o non strettamente necessari. NECESSARI ESPERIENZA MISURAZIONE MARKETING Gestisci Rifiuta tutto Accetta tutto Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/",2026-09-24 14:17:58
