callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 5139,D,FARO,12:55,14:40,IMBARCO ULTIMA CHIAMATA,2026-09-24 14:17:58
FR 6125,D,DUBLIN,13:20,14:10,DECOLLATO,2026-09-24 14:17:58
FZ 1574,D,DUBAI,13:40,14:16,IMBARCO CHIUSO,2026-09-24 14:17:58
EK 2141,D,DUBAI,13:40,14:16,IMBARCO CHIUSO,2026-09-24 14:17:58
FR 4001,D,LANZAROTE,13:50,13:50,DECOLLATO,2026-09-24 14:17:58
FR 2289,D,PALERMO,14:10,14:30,IMBARCO IN CORSO,2026-09-24 14:17:58
FR 2254,D,ALGHERO,14:25,14:25,IMBARCO ULTIMA CHIAMATA,2026-09-24 14:17:58
FR 6513,D,OLBIA,14:35,14:35,IMBARCO CHIUSO,2026-09-24 14:17:58
FR 219,D,ALICANTE,14:50,14:50,IMBARCO IN CORSO,2026-09-24 14:17:58
FR 3460,D,EINDHOVEN,14:55,14:55,IMBARCO IN CORSO,2026-09-24 14:17:58
FR 3480,D,CAGLIARI,14:55,14:55,Operativo,2026-09-24 14:17:58
FR 3396,D,CROTONE,15:35,16:35,IN RITARDO,2026-09-24 14:17:58
FR 6703,D,SKIATHOS,15:35,15:35,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 1903,D,VARSAVIA MODLIN,15:40,15:40,Operativo,2026-09-24 14:17:58
FR 3530,D,PRAGUE,15:45,15:45,Operativo,2026-09-24 14:17:58
W4 5018,D,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-24 14:17:58
FR 3319,D,BARCELONA EL PRAT,15:45,15:45,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 3561,D,NAPOLI,15:50,15:50,Operativo,2026-09-24 14:17:58
FR 1176,D,MENORCA,15:50,15:50,Operativo,2026-09-24 14:17:58
FR 865,D,BUCHAREST OTOPENI,16:00,16:00,Operativo,2026-09-24 14:17:58
FR 5102,D,BIRMINGHAM,16:05,16:05,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4042,D,PORTO,16:25,16:25,Operativo,2026-09-24 14:17:58
FR 6149,D,PALERMO,16:40,16:40,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 8800,D,IBIZA,16:55,17:15,IN RITARDO,2026-09-24 14:17:58
FR 4663,D,VALENCIA,17:05,17:05,Operativo,2026-09-24 14:17:58
FR 5108,D,LOURDES,17:05,17:05,OPERATO DA MALTA AIR,2026-09-24 14:17:58
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 14:17:58
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 14:17:58
FR 3559,D,BRISTOL,17:15,17:15,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4475,D,BRUXELLES CHARLEROI,17:15,17:15,Operativo,2026-09-24 14:17:58
FR 3587,D,OSLO TORP,17:20,17:20,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4667,D,BARI,17:25,17:25,Operativo,2026-09-24 14:17:58
FR 7976,D,KOS,17:45,17:45,Operativo,2026-09-24 14:17:58
FR 3402,D,MARRAKECH,17:55,17:55,Operativo,2026-09-24 14:17:58
FR 8421,D,TIRANA,17:55,17:55,OPERATO DA BUZZ,2026-09-24 14:17:58
FR 2735,D,LONDON STANSTED,18:00,18:00,Operativo,2026-09-24 14:17:58
FR 2876,D,BRINDISI,18:10,18:10,Operativo,2026-09-24 14:17:58
XZ 2223,D,FOGGIA,18:10,18:10,Operativo,2026-09-24 14:17:58
FR 3440,D,LAMEZIA,18:15,18:15,Operativo,2026-09-24 14:17:58
FR 3593,D,POZNAN,18:20,18:20,OPERATO DA BUZZ,2026-09-24 14:17:58
FR 8511,D,BENI MELLAL,18:20,18:20,Operativo,2026-09-24 14:17:58
FR 6175,D,CATANIA,18:40,18:40,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 3210,D,SANTORINI / THIRA,18:45,18:45,Operativo,2026-09-24 14:17:58
FR 4698,D,TRAPANI,19:00,19:00,Operativo,2026-09-24 14:17:58
FR 3280,D,GDANSK - DANZICA,19:00,19:00,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4037,D,DUBLIN,19:20,19:20,Operativo,2026-09-24 14:17:58
BZ 151,D,TEL AVIV,19:25,19:25,Operativo,2026-09-24 14:17:58
FR 3535,D,KRAKOW,19:25,19:25,Operativo,2026-09-24 14:17:58
FR 8801,D,IBIZA,19:30,19:30,Operativo,2026-09-24 14:17:58
FR 5120,D,MADRID,19:30,19:30,Operativo,2026-09-24 14:17:58
FR 413,D,THESSALONIKI,19:55,20:55,IN RITARDO,2026-09-24 14:17:58
FR 3300,D,VITORIA,20:00,20:00,Operativo,2026-09-24 14:17:58
D8 2941,D,HELSINKI,20:15,20:15,Operativo,2026-09-24 14:17:58
FR 3501,D,PARIS BEAUVAIS,20:25,20:25,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 7361,D,VIENNA,20:30,20:30,OPERATO DA LAUDA EUROPE,2026-09-24 14:17:58
W4 3470,D,TIRGU MURES,20:35,20:35,Operativo,2026-09-24 14:17:58
FR 2739,D,LONDON STANSTED,20:35,20:35,Operativo,2026-09-24 14:17:58
W6 1434,D,WARSAW,20:40,20:40,OPERATO DA WIZZAIR MALTA,2026-09-24 14:17:58
FR 3219,D,MANCHESTER,20:45,20:45,Operativo,2026-09-24 14:17:58
FR 4969,D,PALERMO,20:50,20:50,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-24 14:17:58
FR 5139,A,FARO,12:55,14:40,IMBARCO ULTIMA CHIAMATA,2026-09-24 14:17:58
FR 6125,A,DUBLIN,13:20,14:10,DECOLLATO,2026-09-24 14:17:58
FZ 1574,A,DUBAI,13:40,14:16,IMBARCO CHIUSO,2026-09-24 14:17:58
EK 2141,A,DUBAI,13:40,14:16,IMBARCO CHIUSO,2026-09-24 14:17:58
FR 4001,A,LANZAROTE,13:50,13:50,DECOLLATO,2026-09-24 14:17:58
FR 2289,A,PALERMO,14:10,14:30,IMBARCO IN CORSO,2026-09-24 14:17:58
FR 2254,A,ALGHERO,14:25,14:25,IMBARCO ULTIMA CHIAMATA,2026-09-24 14:17:58
FR 6513,A,OLBIA,14:35,14:35,IMBARCO CHIUSO,2026-09-24 14:17:58
FR 219,A,ALICANTE,14:50,14:50,IMBARCO IN CORSO,2026-09-24 14:17:58
FR 3460,A,EINDHOVEN,14:55,14:55,IMBARCO IN CORSO,2026-09-24 14:17:58
FR 3480,A,CAGLIARI,14:55,14:55,Operativo,2026-09-24 14:17:58
FR 3396,A,CROTONE,15:35,16:35,IN RITARDO,2026-09-24 14:17:58
FR 6703,A,SKIATHOS,15:35,15:35,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 1903,A,VARSAVIA MODLIN,15:40,15:40,Operativo,2026-09-24 14:17:58
FR 3530,A,PRAGUE,15:45,15:45,Operativo,2026-09-24 14:17:58
W4 5018,A,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-24 14:17:58
FR 3319,A,BARCELONA EL PRAT,15:45,15:45,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 3561,A,NAPOLI,15:50,15:50,Operativo,2026-09-24 14:17:58
FR 1176,A,MENORCA,15:50,15:50,Operativo,2026-09-24 14:17:58
FR 865,A,BUCHAREST OTOPENI,16:00,16:00,Operativo,2026-09-24 14:17:58
FR 5102,A,BIRMINGHAM,16:05,16:05,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4042,A,PORTO,16:25,16:25,Operativo,2026-09-24 14:17:58
FR 6149,A,PALERMO,16:40,16:40,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 8800,A,IBIZA,16:55,17:15,IN RITARDO,2026-09-24 14:17:58
FR 4663,A,VALENCIA,17:05,17:05,Operativo,2026-09-24 14:17:58
FR 5108,A,LOURDES,17:05,17:05,OPERATO DA MALTA AIR,2026-09-24 14:17:58
PC 1214,A,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 14:17:58
AZ 7058,A,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 14:17:58
FR 3559,A,BRISTOL,17:15,17:15,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4475,A,BRUXELLES CHARLEROI,17:15,17:15,Operativo,2026-09-24 14:17:58
FR 3587,A,OSLO TORP,17:20,17:20,OPERATO DA MALTA AIR,2026-09-24 14:17:58
FR 4667,A,BARI,17:25,17:25,Operativo,2026-09-24 14:17:58
FR 7976,A,KOS,17:45,17:45,Operativo,2026-09-24 14:17:58
FR 3402,A,MARRAKECH,17:55,17:55,Operativo,2026-09-24 14:17:58
FR 8421,A,TIRANA,17:55,17:55,OPERATO DA BUZZ,2026-09-24 14:17:58
FR 2735,A,LONDON STANSTED,18:00,18:00,Operativo,2026-09-24 14:17:58
FR 2876,A,BRINDISI,18:10,18:10,Operativo,2026-09-24 14:17:58
XZ 2223,A,FOGGIA,18:10,18:10,Operativo,2026-09-24 14:17:58
FR 3440,A,LAMEZIA,18:15,18:15,Operativo,2026-09-24 14:17:58
