callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3408,D,KATOWICE,07:55,07:55,OPERATO DA BUZZ,2026-09-15 02:00:21
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-15 02:00:21
FR 3593,D,POZNAN,08:00,08:00,OPERATO DA BUZZ,2026-09-15 02:00:21
FR 6149,D,PALERMO,08:05,08:05,Operativo,2026-09-15 02:00:21
FR 9196,D,TRAPANI,08:05,08:05,OPERATO DA MALTA AIR,2026-09-15 02:00:21
DN 422,D,BACAU,08:05,08:05,Operativo,2026-09-15 02:00:21
W6 4352,D,SOFIA,08:10,08:10,Operativo,2026-09-15 02:00:21
FR 4523,D,BRUXELLES CHARLEROI,08:25,08:25,Operativo,2026-09-15 02:00:21
W6 1432,D,WARSAW,08:40,08:40,OPERATO DA WIZZAIR MALTA,2026-09-15 02:00:21
FR 2872,D,VILNIUS,08:50,08:50,OPERATO DA BUZZ,2026-09-15 02:00:21
FR 5120,D,MADRID,09:00,09:00,Operativo,2026-09-15 02:00:21
FR 2888,D,CATANIA,09:00,09:00,Operativo,2026-09-15 02:00:21
FR 2739,D,LONDON STANSTED,09:15,09:15,Operativo,2026-09-15 02:00:21
FR 888,D,KRAKOW,09:20,09:20,Operativo,2026-09-15 02:00:21
FR 3448,D,BRINDISI,09:35,09:35,Operativo,2026-09-15 02:00:21
FR 4845,D,DUBLIN,09:45,09:45,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 3460,D,EINDHOVEN,09:55,09:55,Operativo,2026-09-15 02:00:21
FR 6451,D,PALERMO,10:05,10:05,Operativo,2026-09-15 02:00:21
FR 3528,D,PRAGUE,10:10,10:10,Operativo,2026-09-15 02:00:21
FR 1746,D,KNOCK,10:10,10:10,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 6991,D,RABAT,10:15,10:15,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 3506,D,ALICANTE,10:20,10:20,Operativo,2026-09-15 02:00:21
FR 3402,D,MARRAKECH,10:25,10:25,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 259,D,BUCHAREST OTOPENI,10:35,10:35,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 9239,D,LUBLIN,10:35,10:35,Operativo,2026-09-15 02:00:21
FR 7976,D,KOS,10:45,10:45,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 5980,D,TOULOUSE,11:10,11:10,Operativo,2026-09-15 02:00:21
FR 410,D,LUXEMBOURG,11:25,11:25,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 3480,D,CAGLIARI,11:40,11:40,Operativo,2026-09-15 02:00:21
FR 859,D,BRINDISI,11:50,11:50,Operativo,2026-09-15 02:00:21
FR 845,D,CLUJ-NAPOCA,12:00,12:00,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 3561,D,NAPOLI,12:10,12:10,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-15 02:00:21
