callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
3O 456,D,CASABLANCA,02:30,02:30,IMBARCO CHIUSO,2026-09-15 02:00:21
FR 5148,D,ZADAR,05:45,05:45,Operativo,2026-09-15 02:00:21
FR 3398,D,MALAGA,05:45,05:45,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 8334,D,IBIZA,05:50,05:50,Operativo,2026-09-15 02:00:21
FR 2293,D,PESCARA,05:50,05:50,Operativo,2026-09-15 02:00:21
FR 3273,D,AGADIR,05:50,05:50,Operativo,2026-09-15 02:00:21
FR 1417,D,LAMEZIA,05:55,05:55,Operativo,2026-09-15 02:00:21
FR 3142,D,BARCELONA EL PRAT,05:55,05:55,Operativo,2026-09-15 02:00:21
FR 2698,D,ALGHERO,05:55,05:55,Operativo,2026-09-15 02:00:21
FR 2878,D,STOCKHOLM,06:00,06:00,Operativo,2026-09-15 02:00:21
FR 2261,D,CATANIA,06:00,06:00,CANCELLATO,2026-09-15 02:00:21
FR 1319,D,ATHENS,06:05,06:05,Operativo,2026-09-15 02:00:21
FR 3200,D,CAGLIARI,06:05,06:05,Operativo,2026-09-15 02:00:21
FR 6086,D,KALAMATA,06:05,06:05,Operativo,2026-09-15 02:00:21
FR 461,D,NEWCASTLE,06:15,06:15,Operativo,2026-09-15 02:00:21
FR 2285,D,NAPOLI,06:30,06:30,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 2107,D,BUDAPEST,06:40,06:40,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 2087,D,LISBON,06:50,06:50,Operativo,2026-09-15 02:00:21
FR 6091,D,GRAN CANARIA,07:00,07:00,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 1176,D,MENORCA,07:00,07:00,Operativo,2026-09-15 02:00:21
FR 497,D,VALENCIA,07:05,07:05,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 3432,D,PARIS BEAUVAIS,07:15,07:15,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 3657,D,EDINBURGH,07:20,07:20,Operativo,2026-09-15 02:00:21
FR 2669,D,BERLIN,07:25,07:25,Operativo,2026-09-15 02:00:21
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-15 02:00:21
FR 1533,D,VIENNA,07:40,07:40,OPERATO DA LAUDA EUROPE,2026-09-15 02:00:21
FR 4667,D,BARI,07:40,07:40,OPERATO DA MALTA AIR,2026-09-15 02:00:21
FR 4993,D,CEFALONIA,07:45,07:45,Operativo,2026-09-15 02:00:21
