callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 5139,D,FARO,12:55,14:40,IMBARCO IN CORSO,2026-09-24 14:14:03
FR 6125,D,DUBLIN,13:20,14:10,DECOLLATO,2026-09-24 14:14:03
FZ 1574,D,DUBAI,13:40,14:16,IMBARCO CHIUSO,2026-09-24 14:14:03
EK 2141,D,DUBAI,13:40,14:16,IMBARCO CHIUSO,2026-09-24 14:14:03
FR 4001,D,LANZAROTE,13:50,13:50,DECOLLATO,2026-09-24 14:14:03
FR 2289,D,PALERMO,14:10,14:30,IMBARCO IN CORSO,2026-09-24 14:14:03
FR 2254,D,ALGHERO,14:25,14:25,IMBARCO ULTIMA CHIAMATA,2026-09-24 14:14:03
FR 6513,D,OLBIA,14:35,14:35,IMBARCO ULTIMA CHIAMATA,2026-09-24 14:14:03
FR 219,D,ALICANTE,14:50,14:50,Operativo,2026-09-24 14:14:03
FR 3460,D,EINDHOVEN,14:55,14:55,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 3480,D,CAGLIARI,14:55,14:55,Operativo,2026-09-24 14:14:03
FR 3396,D,CROTONE,15:35,16:32,IN RITARDO,2026-09-24 14:14:03
FR 6703,D,SKIATHOS,15:35,15:35,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 1903,D,VARSAVIA MODLIN,15:40,15:40,Operativo,2026-09-24 14:14:03
FR 3530,D,PRAGUE,15:45,15:45,Operativo,2026-09-24 14:14:03
W4 5018,D,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-24 14:14:03
FR 3319,D,BARCELONA EL PRAT,15:45,15:45,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 3561,D,NAPOLI,15:50,15:50,Operativo,2026-09-24 14:14:03
FR 1176,D,MENORCA,15:50,15:50,Operativo,2026-09-24 14:14:03
FR 865,D,BUCHAREST OTOPENI,16:00,16:00,Operativo,2026-09-24 14:14:03
FR 5102,D,BIRMINGHAM,16:05,16:05,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 4042,D,PORTO,16:25,16:25,Operativo,2026-09-24 14:14:03
FR 6149,D,PALERMO,16:40,16:40,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 8800,D,IBIZA,16:55,17:15,IN RITARDO,2026-09-24 14:14:03
FR 4663,D,VALENCIA,17:05,17:05,Operativo,2026-09-24 14:14:03
