callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 5108,D,LOURDES,17:05,17:05,OPERATO DA MALTA AIR,2026-09-24 14:14:03
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 14:14:03
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 14:14:03
FR 3559,D,BRISTOL,17:15,17:15,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 4475,D,BRUXELLES CHARLEROI,17:15,17:15,Operativo,2026-09-24 14:14:03
FR 3587,D,OSLO TORP,17:20,17:20,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 4667,D,BARI,17:25,17:25,Operativo,2026-09-24 14:14:03
FR 7976,D,KOS,17:45,17:45,Operativo,2026-09-24 14:14:03
FR 3402,D,MARRAKECH,17:55,17:55,Operativo,2026-09-24 14:14:03
FR 8421,D,TIRANA,17:55,17:55,OPERATO DA BUZZ,2026-09-24 14:14:03
FR 2735,D,LONDON STANSTED,18:00,18:00,Operativo,2026-09-24 14:14:03
FR 2876,D,BRINDISI,18:10,18:10,Operativo,2026-09-24 14:14:03
XZ 2223,D,FOGGIA,18:10,18:10,Operativo,2026-09-24 14:14:03
FR 3440,D,LAMEZIA,18:15,18:15,Operativo,2026-09-24 14:14:03
FR 3593,D,POZNAN,18:20,18:20,OPERATO DA BUZZ,2026-09-24 14:14:03
FR 8511,D,BENI MELLAL,18:20,18:20,Operativo,2026-09-24 14:14:03
FR 6175,D,CATANIA,18:40,18:40,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 3210,D,SANTORINI / THIRA,18:45,18:45,Operativo,2026-09-24 14:14:03
FR 4698,D,TRAPANI,19:00,19:00,Operativo,2026-09-24 14:14:03
FR 3280,D,GDANSK - DANZICA,19:00,19:00,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 4037,D,DUBLIN,19:20,19:20,Operativo,2026-09-24 14:14:03
BZ 151,D,TEL AVIV,19:25,19:25,Operativo,2026-09-24 14:14:03
FR 3535,D,KRAKOW,19:25,19:25,Operativo,2026-09-24 14:14:03
FR 8801,D,IBIZA,19:30,19:30,Operativo,2026-09-24 14:14:03
FR 5120,D,MADRID,19:30,19:30,Operativo,2026-09-24 14:14:03
FR 413,D,THESSALONIKI,19:55,19:55,Operativo,2026-09-24 14:14:03
FR 3300,D,VITORIA,20:00,20:00,Operativo,2026-09-24 14:14:03
D8 2941,D,HELSINKI,20:15,20:15,Operativo,2026-09-24 14:14:03
FR 3501,D,PARIS BEAUVAIS,20:25,20:25,OPERATO DA MALTA AIR,2026-09-24 14:14:03
FR 7361,D,VIENNA,20:30,20:30,OPERATO DA LAUDA EUROPE,2026-09-24 14:14:03
W4 3470,D,TIRGU MURES,20:35,20:35,Operativo,2026-09-24 14:14:03
FR 2739,D,LONDON STANSTED,20:35,20:35,Operativo,2026-09-24 14:14:03
W6 1434,D,WARSAW,20:40,20:40,OPERATO DA WIZZAIR MALTA,2026-09-24 14:14:03
FR 3219,D,MANCHESTER,20:45,20:45,Operativo,2026-09-24 14:14:03
FR 4969,D,PALERMO,20:50,20:50,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-24 14:14:03
