callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 2254,D,ALGHERO,05:45,05:45,OPERATO DA MALTA AIR,2026-09-25 18:00:52
FR 2669,D,BERLIN,05:45,05:45,Operativo,2026-09-25 18:00:52
FR 5139,D,FARO,05:50,05:50,Operativo,2026-09-25 18:00:52
FR 3659,D,BRUXELLES CHARLEROI,05:55,05:55,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-25 18:00:52
FR 4475,A,BRUXELLES CHARLEROI,17:00,18:00,IMBARCO CHIUSO,2026-09-25 18:00:52
FR 4667,A,BARI,17:05,18:02,IMBARCO CHIUSO,2026-09-25 18:00:52
FR 3559,A,BRISTOL,17:10,18:05,IMBARCO ULTIMA CHIAMATA,2026-09-25 18:00:52
FR 865,A,BUCHAREST OTOPENI,17:45,19:55,IN RITARDO,2026-09-25 18:00:52
FR 3402,A,MARRAKECH,17:55,17:55,IMBARCO CHIUSO,2026-09-25 18:00:52
FR 5092,A,LAMEZIA,18:05,18:05,IMBARCO CHIUSO,2026-09-25 18:00:52
BZ 155,A,TEL AVIV,18:15,21:36,IN RITARDO,2026-09-25 18:00:52
FR 9050,A,CORK,18:30,19:54,IN RITARDO,2026-09-25 18:00:52
FR 3530,A,PRAGUE,18:30,19:15,IN RITARDO,2026-09-25 18:00:52
FR 8511,A,BENI MELLAL,18:40,18:40,IMBARCO ULTIMA CHIAMATA,2026-09-25 18:00:52
FR 3219,A,MANCHESTER,18:50,19:11,IN RITARDO,2026-09-25 18:00:52
FR 1319,A,ATHENS,18:55,18:55,Operativo,2026-09-25 18:00:52
FR 8801,A,IBIZA,19:00,19:00,Operativo,2026-09-25 18:00:52
FR 1176,A,MENORCA,19:10,19:10,Operativo,2026-09-25 18:00:52
FR 4638,A,PORTO,19:15,19:15,OPERATO DA MALTA AIR,2026-09-25 18:00:52
FR 3867,A,POZNAN,19:25,19:25,OPERATO DA BUZZ,2026-09-25 18:00:52
FR 4548,A,CHANIA-CRETA,19:25,19:25,Operativo,2026-09-25 18:00:52
FR 3112,A,IASI,19:30,19:30,Operativo,2026-09-25 18:00:52
FR 5876,A,PARIS BEAUVAIS,19:35,19:35,Operativo,2026-09-25 18:00:52
FR 3480,A,CAGLIARI,19:40,20:30,IN RITARDO,2026-09-25 18:00:52
FR 4631,A,VALENCIA,19:45,20:04,IN RITARDO,2026-09-25 18:00:52
MT 1240,A,PORTO SANTO,20:20,20:20,OPERATO DA TRAD,2026-09-25 18:00:52
3F 248,A,YEREVAN,20:25,20:45,IN RITARDO,2026-09-25 18:00:52
FR 2735,A,LONDON STANSTED,20:30,20:30,Operativo,2026-09-25 18:00:52
W4 3608,A,SUCEAVA,20:30,20:30,OPERATO DA WIZZAIR HUNGARY,2026-09-25 18:00:52
FR 3561,A,NAPOLI,20:35,20:35,Operativo,2026-09-25 18:00:52
W6 1434,A,WARSAW,20:40,20:40,Operativo,2026-09-25 18:00:52
FR 4235,A,VILNIUS,20:45,20:45,OPERATO DA BUZZ,2026-09-25 18:00:52
FR 4969,A,PALERMO,20:45,20:45,Operativo,2026-09-25 18:00:52
FR 3504,A,KRAKOW,20:50,20:50,OPERATO DA MALTA AIR,2026-09-25 18:00:52
FR 859,A,BRINDISI,20:55,21:25,IN RITARDO,2026-09-25 18:00:52
FR 2892,A,CATANIA,21:05,21:05,OPERATO DA MALTA AIR,2026-09-25 18:00:52
W6 4390,A,SOFIA,21:10,21:10,OPERATO DA WIZZAIR MALTA,2026-09-25 18:00:52
FR 3341,A,VARSAVIA MODLIN,21:10,21:50,IN RITARDO,2026-09-25 18:00:52
FR 6304,A,BARCELONA EL PRAT,21:10,21:10,Operativo,2026-09-25 18:00:52
FR 4658,A,BARI,21:15,21:50,IN RITARDO,2026-09-25 18:00:52
FR 3164,A,BUDAPEST,21:20,21:20,OPERATO DA BUZZ,2026-09-25 18:00:52
NP 222,A,CAIRO,21:30,21:30,Operativo,2026-09-25 18:00:52
FR 2087,A,LISBON,21:30,21:30,Operativo,2026-09-25 18:00:52
FR 4714,A,RIGA,21:40,21:40,OPERATO DA BUZZ,2026-09-25 18:00:52
FR 5700,A,PALMA DE MALLORCA,21:55,21:55,OPERATO DA LAUDA EUROPE,2026-09-25 18:00:52
FR 3437,A,SOFIA,22:15,22:15,OPERATO DA BUZZ,2026-09-25 18:00:52
FR 3506,A,ALICANTE,22:15,22:15,Operativo,2026-09-25 18:00:52
FR 5984,A,MADRID,22:20,22:20,OPERATO DA MALTA AIR,2026-09-25 18:00:52
W4 3552,A,TIMISOARA,22:20,22:20,Operativo,2026-09-25 18:00:52
FR 9408,A,FEZ,22:20,22:20,OPERATO DA MALTA AIR,2026-09-25 18:00:52
FR 4188,A,LONDON STANSTED,22:40,22:40,Operativo,2026-09-25 18:00:52
W4 3136,A,BUCHAREST BANEASA,22:40,22:40,Operativo,2026-09-25 18:00:52
FR 3657,A,EDINBURGH,22:45,22:45,Operativo,2026-09-25 18:00:52
FR 2990,A,COPENHAGEN,22:55,22:55,Operativo,2026-09-25 18:00:52
W4 5020,A,TIRANA,23:00,23:00,Operativo,2026-09-25 18:00:52
FR 3535,A,KRAKOW,23:00,23:00,OPERATO DA BUZZ,2026-09-25 18:00:52
FR 8355,A,TIRANA,23:10,23:10,OPERATO DA,2026-09-25 18:00:52
3O 456,A,CASABLANCA,23:30,23:30,Operativo,2026-09-25 18:00:52
FR 3408,A,KATOWICE,23:35,23:35,OPERATO DA BUZZ,2026-09-25 18:00:52
W6 4124,A,BELGRADE,23:40,23:40,Operativo,2026-09-25 18:00:52
FR 2254,A,ALGHERO,05:45,05:45,OPERATO DA MALTA AIR,2026-09-25 18:00:52
FR 2669,A,BERLIN,05:45,05:45,Operativo,2026-09-25 18:00:52
FR 5139,A,FARO,05:50,05:50,Operativo,2026-09-25 18:00:52
FR 3659,A,BRUXELLES CHARLEROI,05:55,05:55,"× Utilizziamo cookie tecnici e, previo consenso, di profilazione, anche di terze parti, per raccogliere informazioni statistiche sulla navigazione del sito e per mostrarti messaggi pubblicitari personalizzati e in linea con le tue preferenze, al fine di inviare messaggi pubblicitari ovvero di modulare la fornitura del servizio in modo personalizzato. Per maggiori informazioni sull’uso dei cookie, visualizza l’Informativa cookie oppure GESTISCI le tue preferenze scegliendo quali cookie installare. Cliccando su “Accetta” acconsenti all’installazione di tutti i cookie. Cliccando sulla “X” verranno salvate le impostazioni di default e dunque la continuazione della navigazione avverrà in assenza di cookie o altri strumenti di tracciamento non tecnici o non strettamente necessari. NECESSARI ESPERIENZA MISURAZIONE MARKETING Gestisci Rifiuta tutto Accetta tutto Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/",2026-09-25 18:00:52
