callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
BZ 151,D,TEL AVIV,19:25,22:41,DECOLLATO,2026-09-10 23:00:31
FR 8801,D,IBIZA,19:30,22:56,IMBARCO CHIUSO,2026-09-10 23:00:31
FR 3300,D,VITORIA,20:00,23:00,IMBARCO CHIUSO,2026-09-10 23:00:31
FR 8844,D,WROCLAW - BRESLAVIA,21:10,22:44,DECOLLATO,2026-09-10 23:00:31
FR 3893,D,CAGLIARI,21:15,23:30,IN RITARDO,2026-09-10 23:00:31
W4 3932,D,CHISINAU,21:50,22:58,IMBARCO CHIUSO,2026-09-10 23:00:31
FR 3164,D,BUDAPEST,22:00,23:42,IN RITARDO,2026-09-10 23:00:31
W4 3382,D,CLUJ-NAPOCA,22:00,22:47,IMBARCO CHIUSO,2026-09-10 23:00:31
FR 9372,D,BRNO,22:05,23:15,IMBARCO IN CORSO,2026-09-10 23:00:31
W6 4508,D,VARNA,22:10,22:41,DECOLLATO,2026-09-10 23:00:31
FR 8479,D,TIRANA,22:20,23:05,IMBARCO CHIUSO,2026-09-10 23:00:31
G9 696,D,SHARJAH,22:50,23:07,IMBARCO CHIUSO,2026-09-10 23:00:31
FR 2992,D,COPENHAGEN,22:55,22:55,DECOLLATO,2026-09-10 23:00:31
NP 224,D,CAIRO,23:15,23:15,Operativo,2026-09-10 23:00:31
FR 3413,D,KATOWICE,23:25,00:05,IN RITARDO,2026-09-10 23:00:31
W6 4124,D,BELGRADE,23:35,23:35,IMBARCO IN C,2026-09-10 23:00:31
3O 454,D,CASABLANCA,01:00,01:17,IN RITARDO,2026-09-10 23:00:31
FR 3593,D,POZNAN,05:45,05:45,Operativo,2026-09-10 23:00:31
FR 2285,D,NAPOLI,05:45,05:45,Operativo,2026-09-10 23:00:31
FR 2697,D,LONDON STANSTED,05:45,05:45,Operativo,2026-09-10 23:00:31
FR 5139,D,FARO,05:50,05:50,OPERATO DA MALTA AIR,2026-09-10 23:00:31
FR 4700,D,BARI,05:50,05:50,Operativo,2026-09-10 23:00:31
FR 2107,D,BUDAPEST,06:00,06:00,Operativo,2026-09-10 23:00:31
FR 7324,D,MALTA,06:05,06:05,Operativo,2026-09-10 23:00:31
FR 2872,D,VILNIUS,06:10,06:10,Operativo,2026-09-10 23:00:31
FR 3528,D,PRAGUE,06:15,06:15,OPERATO DA MALTA AIR,2026-09-10 23:00:31
FR 1533,D,VIENNA,06:25,06:25,OPERATO DA MALTA AIR,2026-09-10 23:00:31
FR 4311,D,ROVANIEMI,06:30,06:30,Operativo,2026-09-10 23:00:31
FR 3432,D,PARIS BEAUVAIS,06:30,06:30,OPERATO DA MALTA AIR,2026-09-10 23:00:31
FR 259,D,BUCHAREST OTOPENI,06:35,06:35,OPERATO DA MALTA AIR,2026-09-10 23:00:31
FR 2261,D,CATANIA,06:40,06:40,OPERATO DA MALTA AIR,2026-09-10 23:00:31
FR 3460,D,EINDHOVEN,06:40,06:40,Operativo,2026-09-10 23:00:31
FR 4993,D,CEFALONIA,06:50,06:50,Operativo,2026-09-10 23:00:31
FR 4650,D,TRAPANI,06:50,06:50,Operativo,2026-09-10 23:00:31
FR 6703,D,SKIATHOS,07:00,07:00,Operativo,2026-09-10 23:00:31
FR 076,D,SEVILLA,07:15,07:15,Operativo,2026-09-10 23:00:31
FR 820,D,LISBON,07:20,07:20,Operativo,2026-09-10 23:00:31
FR 2293,D,PESCARA,07:20,07:20,OPERATO DA MALTA AIR,2026-09-10 23:00:31
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-10 23:00:31
FR 3400,D,SOFIA,07:30,07:30,OPERATO DA BUZZ,2026-09-10 23:00:31
FR 8121,D,TIRANA,07:35,07:35,Operativo,2026-09-10 23:00:31
FR 4706,D,CAGLIARI,07:55,07:55,Operativo,2026-09-10 23:00:31
FR 1417,D,LAMEZIA,08:00,08:00,Operativo,2026-09-10 23:00:31
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-10 23:00:31
W6 4352,D,SOFIA,08:10,08:10,Operativo,2026-09-10 23:00:31
FR 6149,D,PALERMO,08:10,08:10,Operativo,2026-09-10 23:00:31
FR 4523,D,BRUXELLES CHARLEROI,08:20,08:20,Operativo,2026-09-10 23:00:31
FR 847,D,BARCELONA EL PRAT,08:20,08:20,OPERATO DA MALTA AIR,2026-09-10 23:00:31
FR 3396,D,CROTONE,08:20,08:20,Operativo,2026-09-10 23:00:31
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-10 23:00:31
V7 3511,D,ASTURIAS,08:30,08:30,Operativo,2026-09-10 23:00:31
FR 2428,D,SARAJEVO,08:35,08:35,Operativo,2026-09-10 23:00:31
W6 1432,D,WARSAW,08:40,08:40,Operativo,2026-09-10 23:00:31
FR 9194,D,WROCLAW - BRESLAVIA,08:40,08:40,OPERATO DA BUZZ,2026-09-10 23:00:31
FR 1784,D,COPENHAGEN,09:05,09:05,OPERATO DA MALTA AIR,2026-09-10 23:00:31
BQ 1989,D,MOSTAR,09:10,09:10,Operativo,2026-09-10 23:00:31
FR 4402,D,ZAKINTHOS,09:25,09:25,Operativo,2026-09-10 23:00:31
FR 2864,D,BRINDISI,09:35,09:35,Operativo,2026-09-10 23:00:31
FR 3280,D,GDANSK - DANZICA,09:40,09:40,Operativo,2026-09-10 23:00:31
FR 888,D,KRAKOW,09:55,09:55,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-10 23:00:31
