callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4201,D,RHODES,10:45,11:55,IMBARCO CHIUSO,2026-09-21 12:00:26
FR 9050,D,CORK,11:15,11:54,IMBARCO CHIUSO,2026-09-21 12:00:26
FR 2649,D,MALAGA,11:35,12:39,IN RITARDO,2026-09-21 12:00:26
AZ 7048,D,ISTANBUL S. GOKCEN,11:45,11:45,DECOLLATO,2026-09-21 12:00:26
PC 1212,D,ISTANBUL S. GOKCEN,11:45,11:45,DECOLLATO,2026-09-21 12:00:26
FR 2878,D,STOCKHOLM,12:15,12:15,IMBARCO IN CORSO,2026-09-21 12:00:26
FR 3480,D,CAGLIARI,12:15,12:48,IN RITARDO,2026-09-21 12:00:26
E5 543,D,CAIRO,12:20,12:20,IMBARCO ULTIMA CHIAMATA,2026-09-21 12:00:26
FR 076,D,SEVILLA,12:25,13:20,IN RITARDO,2026-09-21 12:00:26
FR 5120,D,MADRID,12:35,12:35,Operativo,2026-09-21 12:00:26
FR 461,D,NEWCASTLE,12:35,12:35,IMBARCO IN CORSO,2026-09-21 12:00:26
FR 4037,D,DUBLIN,12:40,12:40,IMBARCO IN CORSO,2026-09-21 12:00:26
VF 062,D,ISTANBUL S. GOKCEN,12:45,12:45,IMBARCO IN CORSO,2026-09-21 12:00:26
FR 3593,D,POZNAN,12:45,12:45,OPERATO DA BUZZ,2026-09-21 12:00:26
FR 5139,D,FARO,13:05,13:05,OPERATO DA MALTA AIR,2026-09-21 12:00:26
G9 794,D,SHARJAH,13:20,13:20,Operativo,2026-09-21 12:00:26
FR 847,D,BARCELONA EL PRAT,13:35,13:35,OPERATO DA MALTA AIR,2026-09-21 12:00:26
FR 2669,D,BERLIN,13:40,13:40,Operativo,2026-09-21 12:00:26
FZ 1574,D,DUBAI,13:40,13:40,Operativo,2026-09-21 12:00:26
EK 2141,D,DUBAI,13:40,13:40,Operativo,2026-09-21 12:00:26
FR 1533,D,VIENNA,13:55,13:55,OPERATO DA LAUDA EUROPE,2026-09-21 12:00:26
V7 1316,D,OLBIA,14:05,14:05,Operativo,2026-09-21 12:00:26
FR 3112,D,IASI,14:05,15:00,IN RITARDO,2026-09-21 12:00:26
FR 4132,D,BARI,14:10,14:10,OPERATO DA MALTA AIR,2026-09-21 12:00:26
FR 2888,D,CATANIA,14:15,14:15,Operativo,2026-09-21 12:00:26
FR 3448,D,BRINDISI,14:30,14:30,Operativo,2026-09-21 12:00:26
FR 3398,D,MALAGA,14:40,14:40,Operativo,2026-09-21 12:00:26
FR 3665,D,NAPOLI,14:40,14:40,OPERATO DA MALTA AIR,2026-09-21 12:00:26
FR 3396,D,CROTONE,14:55,14:55,OPERATO DA MALTA AIR,2026-09-21 12:00:26
FR 2289,D,PALERMO,14:55,14:55,Operativo,2026-09-21 12:00:26
FR 4631,D,VALENCIA,15:10,15:55,IN RITARDO,2026-09-21 12:00:26
W4 3772,D,CRAIOVA,15:20,15:20,OPERATO DA WIZZAIR HUNGARY,2026-09-21 12:00:26
FR 8479,D,TIRANA,15:30,15:30,Operativo,2026-09-21 12:00:26
