callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4706,D,CAGLIARI,07:55,07:55,Operativo,2026-09-11 05:00:22
FR 1417,D,LAMEZIA,08:00,08:00,Operativo,2026-09-11 05:00:22
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-11 05:00:22
W6 4352,D,SOFIA,08:10,08:10,Operativo,2026-09-11 05:00:22
FR 6149,D,PALERMO,08:10,08:10,Operativo,2026-09-11 05:00:22
FR 4523,D,BRUXELLES CHARLEROI,08:20,08:20,Operativo,2026-09-11 05:00:22
FR 847,D,BARCELONA EL PRAT,08:20,08:20,Operativo,2026-09-11 05:00:22
FR 3396,D,CROTONE,08:20,08:20,Operativo,2026-09-11 05:00:22
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-11 05:00:22
V7 3511,D,ASTURIAS,08:30,08:30,Operativo,2026-09-11 05:00:22
FR 2428,D,SARAJEVO,08:35,09:35,IN RITARDO,2026-09-11 05:00:22
W6 1432,D,WARSAW,08:40,08:40,Operativo,2026-09-11 05:00:22
FR 9194,D,WROCLAW - BRESLAVIA,08:40,08:40,OPERATO DA BUZZ,2026-09-11 05:00:22
FR 1784,D,COPENHAGEN,09:05,09:05,OPERATO DA MALTA AIR,2026-09-11 05:00:22
BQ 1989,D,MOSTAR,09:10,09:10,Operativo,2026-09-11 05:00:22
FR 4402,D,ZAKINTHOS,09:25,09:25,Operativo,2026-09-11 05:00:22
FR 2864,D,BRINDISI,09:35,09:35,Operativo,2026-09-11 05:00:22
FR 3280,D,GDANSK - DANZICA,09:40,09:40,Operativo,2026-09-11 05:00:22
FR 888,D,KRAKOW,09:55,09:55,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 6860,D,OSLO TORP,10:05,10:05,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 3502,D,ZARAGOZA,10:05,10:05,Operativo,2026-09-11 05:00:22
FR 410,D,LUXEMBOURG,10:10,10:10,Operativo,2026-09-11 05:00:22
D8 3751,D,COPENHAGEN,10:10,10:10,Operativo,2026-09-11 05:00:22
FR 4037,D,DUBLIN,10:25,10:25,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 2878,D,STOCKHOLM,10:30,10:30,Operativo,2026-09-11 05:00:22
FR 4132,D,BARI,10:40,10:40,Operativo,2026-09-11 05:00:22
FR 3217,D,MANCHESTER,10:45,10:45,Operativo,2026-09-11 05:00:22
FR 3319,D,BARCELONA EL PRAT,10:45,10:45,OPERATO DA MALTA,2026-09-11 05:00:22
3O 452,D,CASABLANCA,10:50,10:50,Operativo,2026-09-11 05:00:22
NO 5680,D,KARPATHOS/KOS,11:00,11:00,Operativo,2026-09-11 05:00:22
FR 5102,D,BIRMINGHAM,11:00,11:00,Operativo,2026-09-11 05:00:22
FR 497,D,VALENCIA,11:05,11:05,Operativo,2026-09-11 05:00:22
FR 9890,D,LODZ,11:15,11:15,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 3645,D,EDINBURGH,11:15,11:15,Operativo,2026-09-11 05:00:22
FR 8334,D,IBIZA,11:20,11:20,Operativo,2026-09-11 05:00:22
PC 1212,D,ISTANBUL S. GOKCEN,11:45,11:45,Operativo,2026-09-11 05:00:22
FR 4201,D,RHODES,12:55,13:20,IN RITARDO,2026-09-11 05:00:22
XZ 2824,D,CATANIA,17:10,19:00,IN RITARDO Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-11 05:00:22
