callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3593,D,POZNAN,05:45,05:45,IMBARCO IN CORSO,2026-09-11 05:00:22
FR 2285,D,NAPOLI,05:45,05:45,IMBARCO IN CORSO,2026-09-11 05:00:22
FR 2697,D,LONDON STANSTED,05:45,05:45,IMBARCO IN CORSO,2026-09-11 05:00:22
FR 5139,D,FARO,05:50,05:50,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 4700,D,BARI,05:50,05:50,Operativo,2026-09-11 05:00:22
FR 2107,D,BUDAPEST,06:00,06:00,Operativo,2026-09-11 05:00:22
FR 7324,D,MALTA,06:05,06:05,Operativo,2026-09-11 05:00:22
FR 2872,D,VILNIUS,06:10,06:10,Operativo,2026-09-11 05:00:22
FR 3528,D,PRAGUE,06:15,06:15,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 1533,D,VIENNA,06:25,06:25,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 4311,D,ROVANIEMI,06:30,06:30,Operativo,2026-09-11 05:00:22
FR 3432,D,PARIS BEAUVAIS,06:30,06:30,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 259,D,BUCHAREST OTOPENI,06:35,06:35,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 2261,D,CATANIA,06:40,06:40,OPERATO DA MALTA AIR,2026-09-11 05:00:22
FR 3460,D,EINDHOVEN,06:40,06:40,Operativo,2026-09-11 05:00:22
FR 4993,D,CEFALONIA,06:50,06:50,Operativo,2026-09-11 05:00:22
FR 4650,D,TRAPANI,06:50,06:50,Operativo,2026-09-11 05:00:22
FR 6703,D,SKIATHOS,07:00,07:00,Operativo,2026-09-11 05:00:22
FR 076,D,SEVILLA,07:15,07:15,Operativo,2026-09-11 05:00:22
FR 820,D,LISBON,07:20,07:20,Operativo,2026-09-11 05:00:22
FR 2293,D,PESCARA,07:20,07:20,OPERATO DA MALTA AIR,2026-09-11 05:00:22
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-11 05:00:22
FR 3400,D,SOFIA,07:30,07:30,OPERATO DA BUZZ,2026-09-11 05:00:22
FR 8121,D,TIRANA,07:35,07:35,Operativo,2026-09-11 05:00:22
