timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-22 23:01:00,WZZ6255,471d72,RWY 10,Decollo,Ovest -> Est,190,104.48,1.22,Hungary,2026-09-22
2026-09-22 23:01:00,WMT307,471f66,N/D,Sorvolo,N/D,1394,106.62,10.85,Hungary,2026-09-22
2026-09-22 23:01:00,RYR115D,4ca2bf,RWY 10,Decollo,Ovest -> Est,274,104.33,2.54,Ireland,2026-09-22
2026-09-22 23:03:01,UNKNOWN,896740,RWY 10,Decollo,Ovest -> Est,266,105.95,1.34,United Arab Emirates,2026-09-22
2026-09-22 23:07:04,RYR3XU,4d22c3,RWY 10,Decollo,Ovest -> Est,198,104.58,1.49,Malta,2026-09-22
2026-09-22 23:11:06,RYR93HA,4ca61b,RWY 10,Decollo,Ovest -> Est,190,104.14,1.36,Ireland,2026-09-22
2026-09-22 23:13:07,RYR9ZN,48c1a2,RWY 10,Decollo,Ovest -> Est,556,105.01,2.96,Poland,2026-09-22
2026-09-22 23:13:07,WMT2402,4d24b5,N/D,Sorvolo,N/D,5920,270.34,3.84,Malta,2026-09-22
2026-09-22 23:15:08,RYR3EB,4cae69,N/D,Avvicinamento,Rotta 123.0°,723,123.01,5.9,Ireland,2026-09-22
2026-09-22 23:23:12,RYR9CH,4d234f,RWY 10,Decollo,Ovest -> Est,182,104.88,1.36,Malta,2026-09-22
2026-09-22 23:25:13,BCS943,451dbd,N/D,Sorvolo,N/D,6530,270.14,4.18,Bulgaria,2026-09-22
2026-09-22 23:29:15,THY6AM,4baa8f,N/D,Sorvolo,N/D,5615,270.31,9.31,Turkey,2026-09-22
2026-09-22 23:31:17,RYR91SU,4cadef,RWY 10,Decollo,Ovest -> Est,190,104.55,1.38,Ireland,2026-09-22
2026-09-22 23:31:17,RYR2288,4d2208,RWY 10,Decollo,Ovest -> Est,175,105.11,1.23,Malta,2026-09-22
2026-09-22 23:33:18,RYR65ER,4cadff,N/D,Avvicinamento,Rotta 218.1°,975,218.12,7.79,Ireland,2026-09-22
2026-09-22 23:35:19,RYR3VM,4d2382,RWY 10,Decollo,Ovest -> Est,190,105.5,1.38,Malta,2026-09-22
2026-09-22 23:45:24,UNKNOWN,70e083,RWY 10,Decollo,Ovest -> Est,365,104.04,1.96,Cambodia,2026-09-22
2026-09-22 23:47:25,RYR69NV,4cade5,RWY 10,Decollo,Ovest -> Est,190,104.74,1.44,Ireland,2026-09-22
2026-09-22 23:49:26,RYR81PR,4ca7b3,RWY 10,Decollo,Ovest -> Est,182,105.59,1.27,Ireland,2026-09-22
2026-09-22 23:55:29,RYR3N,4ca7b6,RWY 28,Avvicinamento,Est -> Ovest,1203,258.35,7.83,Ireland,2026-09-22
2026-09-22 23:55:29,RYR18RQ,4ca568,RWY 10,Decollo,Ovest -> Est,190,105.18,1.38,Ireland,2026-09-22
2026-09-23 00:03:34,WZZ47RG,4d2492,N/D,Sorvolo,N/D,10980,40.87,6.64,Malta,2026-09-22
2026-09-23 00:05:35,ABP714,49d0c6,N/D,Sorvolo,N/D,11582,38.75,14.56,Czech Republic,2026-09-22
2026-09-23 00:05:35,RYR13LL,4d234b,RWY 10,Decollo,Ovest -> Est,182,103.85,1.36,Malta,2026-09-22
2026-09-23 00:05:35,RYR7PV,4ca6aa,RWY 10,Decollo,Ovest -> Est,182,104.14,1.44,Ireland,2026-09-22
2026-09-23 00:07:36,BCS4HG,440bc2,N/D,Sorvolo,N/D,6743,88.85,13.7,Austria,2026-09-22
2026-09-23 00:21:45,RYR13PK,4ca4ee,RWY 10,Decollo,Ovest -> Est,190,104.88,1.42,Ireland,2026-09-22
2026-09-23 00:21:45,DHK7017,400663,N/D,Sorvolo,N/D,9974,320.57,5.44,United Kingdom,2026-09-22
2026-09-23 00:23:46,RYR328T,4ca8e8,RWY 10,Decollo,Ovest -> Est,182,104.53,1.32,Ireland,2026-09-22
2026-09-23 00:29:52,AMX071,ad727c,N/D,Sorvolo,N/D,10972,349.55,5.0,United States,2026-09-22
2026-09-23 00:33:54,RYR38KW,4ca64e,RWY 28,Atterraggio,Est -> Ovest,144,284.86,1.81,Ireland,2026-09-22
2026-09-23 00:35:55,RYR8HM,4cad3d,RWY 28,Atterraggio,Est -> Ovest,144,285.15,1.85,Ireland,2026-09-22
2026-09-23 00:37:56,RYR90RC,4cadfe,RWY 28,Atterraggio,Est -> Ovest,144,284.8,1.89,Ireland,2026-09-22
2026-09-23 00:41:58,RYR265,4caea0,RWY 28,Atterraggio,Est -> Ovest,152,284.86,1.83,Ireland,2026-09-22
2026-09-23 00:48:01,RYR7BE,4ca245,RWY 28,Atterraggio,Est -> Ovest,144,285.08,1.83,Ireland,2026-09-22
2026-09-23 00:56:05,RYR4LN,4d220c,RWY 28,Atterraggio,Est -> Ovest,144,284.88,1.8,Malta,2026-09-22
2026-09-23 01:02:09,RYR30DK,4caf34,RWY 28,Atterraggio,Est -> Ovest,144,285.29,1.85,Ireland,2026-09-22
2026-09-23 01:20:30,RYR90EJ,4caff7,RWY 28,Atterraggio,Est -> Ovest,137,284.7,1.88,Ireland,2026-09-22
2026-09-23 01:28:34,RYR52TC,4ca263,RWY 28,Atterraggio,Est -> Ovest,144,285.11,1.87,Ireland,2026-09-22
2026-09-23 01:34:39,RYR9MV,4cae6d,RWY 28,Atterraggio,Est -> Ovest,144,284.88,1.81,Ireland,2026-09-22
2026-09-23 01:38:42,RYR81LE,4caf29,RWY 28,Atterraggio,Est -> Ovest,144,284.69,1.84,Ireland,2026-09-22
2026-09-23 01:50:55,EJU15ZP,4408c9,N/D,Sorvolo,N/D,5181,248.63,11.07,Austria,2026-09-22
2026-09-23 02:11:21,ABR177,4caca2,N/D,Sorvolo,N/D,5090,311.33,7.93,Ireland,2026-09-22
2026-09-23 03:51:35,SRR6402,45cf24,RWY 28,Atterraggio,Est -> Ovest,152,284.55,1.87,Denmark,2026-09-22
2026-09-23 04:05:53,DLH1327,3c65da,N/D,Sorvolo,N/D,11590,353.31,9.94,Germany,2026-09-22
2026-09-23 04:44:47,DHK528,407c8a,N/D,Sorvolo,N/D,7711,84.01,14.01,United Kingdom,2026-09-22
2026-09-23 05:07:15,AEG432,5110c7,N/D,Sorvolo,N/D,20000,318.0,11.86,N/D,2026-09-22
2026-09-23 05:15:19,SRR6498,45cf21,RWY 28,Atterraggio,Est -> Ovest,152,284.64,1.89,Denmark,2026-09-22
2026-09-23 05:25:32,MASBA,424c9d,N/D,Avvicinamento,Rotta 194.2°,1386,194.17,7.98,United Kingdom,2026-09-22
2026-09-23 05:48:02,WMT6JU,4d2186,N/D,Sorvolo,N/D,6446,79.44,7.38,Malta,2026-09-22
2026-09-23 05:52:04,AFR551,39c429,N/D,Sorvolo,N/D,11582,293.2,11.26,France,2026-09-22
2026-09-23 05:54:05,RYR2261,4ca701,N/D,Avvicinamento,Rotta 237.4°,1234,237.43,7.62,Ireland,2026-09-22
