callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 6175,D,CATANIA,18:40,20:50,DECOLLATO,2026-09-24 21:04:24
BZ 151,D,TEL AVIV,19:25,23:50,Operativo,2026-09-24 21:04:24
FR 8801,D,IBIZA,19:30,21:00,DECOLLATO,2026-09-24 21:04:24
FR 413,D,THESSALONIKI,19:55,21:16,IMBARCO IN CORSO,2026-09-24 21:04:24
FR 3501,D,PARIS BEAUVAIS,20:25,20:54,DECOLLATO,2026-09-24 21:04:24
W4 3470,D,TIRGU MURES,20:35,20:35,DECOLLATO,2026-09-24 21:04:24
FR 2739,D,LONDON STANSTED,20:35,20:35,DECOLLATO,2026-09-24 21:04:24
W6 1434,D,WARSAW,20:40,21:15,IMBARCO ULTIMA CHIAMATA,2026-09-24 21:04:24
FR 3219,D,MANCHESTER,20:45,20:45,DECOLLATO,2026-09-24 21:04:24
FR 4969,D,PALERMO,20:50,20:50,IMBARCO IN CORSO,2026-09-24 21:04:24
FR 3665,D,NAPOLI,21:05,21:55,IN RITARDO,2026-09-24 21:04:24
FR 8844,D,WROCLAW - BRESLAVIA,21:10,21:10,IMBARCO IN CORSO,2026-09-24 21:04:24
DY 1847,D,OSLO,21:15,21:15,IMBARCO ULTIMA CHIAMATA,2026-09-24 21:04:24
FR 3893,D,CAGLIARI,21:15,22:09,IN RITARDO,2026-09-24 21:04:24
FR 4523,D,BRUXELLES CHARLEROI,21:20,21:48,IN RITARDO,2026-09-24 21:04:24
FR 859,D,BRINDISI,21:20,21:20,IMBARCO IN CORSO,2026-09-24 21:04:24
W6 4774,D,SKOPJE,21:25,21:25,IMBARCO IN CORSO,2026-09-24 21:04:24
NP 224,D,CAIRO,21:30,21:30,Operativo,2026-09-24 21:04:24
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,Operativo,2026-09-24 21:04:24
W4 5020,D,TIRANA,21:45,22:03,IN RITARDO,2026-09-24 21:04:24
FR 2096,D,LISBON,21:50,21:50,Operativo,2026-09-24 21:04:24
W4 3932,D,CHISINAU,21:50,22:40,OPERATO DA WIZZAIR HUNGARY,2026-09-24 21:04:24
FR 3164,D,BUDAPEST,22:00,22:00,OPERATO DA BUZZ,2026-09-24 21:04:24
W4 3382,D,CLUJ-NAPOCA,22:00,22:00,OPERATO DA WIZZAIR HUNGARY,2026-09-24 21:04:24
FR 9372,D,BRNO,22:05,23:28,IN RITARDO,2026-09-24 21:04:24
W6 4508,D,VARNA,22:10,22:10,Operativo,2026-09-24 21:04:24
FR 9196,D,TRAPANI,22:15,23:05,IN RITARDO,2026-09-24 21:04:24
FR 8479,D,TIRANA,22:20,00:10,IN RITARDO,2026-09-24 21:04:24
G9 696,D,SHARJAH,22:40,22:40,Operativo,2026-09-24 21:04:24
FR 2992,D,COPENHAGEN,22:55,22:55,Operativo,2026-09-24 21:04:24
FR 3413,D,KATOWICE,23:25,23:25,OPERATO DA BUZZ,2026-09-24 21:04:24
W6 4124,D,BELGRADE,23:35,23:35,Operativo,2026-09-24 21:04:24
FR 3593,D,POZNAN,05:45,05:45,Operativo,2026-09-24 21:04:24
