callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 2285,D,NAPOLI,05:45,05:45,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 2697,D,LONDON STANSTED,05:45,05:45,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 5139,D,FARO,05:50,05:50,Operativo,2026-09-24 21:04:24
FR 4700,D,BARI,05:50,05:50,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 2107,D,BUDAPEST,06:00,06:00,Operativo,2026-09-24 21:04:24
FR 7324,D,MALTA,06:05,06:05,Operativo,2026-09-24 21:04:24
FR 2872,D,VILNIUS,06:10,06:10,Operativo,2026-09-24 21:04:24
FR 3528,D,PRAGUE,06:15,06:15,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 1533,D,VIENNA,06:25,06:25,Operativo,2026-09-24 21:04:24
FR 3432,D,PARIS BEAUVAIS,06:30,06:30,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 4311,D,ROVANIEMI,06:30,06:30,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 259,D,BUCHAREST OTOPENI,06:35,06:35,Operativo,2026-09-24 21:04:24
FR 2261,D,CATANIA,06:40,06:40,Operativo,2026-09-24 21:04:24
FR 3460,D,EINDHOVEN,06:40,06:40,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 4650,D,TRAPANI,06:50,06:50,Operativo,2026-09-24 21:04:24
FR 4993,D,CEFALONIA,06:50,06:50,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 6703,D,SKIATHOS,07:00,07:00,Operativo,2026-09-24 21:04:24
FR 076,D,SEVILLA,07:15,07:15,Operativo,2026-09-24 21:04:24
FR 820,D,LISBON,07:20,07:20,Operativo,2026-09-24 21:04:24
FR 2293,D,PESCARA,07:20,07:20,Operativo,2026-09-24 21:04:24
C3 1210,D,LOURDES,07:20,07:20,Operativo,2026-09-24 21:04:24
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-24 21:04:24
FR 3400,D,SOFIA,07:30,07:30,OPERATO DA BUZZ,2026-09-24 21:04:24
FR 8121,D,TIRANA,07:35,07:35,Operativo,2026-09-24 21:04:24
FR 4706,D,CAGLIARI,07:55,07:55,Operativo,2026-09-24 21:04:24
FR 1417,D,LAMEZIA,08:00,08:00,OPERATO DA MALTA AIR,2026-09-24 21:04:24
W4 3672,D,IASI,08:00,08:00,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-24 21:04:24
FR 6175,A,CATANIA,18:40,20:50,DECOLLATO,2026-09-24 21:04:24
BZ 151,A,TEL AVIV,19:25,23:50,Operativo,2026-09-24 21:04:24
FR 8801,A,IBIZA,19:30,21:00,DECOLLATO,2026-09-24 21:04:24
FR 413,A,THESSALONIKI,19:55,21:16,IMBARCO IN CORSO,2026-09-24 21:04:24
FR 3501,A,PARIS BEAUVAIS,20:25,20:54,DECOLLATO,2026-09-24 21:04:24
W4 3470,A,TIRGU MURES,20:35,20:35,DECOLLATO,2026-09-24 21:04:24
FR 2739,A,LONDON STANSTED,20:35,20:35,DECOLLATO,2026-09-24 21:04:24
W6 1434,A,WARSAW,20:40,21:15,IMBARCO ULTIMA CHIAMATA,2026-09-24 21:04:24
FR 3219,A,MANCHESTER,20:45,20:45,DECOLLATO,2026-09-24 21:04:24
FR 4969,A,PALERMO,20:50,20:50,IMBARCO IN CORSO,2026-09-24 21:04:24
FR 3665,A,NAPOLI,21:05,21:55,IN RITARDO,2026-09-24 21:04:24
FR 8844,A,WROCLAW - BRESLAVIA,21:10,21:10,IMBARCO IN CORSO,2026-09-24 21:04:24
DY 1847,A,OSLO,21:15,21:15,IMBARCO ULTIMA CHIAMATA,2026-09-24 21:04:24
FR 3893,A,CAGLIARI,21:15,22:09,IN RITARDO,2026-09-24 21:04:24
FR 4523,A,BRUXELLES CHARLEROI,21:20,21:48,IN RITARDO,2026-09-24 21:04:24
FR 859,A,BRINDISI,21:20,21:20,IMBARCO IN CORSO,2026-09-24 21:04:24
W6 4774,A,SKOPJE,21:25,21:25,IMBARCO IN CORSO,2026-09-24 21:04:24
NP 224,A,CAIRO,21:30,21:30,Operativo,2026-09-24 21:04:24
W4 3136,A,BUCHAREST BANEASA,21:45,21:45,Operativo,2026-09-24 21:04:24
W4 5020,A,TIRANA,21:45,22:03,IN RITARDO,2026-09-24 21:04:24
FR 2096,A,LISBON,21:50,21:50,Operativo,2026-09-24 21:04:24
W4 3932,A,CHISINAU,21:50,22:40,OPERATO DA WIZZAIR HUNGARY,2026-09-24 21:04:24
FR 3164,A,BUDAPEST,22:00,22:00,OPERATO DA BUZZ,2026-09-24 21:04:24
W4 3382,A,CLUJ-NAPOCA,22:00,22:00,OPERATO DA WIZZAIR HUNGARY,2026-09-24 21:04:24
FR 9372,A,BRNO,22:05,23:28,IN RITARDO,2026-09-24 21:04:24
W6 4508,A,VARNA,22:10,22:10,Operativo,2026-09-24 21:04:24
FR 9196,A,TRAPANI,22:15,23:05,IN RITARDO,2026-09-24 21:04:24
FR 8479,A,TIRANA,22:20,00:10,IN RITARDO,2026-09-24 21:04:24
G9 696,A,SHARJAH,22:40,22:40,Operativo,2026-09-24 21:04:24
FR 2992,A,COPENHAGEN,22:55,22:55,Operativo,2026-09-24 21:04:24
FR 3413,A,KATOWICE,23:25,23:25,OPERATO DA BUZZ,2026-09-24 21:04:24
W6 4124,A,BELGRADE,23:35,23:35,Operativo,2026-09-24 21:04:24
FR 3593,A,POZNAN,05:45,05:45,Operativo,2026-09-24 21:04:24
FR 2285,A,NAPOLI,05:45,05:45,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 2697,A,LONDON STANSTED,05:45,05:45,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 5139,A,FARO,05:50,05:50,Operativo,2026-09-24 21:04:24
FR 4700,A,BARI,05:50,05:50,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 2107,A,BUDAPEST,06:00,06:00,Operativo,2026-09-24 21:04:24
FR 7324,A,MALTA,06:05,06:05,Operativo,2026-09-24 21:04:24
FR 2872,A,VILNIUS,06:10,06:10,Operativo,2026-09-24 21:04:24
FR 3528,A,PRAGUE,06:15,06:15,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 1533,A,VIENNA,06:25,06:25,Operativo,2026-09-24 21:04:24
FR 3432,A,PARIS BEAUVAIS,06:30,06:30,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 4311,A,ROVANIEMI,06:30,06:30,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 259,A,BUCHAREST OTOPENI,06:35,06:35,Operativo,2026-09-24 21:04:24
FR 2261,A,CATANIA,06:40,06:40,Operativo,2026-09-24 21:04:24
FR 3460,A,EINDHOVEN,06:40,06:40,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 4650,A,TRAPANI,06:50,06:50,Operativo,2026-09-24 21:04:24
FR 4993,A,CEFALONIA,06:50,06:50,OPERATO DA MALTA AIR,2026-09-24 21:04:24
FR 6703,A,SKIATHOS,07:00,07:00,Operativo,2026-09-24 21:04:24
FR 076,A,SEVILLA,07:15,07:15,Operativo,2026-09-24 21:04:24
FR 820,A,LISBON,07:20,07:20,Operativo,2026-09-24 21:04:24
FR 2293,A,PESCARA,07:20,07:20,Operativo,2026-09-24 21:04:24
C3 1210,A,LOURDES,07:20,07:20,Operativo,2026-09-24 21:04:24
W4 3132,A,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-24 21:04:24
FR 3400,A,SOFIA,07:30,07:30,OPERATO DA BUZZ,2026-09-24 21:04:24
FR 8121,A,TIRANA,07:35,07:35,Operativo,2026-09-24 21:04:24
FR 4706,A,CAGLIARI,07:55,07:55,Operativo,2026-09-24 21:04:24
FR 1417,A,LAMEZIA,08:00,08:00,OPERATO DA MALTA AIR,2026-09-24 21:04:24
W4 3672,A,IASI,08:00,08:00,"× Utilizziamo cookie tecnici e, previo consenso, di profilazione, anche di terze parti, per raccogliere informazioni statistiche sulla navigazione del sito e per mostrarti messaggi pubblicitari personalizzati e in linea con le tue preferenze, al fine di inviare messaggi pubblicitari ovvero di modulare la fornitura del servizio in modo personalizzato. Per maggiori informazioni sull’uso dei cookie, visualizza l’Informativa cookie oppure GESTISCI le tue preferenze scegliendo quali cookie installare. Cliccando su “Accetta” acconsenti all’installazione di tutti i cookie. Cliccando sulla “X” verranno salvate le impostazioni di default e dunque la continuazione della navigazione avverrà in assenza di cookie o altri strumenti di tracciamento non tecnici o non strettamente necessari. NECESSARI ESPERIENZA MISURAZIONE MARKETING Gestisci Rifiuta tutto Accetta tutto Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/",2026-09-24 21:04:24
