callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
MT 1240,D,PORTO SANTO,15:00,15:00,OPERATO DA TRADE AIR,2026-09-11 12:00:34
FR 2888,D,CATANIA,15:05,15:40,IN RITARDO,2026-09-11 12:00:34
FR 1903,D,VARSAVIA MODLIN,15:05,15:05,OPERATO DA BUZZ,2026-09-11 12:00:34
FR 3398,D,MALAGA,15:10,15:10,Operativo,2026-09-11 12:00:34
FR 5120,D,MADRID,15:20,15:20,Operativo,2026-09-11 12:00:34
J9 012,D,KUWAIT,15:25,15:25,Operativo,2026-09-11 12:00:34
FR 6501,D,OLBIA,15:35,15:35,OPERATO DA MALTA AIR,2026-09-11 12:00:34
FR 3673,D,LONDON STANSTED,15:40,15:40,OPERATO DA MALTA AIR,2026-09-11 12:00:34
FR 6086,D,KALAMATA,15:40,15:40,Operativo,2026-09-11 12:00:34
W4 5018,D,TIRANA,15:45,15:45,Operativo,2026-09-11 12:00:34
FR 219,D,ALICANTE,15:55,15:55,OPERATO DA MALTA AIR,2026-09-11 12:00:34
FR 5148,D,ZADAR,15:55,15:55,OPERATO DA MALTA AIR,2026-09-11 12:00:34
FR 3988,D,PREVEZA,15:55,15:55,Operativo,2026-09-11 12:00:34
FR 6125,D,DUBLIN,16:05,16:05,Operativo,2026-09-11 12:00:34
FR 2858,D,BRINDISI,16:10,16:10,Operativo,2026-09-11 12:00:34
FR 5113,D,CROTONE,16:20,16:20,Operativo,2026-09-11 12:00:34
FR 845,D,CLUJ-NAPOCA,16:25,16:25,Operativo,2026-09-11 12:00:34
FR 266,D,FUERTEVENTURA,16:25,16:25,OPERATO DA MALTA AIR,2026-09-11 12:00:34
FR 5655,D,PALMA DE MALLORCA,16:30,17:10,IN RITARDO,2026-09-11 12:00:34
FR 8349,D,TIRANA,16:30,16:30,OPERATO DA BUZZ,2026-09-11 12:00:34
FR 4774,D,THESSALONIKI,16:35,16:35,OPERATO DA MALTA AIR,2026-09-11 12:00:34
FR 3537,D,EINDHOVEN,17:00,17:00,OPERATO DA MALTA AIR,2026-09-11 12:00:34
FR 4475,D,BRUXELLES CHARLEROI,17:00,17:00,Operativo,2026-09-11 12:00:34
FR 4667,D,BARI,17:05,17:05,OPERATO DA MALTA AIR,2026-09-11 12:00:34
XZ 2824,D,CATANIA,17:10,19:00,IN RITARDO,2026-09-11 12:00:34
FR 3655,D,STOCKHOLM,17:10,17:10,Operativo,2026-09-11 12:00:34
FR 865,D,BUCHAREST OTOPENI,17:45,18:45,IN RITARDO Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-11 12:00:34
