callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 2735,A,LONDON STANSTED,20:50,21:40,IN RITARDO,2026-09-26 18:00:50
W6 1434,A,WARSAW,21:10,22:00,OPERATO DA WIZZAIR MALTA,2026-09-26 18:00:50
FR 5531,A,COLOGNE,21:10,21:10,Operativo,2026-09-26 18:00:50
FR 484,A,DUSSELDORF - WEEZE,21:20,22:05,IN RITARDO,2026-09-26 18:00:50
FR 4969,A,PALERMO,21:20,21:20,Operativo,2026-09-26 18:00:50
FR 5934,A,DUBROVNIK,21:25,21:25,Operativo,2026-09-26 18:00:50
FR 3440,A,LAMEZIA,21:25,21:25,Operativo,2026-09-26 18:00:50
FR 4650,A,TRAPANI,21:30,21:55,IN RITARDO,2026-09-26 18:00:50
FR 4132,A,BARI,21:35,21:35,Operativo,2026-09-26 18:00:50
FR 6501,A,OLBIA,21:35,21:35,Operativo,2026-09-26 18:00:50
W4 5020,A,TIRANA,21:45,22:15,OPERATO DA WIZZAIR HUNGARY,2026-09-26 18:00:50
W4 3136,A,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-26 18:00:50
W4 3932,A,CHISINAU,21:50,21:50,Operativo,2026-09-26 18:00:50
W6 4508,A,VARNA,22:10,22:10,OPERATO DA WIZZAIR MALTA,2026-09-26 18:00:50
FR 6991,A,RABAT,22:10,22:10,OPERATO DA MALTA AIR,2026-09-26 18:00:50
FR 3280,A,GDANSK - DANZICA,22:20,22:20,OPERATO DA BUZZ,2026-09-26 18:00:50
G9 696,A,SHARJAH,22:50,22:50,Operativo,2026-09-26 18:00:50
FR 8844,A,WROCLAW - BRESLAVIA,22:55,22:55,OPERATO DA BUZZ,2026-09-26 18:00:50
FR 5999,A,ZAGREB,23:05,23:05,OPERATO DA LAUDA EUROPE,2026-09-26 18:00:50
FR 3408,A,KATOWICE,23:10,23:10,OPERATO DA BUZZ,2026-09-26 18:00:50
FR 3535,A,KRAKOW,23:15,23:15,OPERATO DA BUZZ,2026-09-26 18:00:50
W6 4124,A,BELGRADE,23:35,23:35,Operativo,2026-09-26 18:00:50
FR 6086,A,KALAMATA,05:45,05:45,Operativo,2026-09-26 18:00:50
FR 2830,A,TENERIFE,05:50,05:50,Operativo,2026-09-26 18:00:50
FR 2293,A,PESCARA,05:55,05:55,OPERATO DA MALTA AIR,2026-09-26 18:00:50
FR 8511,A,BENI MELLAL,05:55,05:55,"× Utilizziamo cookie tecnici e, previo consenso, di profilazione, anche di terze parti, per raccogliere informazioni statistiche sulla navigazione del sito e per mostrarti messaggi pubblicitari personalizzati e in linea con le tue preferenze, al fine di inviare messaggi pubblicitari ovvero di modulare la fornitura del servizio in modo personalizzato. Per maggiori informazioni sull’uso dei cookie, visualizza l’Informativa cookie oppure GESTISCI le tue preferenze scegliendo quali cookie installare. Cliccando su “Accetta” acconsenti all’installazione di tutti i cookie. Cliccando sulla “X” verranno salvate le impostazioni di default e dunque la continuazione della navigazione avverrà in assenza di cookie o altri strumenti di tracciamento non tecnici o non strettamente necessari. NECESSARI ESPERIENZA MISURAZIONE MARKETING Gestisci Rifiuta tutto Accetta tutto Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/",2026-09-26 18:00:50
