callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 2289,D,PALERMO,16:35,18:10,IMBARCO CHIUSO,2026-09-26 18:00:50
FR 3392,D,HELSINKI,17:05,18:15,IMBARCO CHIUSO,2026-09-26 18:00:50
FR 5102,D,BIRMINGHAM,17:15,17:52,IMBARCO CHIUSO,2026-09-26 18:00:50
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:55,DECOLLATO,2026-09-26 18:00:50
FR 3653,D,BARI,17:15,17:34,DECOLLATO,2026-09-26 18:00:50
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:55,DECOLLATO,2026-09-26 18:00:50
FR 2992,D,COPENHAGEN,17:35,17:35,DECOLLATO,2026-09-26 18:00:50
FR 4044,D,VARSAVIA MODLIN,17:35,17:35,DECOLLATO,2026-09-26 18:00:50
FR 2649,D,MALAGA,17:50,17:50,IMBARCO CHIUSO,2026-09-26 18:00:50
FR 2858,D,BRINDISI,18:10,18:45,IN RITARDO,2026-09-26 18:00:50
FR 5092,D,LAMEZIA,18:15,19:09,IN RITARDO,2026-09-26 18:00:50
FR 4845,D,DUBLIN,18:20,18:37,IN RITARDO,2026-09-26 18:00:50
FR 865,D,BUCHAREST OTOPENI,18:25,18:25,IMBARCO IN CORSO,2026-09-26 18:00:50
FR 2428,D,SARAJEVO,18:50,18:50,OPERATO DA MALTA AIR,2026-09-26 18:00:50
BZ 151,D,TEL AVIV,19:00,20:00,IN RITARDO,2026-09-26 18:00:50
FR 3561,D,NAPOLI,19:00,19:00,Operativo,2026-09-26 18:00:50
FR 3559,D,BRISTOL,19:20,19:20,Operativo,2026-09-26 18:00:50
V7 1712,D,LAMPEDUSA,19:20,19:20,Operativo,2026-09-26 18:00:50
FR 8349,D,TIRANA,19:35,19:35,Operativo,2026-09-26 18:00:50
FR 3893,D,CAGLIARI,19:45,20:15,IN RITARDO,2026-09-26 18:00:50
V7 1316,D,OLBIA,19:55,19:55,Operativo,2026-09-26 18:00:50
FR 3217,D,MANCHESTER,20:00,20:20,IN RIT,2026-09-26 18:00:50
3O 454,D,CASABLANCA,20:00,20:00,Operativo,2026-09-26 18:00:50
FR 2892,D,CATANIA,20:05,20:05,OPERATO DA MALTA AIR,2026-09-26 18:00:50
DY 1849,D,BERGEN,20:05,21:10,IN RITARDO,2026-09-26 18:00:50
FR 3164,D,BUDAPEST,20:05,20:05,OPERATO DA BUZZ,2026-09-26 18:00:50
FR 3437,D,SOFIA,20:10,21:00,IN RITARDO,2026-09-26 18:00:50
VR 631,D,SAL - CABOVERDE,20:20,20:20,Operativo,2026-09-26 18:00:50
FR 7361,D,VIENNA,20:20,20:20,OPERATO DA LAUDA EUROPE,2026-09-26 18:00:50
FR 8800,D,IBIZA,20:25,20:25,Operativo,2026-09-26 18:00:50
W4 3470,D,TIRGU MURES,20:35,20:35,Operativo,2026-09-26 18:00:50
W6 4774,D,SKOPJE,20:45,20:45,Operativo,2026-09-26 18:00:50
FR 4631,D,VALENCIA,20:45,22:15,IN RITARDO,2026-09-26 18:00:50
FR 859,D,BRINDISI,20:45,20:45,Operativo,2026-09-26 18:00:50
FR 2735,D,LONDON STANSTED,20:50,21:40,IN RITARDO,2026-09-26 18:00:50
W6 1434,D,WARSAW,21:10,22:00,OPERATO DA WIZZAIR MALTA,2026-09-26 18:00:50
FR 5531,D,COLOGNE,21:10,21:10,Operativo,2026-09-26 18:00:50
FR 484,D,DUSSELDORF - WEEZE,21:20,22:05,IN RITARDO,2026-09-26 18:00:50
FR 4969,D,PALERMO,21:20,21:20,Operativo,2026-09-26 18:00:50
FR 5934,D,DUBROVNIK,21:25,21:25,Operativo,2026-09-26 18:00:50
FR 3440,D,LAMEZIA,21:25,21:25,Operativo,2026-09-26 18:00:50
FR 4650,D,TRAPANI,21:30,21:55,IN RITARDO,2026-09-26 18:00:50
FR 4132,D,BARI,21:35,21:35,Operativo,2026-09-26 18:00:50
FR 6501,D,OLBIA,21:35,21:35,Operativo,2026-09-26 18:00:50
W4 5020,D,TIRANA,21:45,22:15,OPERATO DA WIZZAIR HUNGARY,2026-09-26 18:00:50
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-26 18:00:50
W4 3932,D,CHISINAU,21:50,21:50,Operativo,2026-09-26 18:00:50
W6 4508,D,VARNA,22:10,22:10,OPERATO DA WIZZAIR MALTA,2026-09-26 18:00:50
FR 6991,D,RABAT,22:10,22:10,OPERATO DA MALTA AIR,2026-09-26 18:00:50
FR 3280,D,GDANSK - DANZICA,22:20,22:20,OPERATO DA BUZZ,2026-09-26 18:00:50
G9 696,D,SHARJAH,22:50,22:50,Operativo,2026-09-26 18:00:50
FR 8844,D,WROCLAW - BRESLAVIA,22:55,22:55,OPERATO DA BUZZ,2026-09-26 18:00:50
FR 5999,D,ZAGREB,23:05,23:05,OPERATO DA LAUDA EUROPE,2026-09-26 18:00:50
FR 3408,D,KATOWICE,23:10,23:10,OPERATO DA BUZZ,2026-09-26 18:00:50
FR 3535,D,KRAKOW,23:15,23:15,OPERATO DA BUZZ,2026-09-26 18:00:50
W6 4124,D,BELGRADE,23:35,23:35,Operativo,2026-09-26 18:00:50
FR 6086,D,KALAMATA,05:45,05:45,Operativo,2026-09-26 18:00:50
FR 2830,D,TENERIFE,05:50,05:50,Operativo,2026-09-26 18:00:50
FR 2293,D,PESCARA,05:55,05:55,OPERATO DA MALTA AIR,2026-09-26 18:00:50
FR 8511,D,BENI MELLAL,05:55,05:55,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-26 18:00:50
FR 2289,A,PALERMO,16:35,18:10,IMBARCO CHIUSO,2026-09-26 18:00:50
FR 3392,A,HELSINKI,17:05,18:15,IMBARCO CHIUSO,2026-09-26 18:00:50
FR 5102,A,BIRMINGHAM,17:15,17:59,DECOLLATO,2026-09-26 18:00:50
AZ 7058,A,ISTANBUL S. GOKCEN,17:15,17:55,DECOLLATO,2026-09-26 18:00:50
FR 3653,A,BARI,17:15,17:34,DECOLLATO,2026-09-26 18:00:50
PC 1214,A,ISTANBUL S. GOKCEN,17:15,17:55,DECOLLATO,2026-09-26 18:00:50
FR 2992,A,COPENHAGEN,17:35,17:35,DECOLLATO,2026-09-26 18:00:50
FR 4044,A,VARSAVIA MODLIN,17:35,17:35,DECOLLATO,2026-09-26 18:00:50
FR 2649,A,MALAGA,17:50,17:50,IMBARCO CHIUSO,2026-09-26 18:00:50
FR 2858,A,BRINDISI,18:10,18:45,IN RITARDO,2026-09-26 18:00:50
FR 5092,A,LAMEZIA,18:15,19:04,IN RITARDO,2026-09-26 18:00:50
FR 4845,A,DUBLIN,18:20,18:37,IN RITARDO,2026-09-26 18:00:50
FR 865,A,BUCHAREST OTOPENI,18:25,18:25,IMBARCO IN CORSO,2026-09-26 18:00:50
FR 2428,A,SARAJEVO,18:50,18:50,OPERATO DA MALTA AIR,2026-09-26 18:00:50
BZ 151,A,TEL AVIV,19:00,20:00,IN RITARDO,2026-09-26 18:00:50
FR 3561,A,NAPOLI,19:00,19:00,Operativo,2026-09-26 18:00:50
FR 3559,A,BRISTOL,19:20,19:20,Operativo,2026-09-26 18:00:50
V7 1712,A,LAMPEDUSA,19:20,19:20,Operativo,2026-09-26 18:00:50
FR 8349,A,TIRANA,19:35,19:35,Operativo,2026-09-26 18:00:50
FR 3893,A,CAGLIARI,19:45,20:15,IN RITARDO,2026-09-26 18:00:50
V7 1316,A,OLBIA,19:55,19:55,Operativo,2026-09-26 18:00:50
FR 3217,A,MANCHESTER,20:00,20:20,IN RIT,2026-09-26 18:00:50
3O 454,A,CASABLANCA,20:00,20:00,Operativo,2026-09-26 18:00:50
FR 2892,A,CATANIA,20:05,20:05,OPERATO DA MALTA AIR,2026-09-26 18:00:50
DY 1849,A,BERGEN,20:05,21:10,IN RITARDO,2026-09-26 18:00:50
FR 3164,A,BUDAPEST,20:05,20:05,OPERATO DA BUZZ,2026-09-26 18:00:50
FR 3437,A,SOFIA,20:10,21:00,IN RITARDO,2026-09-26 18:00:50
VR 631,A,SAL - CABOVERDE,20:20,20:20,Operativo,2026-09-26 18:00:50
FR 7361,A,VIENNA,20:20,20:20,OPERATO DA LAUDA EUROPE,2026-09-26 18:00:50
FR 8800,A,IBIZA,20:25,20:25,Operativo,2026-09-26 18:00:50
W4 3470,A,TIRGU MURES,20:35,20:35,Operativo,2026-09-26 18:00:50
W6 4774,A,SKOPJE,20:45,20:45,Operativo,2026-09-26 18:00:50
FR 4631,A,VALENCIA,20:45,22:15,IN RITARDO,2026-09-26 18:00:50
FR 859,A,BRINDISI,20:45,20:45,Operativo,2026-09-26 18:00:50
