callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3480,D,CAGLIARI,11:40,11:40,DECOLLATO,2026-09-15 12:00:22
FR 859,D,BRINDISI,11:50,11:50,DECOLLATO,2026-09-15 12:00:22
FR 845,D,CLUJ-NAPOCA,12:00,12:48,IN RITARDO,2026-09-15 12:00:22
FR 3561,D,NAPOLI,12:10,12:10,IMBARCO CHIUSO,2026-09-15 12:00:22
FR 6501,D,OLBIA,12:15,12:15,IMBARCO IN CORSO,2026-09-15 12:00:22
FR 8821,D,BIARRITZ - BAYONA,12:20,12:39,IN RITARDO,2026-09-15 12:00:22
FR 4001,D,LANZAROTE,12:25,12:25,Operativo,2026-09-15 12:00:22
FR 4201,D,RHODES,12:25,12:25,IMBARCO ULTIMA CHIAMATA,2026-09-15 12:00:22
VF 062,D,ISTANBUL S. GOKCEN,12:45,13:12,IN RIT,2026-09-15 12:00:22
3O 452,D,CASABLANCA,12:50,12:50,OPERATO DA AIR ARABIA UAE,2026-09-15 12:00:22
FR 1784,D,COPENHAGEN,12:55,12:55,Operativo,2026-09-15 12:00:22
FR 8355,D,TIRANA,13:00,13:00,OPERATO DA BUZZ,2026-09-15 12:00:22
FR 5139,D,FARO,13:15,13:15,Operativo,2026-09-15 12:00:22
FR 8844,D,WROCLAW - BRESLAVIA,13:15,13:15,Operativo,2026-09-15 12:00:22
FR 5114,D,LAMEZIA,13:20,13:20,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FZ 1574,D,DUBAI,13:40,13:40,Operativo,2026-09-15 12:00:22
EK 2141,D,DUBAI,13:40,13:40,Operativo,2026-09-15 12:00:22
FR 3645,D,EDINBURGH,13:55,13:55,Operativo,2026-09-15 12:00:22
FR 5531,D,COLOGNE,13:55,13:55,Operativo,2026-09-15 12:00:22
FR 3659,D,BRUXELLES CHARLEROI,14:00,14:00,Operativo,2026-09-15 12:00:22
FR 3396,D,CROTONE,14:05,14:05,Operativo,2026-09-15 12:00:22
FR 2428,D,SARAJEVO,14:15,14:15,Operativo,2026-09-15 12:00:22
FR 4402,D,ZAKINTHOS,14:25,14:25,Operativo,2026-09-15 12:00:22
FR 1903,D,VARSAVIA MODLIN,14:35,14:35,OPERATO DA BUZZ,2026-09-15 12:00:22
A9 732,D,TBILISI,14:55,14:55,Operativo,2026-09-15 12:00:22
FR 2649,D,MALAGA,15:00,15:00,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 8800,D,IBIZA,15:00,15:00,Operativo,2026-09-15 12:00:22
FR 8421,D,TIRANA,15:05,15:05,OPERATO DA BUZZ,2026-09-15 12:00:22
NO 2850,D,ROMA - FCO/MARSA MATRUH,15:30,15:30,Operativo,2026-09-15 12:00:22
FR 4980,D,CORFU,15:35,15:35,Operativo,2026-09-15 12:00:22
