callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
W4 5018,D,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-15 12:00:22
FR 266,D,FUERTEVENTURA,15:55,15:55,Operativo,2026-09-15 12:00:22
FR 3300,D,VITORIA,15:55,15:55,Operativo,2026-09-15 12:00:22
FR 3653,D,BARI,16:00,16:00,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 9292,D,KAUNAS,16:00,16:00,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 3164,D,BUDAPEST,16:05,16:05,Operativo,2026-09-15 12:00:22
FR 3559,D,BRISTOL,16:10,16:10,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 484,D,DUSSELDORF - WEEZE,16:20,16:20,Operativo,2026-09-15 12:00:22
FR 2858,D,BRINDISI,16:20,16:20,Operativo,2026-09-15 12:00:22
FR 3537,D,EINDHOVEN,16:35,16:35,Operativo,2026-09-15 12:00:22
FR 4037,D,DUBLIN,16:45,16:45,Operativo,2026-09-15 12:00:22
FR 2289,D,PALERMO,16:55,16:55,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 6850,D,ALGHERO,17:00,17:00,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 413,D,THESSALONIKI,17:10,17:10,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 9372,D,BRNO,17:15,17:15,Operativo,2026-09-15 12:00:22
FR 4475,D,BRUXELLES CHARLEROI,17:15,17:15,OPERATO DA MALTA AIR,2026-09-15 12:00:22
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-15 12:00:22
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-15 12:00:22
FR 3450,D,TANGIER,17:55,17:55,Operativo,2026-09-15 12:00:22
FR 4714,D,RIGA,18:00,18:00,Operativo,2026-09-15 12:00:22
FR 820,D,LISBON,18:00,18:00,Operativo,2026-09-15 12:00:22
FR 5118,D,LAMEZIA,18:05,18:05,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 3112,D,IASI,18:05,18:05,Operativo,2026-09-15 12:00:22
FR 5494,D,MADRID,18:20,18:20,Operativo,2026-09-15 12:00:22
FR 7324,D,MALTA,18:20,18:20,OPERATO DA MALTA AIR,2026-09-15 12:00:22
FR 2287,D,BUCHAREST OTOPENI,18:25,18:25,Operativo,2026-09-15 12:00:22
FR 2892,D,CATANIA,18:35,18:35,Operativo,2026-09-15 12:00:22
FR 3217,D,MANCHESTER,18:55,18:55,OPERATO DA MALTA AIR,2026-09-15 12:00:22
BZ 151,D,TEL AVIV,19:00,19:00,Operativo,2026-09-15 12:00:22
FR 3665,D,NAPOLI,19:20,19:20,OPERATO DA MALTA AIR Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-15 12:00:22
