callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 6175,D,CATANIA,16:10,18:10,IMBARCO IN CORSO,2026-09-20 18:00:26
AP 3639,D,MARSA ALAM,16:50,17:48,DECOLLATO,2026-09-20 18:00:26
PC 1214,D,ISTANBUL S. GOKCEN,17:15,18:15,IMBARCO CHIUSO,2026-09-20 18:00:26
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,18:15,IMBARCO CHIUSO,2026-09-20 18:00:26
FR 4845,D,DUBLIN,17:25,18:30,IMBARCO IN CORSO,2026-09-20 18:00:26
FR 3587,D,OSLO TORP,17:30,19:05,IN RITARDO,2026-09-20 18:00:26
FR 3661,D,SOFIA,17:30,17:58,IMBARCO CHIUSO,2026-09-20 18:00:26
FR 6149,D,PALERMO,17:30,17:53,DECOLLATO,2026-09-20 18:00:26
FR 3649,D,PAPHOS,17:35,18:00,IMBARCO ULTIMA CHIAMATA,2026-09-20 18:00:26
NO 7226,D,RHODES/HERAKLION,17:45,17:45,DECOLLATO,2026-09-20 18:00:26
FR 6466,D,FARO,17:45,17:45,DECOLLATO,2026-09-20 18:00:26
FR 7976,D,KOS,17:50,19:13,IN RITARDO,2026-09-20 18:00:26
FR 1417,D,LAMEZIA,18:00,18:00,IMBARCO CHIUSO,2026-09-20 18:00:26
FR 865,D,BUCHAREST OTOPENI,18:05,18:55,IN RITARDO,2026-09-20 18:00:26
FR 2876,D,BRINDISI,18:05,18:05,IMBARCO IN CORSO,2026-09-20 18:00:26
FR 7324,D,MALTA,18:15,18:55,IN RITARDO,2026-09-20 18:00:26
FR 3250,D,SANTORINI / THIRA,18:30,19:29,IN RITARDO,2026-09-20 18:00:26
V7 1712,D,LAMPEDUSA,18:50,19:28,IN RITARDO,2026-09-20 18:00:26
FR 6862,D,MALAGA,18:50,18:50,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 461,D,NEWCASTLE,18:55,18:55,Operativo,2026-09-20 18:00:26
FR 3665,D,NAPOLI,19:00,19:32,IN RITARDO,2026-09-20 18:00:26
FR 4196,D,CORFU,19:05,19:45,IN RITARDO,2026-09-20 18:00:26
FR 4663,D,VALENCIA,19:30,19:30,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 3659,D,BRUXELLES CHARLEROI,19:40,19:40,CANCELLATO,2026-09-20 18:00:26
E5 104,D,ALEXANDRIA,19:50,19:50,Operativo,2026-09-20 18:00:26
FR 4638,D,PORTO,19:50,20:25,IN RITARDO,2026-09-20 18:00:26
FR 6451,D,PALERMO,20:10,20:10,Operativo,2026-09-20 18:00:26
D8 2941,D,HELSINKI,20:15,20:15,Operativo,2026-09-20 18:00:26
FR 7361,D,VIENNA,20:15,20:15,OPERATO DA LAUDA EU,2026-09-20 18:00:26
3F 248,D,YEREVAN,20:25,21:20,OPERATO DA AVION EXPRESS,2026-09-20 18:00:26
XZ 2223,D,FOGGIA,20:25,20:25,OPERATO DA MARATHON AIRLINES,2026-09-20 18:00:26
W4 3608,D,SUCEAVA,20:30,20:30,Operativo,2026-09-20 18:00:26
FR 8421,D,TIRANA,20:30,20:30,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 3504,D,KRAKOW,20:40,20:40,Operativo,2026-09-20 18:00:26
W6 1434,D,WARSAW,20:40,20:40,Operativo,2026-09-20 18:00:26
FR 3501,D,PARIS BEAUVAIS,20:50,20:50,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 6304,D,BARCELONA EL PRAT,20:55,20:55,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 5092,D,LAMEZIA,21:00,21:00,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 6651,D,CATANIA,21:05,21:05,OPERATO DA MALTA AIR,2026-09-20 18:00:26
W6 4774,D,SKOPJE,21:10,21:10,Operativo,2026-09-20 18:00:26
FR 3893,D,CAGLIARI,21:20,22:50,IN RITARDO,2026-09-20 18:00:26
NP 222,D,CAIRO,21:30,23:45,IN RITARDO,2026-09-20 18:00:26
FR 2087,D,LISBON,21:30,21:30,Operativo,2026-09-20 18:00:26
FR 4786,D,SALERNO,21:40,21:40,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 2990,D,COPENHAGEN,21:40,21:40,Operativo,2026-09-20 18:00:26
FR 4681,D,STOCKHOLM,21:45,21:45,Operativo,2026-09-20 18:00:26
W4 5020,D,TIRANA,21:45,21:45,Operativo,2026-09-20 18:00:26
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-20 18:00:26
W4 3932,D,CHISINAU,22:00,22:00,OPERATO DA WIZZAIR HUNGARY,2026-09-20 18:00:26
FR 3341,D,VARSAVIA MODLIN,22:05,22:05,OPERATO DA BUZZ,2026-09-20 18:00:26
FR 3164,D,BUDAPEST,22:05,22:05,OPERATO DA BUZZ,2026-09-20 18:00:26
FR 6858,D,OLBIA,22:10,22:10,Operativo,2026-09-20 18:00:26
FR 413,D,THESSALONIKI,22:10,22:10,Operativo,2026-09-20 18:00:26
FR 8980,D,TRAPANI,22:40,22:40,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 3673,D,LONDON STANSTED,22:45,22:45,OPERATO DA MALTA AIR,2026-09-20 18:00:26
FR 3219,D,MANCHESTER,22:45,22:45,Operativo,2026-09-20 18:00:26
FR 5984,D,MADRID,22:50,22:50,Operativo,2026-09-20 18:00:26
FR 5700,D,PALMA DE MALLORCA,22:50,22:50,Operativo,2026-09-20 18:00:26
G9 696,D,SHARJAH,23:00,23:00,Operativo,2026-09-20 18:00:26
FR 6846,D,LIVERPOOL,23:35,23:35,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-20 18:00:26
