timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-25 01:15:52,RYR765L,4ca64e,RWY 28,Atterraggio,Est -> Ovest,198,285.29,1.92,Ireland,2026-09-24
2026-09-25 01:17:53,RYR97ED,4d2385,RWY 28,Atterraggio,Est -> Ovest,198,284.43,1.86,Malta,2026-09-24
2026-09-25 01:21:55,RYR51YN,4cade5,RWY 28,Atterraggio,Est -> Ovest,198,284.7,1.96,Ireland,2026-09-24
2026-09-25 01:25:58,RYR61TF,4d2382,RWY 28,Atterraggio,Est -> Ovest,190,284.72,1.91,Malta,2026-09-24
2026-09-25 01:27:59,RYR5DN,4ca8e8,RWY 28,Atterraggio,Est -> Ovest,190,284.48,1.89,Ireland,2026-09-24
2026-09-25 01:30:00,RYR7CE,4cadef,RWY 28,Atterraggio,Est -> Ovest,190,284.8,1.88,Ireland,2026-09-24
2026-09-25 02:10:57,RYR8512,4cae6b,RWY 28,Atterraggio,Est -> Ovest,198,284.78,1.94,Ireland,2026-09-24
2026-09-25 02:31:21,RYR15BQ,4caf34,RWY 28,Atterraggio,Est -> Ovest,198,284.6,1.89,Ireland,2026-09-24
2026-09-25 02:33:22,RYR9373,4cadf5,RWY 28,Atterraggio,Est -> Ovest,198,284.62,1.93,Ireland,2026-09-24
2026-09-25 02:39:25,RYR5GG,4cadc3,RWY 28,Atterraggio,Est -> Ovest,198,284.88,1.8,Ireland,2026-09-24
2026-09-25 03:44:51,SRR6402,45cf24,RWY 28,Atterraggio,Est -> Ovest,205,284.91,1.89,Denmark,2026-09-24
2026-09-25 04:09:22,ENT1511,48ea3b,N/D,Sorvolo,N/D,11277,222.21,11.47,Poland,2026-09-24
2026-09-25 04:25:44,AFR669,39cf01,N/D,Sorvolo,N/D,43000,292.0,9.9,N/D,2026-09-24
2026-09-25 05:15:01,SRR6498,45cf23,RWY 28,Atterraggio,Est -> Ovest,182,284.83,1.82,Denmark,2026-09-24
2026-09-25 05:39:32,SVA131,716ffc,N/D,Sorvolo,N/D,10972,285.31,11.96,Saudi Arabia,2026-09-24
2026-09-25 05:41:33,AFR551,39c423,N/D,Sorvolo,N/D,12184,292.64,11.65,France,2026-09-24
2026-09-25 05:51:42,MASBA,424c9d,RWY 28,Atterraggio,Est -> Ovest,190,284.66,1.88,United Kingdom,2026-09-24
2026-09-25 05:55:44,NOS2475,4caeb1,RWY 28,Atterraggio,Est -> Ovest,190,284.38,1.78,Ireland,2026-09-24
2026-09-25 05:59:47,RYR59DZ,4ca704,RWY 10,Decollo,Ovest -> Est,312,105.9,2.22,Ireland,2026-09-24
