timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-24 23:02:01,WZZ6255,471d71,RWY 28,Atterraggio,Est -> Ovest,213,285.01,1.95,Hungary,2026-09-24
2026-09-24 23:02:01,RYR57BR,4cad3a,N/D,Sorvolo,N/D,10668,238.12,8.02,Ireland,2026-09-24
2026-09-24 23:04:02,BBG154,4521ac,RWY 28,Atterraggio,Est -> Ovest,205,285.05,1.92,Bulgaria,2026-09-24
2026-09-24 23:10:05,RYR13LL,4caff7,RWY 28,Atterraggio,Est -> Ovest,198,284.84,1.91,Ireland,2026-09-24
2026-09-24 23:16:09,RYR58BW,4d223a,N/D,Avvicinamento,Rotta 233.7°,1363,233.73,7.24,Malta,2026-09-24
2026-09-24 23:18:10,RYR23,4caa61,N/D,Sorvolo,N/D,10668,224.68,7.73,Ireland,2026-09-24
2026-09-24 23:20:11,RYR74UN,4d2244,N/D,Avvicinamento,Rotta 142.3°,3360,142.33,1.32,Malta,2026-09-24
2026-09-24 23:20:11,DHX752,8940cf,N/D,Sorvolo,N/D,6789,88.26,13.28,Bahrain,2026-09-24
2026-09-24 23:24:14,WMT9SG,471dab,RWY 10,Avvicinamento,Ovest -> Est,4221,96.2,5.9,Hungary,2026-09-24
2026-09-24 23:28:16,RYR30DK,4cae60,RWY 28,Atterraggio,Est -> Ovest,198,285.0,1.92,Ireland,2026-09-24
2026-09-24 23:30:17,BCS943,451dad,N/D,Sorvolo,N/D,5379,250.67,10.28,Bulgaria,2026-09-24
2026-09-24 23:34:19,RYR39BB,4d228f,RWY 28,Atterraggio,Est -> Ovest,198,285.32,1.89,Malta,2026-09-24
2026-09-24 23:40:22,RYR84GY,4cae6d,RWY 28,Atterraggio,Est -> Ovest,198,285.22,1.92,Ireland,2026-09-24
2026-09-24 23:48:27,RYR9ZN,48e9f2,N/D,Avvicinamento,Rotta 146.9°,807,146.92,6.84,Poland,2026-09-24
2026-09-24 23:50:28,ABY696,89671d,RWY 10,Decollo,Ovest -> Est,472,104.74,2.37,United Arab Emirates,2026-09-24
2026-09-24 23:50:28,FDX7,abde34,RWY 28,Avvicinamento,Est -> Ovest,4945,272.55,3.27,United States,2026-09-24
2026-09-24 23:56:31,THY6AM,4bb273,N/D,Sorvolo,N/D,6339,254.53,4.17,Turkey,2026-09-24
2026-09-25 00:04:56,RYR5YD,4cae59,N/D,Sorvolo,N/D,10050,320.16,12.05,Ireland,2026-09-24
2026-09-25 00:06:57,DHK7017,400663,N/D,Sorvolo,N/D,11582,319.72,12.21,United Kingdom,2026-09-24
2026-09-25 00:08:58,RYR2UW,4d226b,RWY 28,Atterraggio,Est -> Ovest,198,285.15,1.94,Malta,2026-09-24
2026-09-25 00:10:59,RYR2TV,48c1bb,RWY 28,Atterraggio,Est -> Ovest,198,284.69,1.87,Poland,2026-09-24
2026-09-25 00:15:01,RYR9YF,4cadbb,RWY 28,Atterraggio,Est -> Ovest,198,284.51,1.85,Ireland,2026-09-24
2026-09-25 00:17:02,RYR3301,4ca855,RWY 28,Atterraggio,Est -> Ovest,198,284.51,1.97,Ireland,2026-09-24
2026-09-25 00:19:03,RYR8SQ,4d23fc,N/D,Decollo,Rotta 141.7°,2941,141.66,1.2,Malta,2026-09-24
2026-09-25 00:35:16,ABR177,4caca2,N/D,Sorvolo,N/D,6111,323.25,7.91,Ireland,2026-09-24
2026-09-25 00:39:18,AFR672,394a0e,N/D,Sorvolo,N/D,9448,132.03,14.36,France,2026-09-24
2026-09-25 00:41:19,WMT952,4d2425,N/D,Sorvolo,N/D,7040,269.62,8.34,Malta,2026-09-24
2026-09-25 01:11:50,RYR90WG,4cadfe,RWY 28,Atterraggio,Est -> Ovest,190,284.98,1.87,Ireland,2026-09-24
2026-09-25 01:11:50,RYR13PK,4ca245,RWY 28,Atterraggio,Est -> Ovest,198,285.29,1.94,Ireland,2026-09-24
