callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4042,D,PORTO,21:05,21:05,Operativo,2026-09-22 18:00:26
FR 4650,D,TRAPANI,21:10,22:05,IN RITARDO,2026-09-22 18:00:26
FR 3319,D,BARCELONA EL PRAT,21:15,21:15,Operativo,2026-09-22 18:00:26
FR 2679,D,BERLIN,21:20,21:20,Operativo,2026-09-22 18:00:26
W6 4774,D,SKOPJE,21:25,21:25,Operativo,2026-09-22 18:00:26
FR 219,D,ALICANTE,21:25,21:25,OPERATO DA MALTA AIR,2026-09-22 18:00:26
FR 7361,D,VIENNA,21:30,21:30,OPERATO DA LAUDA EUROPE,2026-09-22 18:00:26
FR 6513,D,OLBIA,21:35,22:00,IN RITARDO,2026-09-22 18:00:26
W4 5020,D,TIRANA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-22 18:00:26
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-22 18:00:26
FR 5102,D,BIRMINGHAM,21:50,21:50,Operativo,2026-09-22 18:00:26
W4 3932,D,CHISINAU,22:00,22:00,OPERATO DA WIZZAIR HUNGARY,2026-09-22 18:00:26
FR 5655,D,PALMA DE MALLORCA,22:05,23:15,IN RITARDO,2026-09-22 18:00:26
W6 4508,D,VARNA,22:10,22:10,Operativo,2026-09-22 18:00:26
FR 2990,D,COPENHAGEN,22:15,22:15,OPERATO DA MALTA AIR,2026-09-22 18:00:26
FR 3673,D,LONDON STANSTED,22:45,22:45,Operativo,2026-09-22 18:00:26
FR 3280,D,GDANSK - DANZICA,22:45,22:45,OPERATO DA BUZZ,2026-09-22 18:00:26
G9 696,D,SHARJAH,22:50,22:50,Operativo,2026-09-22 18:00:26
FR 1703,D,NOTTINGHAM EAST MIDLANDS,23:05,23:05,Operativo,2026-09-22 18:00:26
FR 3413,D,KATOWICE,23:10,23:10,Operativo,2026-09-22 18:00:26
FR 6054,D,ZAGREB,23:20,23:20,OPERATO DA LAUDA EUROPE,2026-09-22 18:00:26
FR 847,D,BARCELONA EL PRAT,23:30,23:30,Operativo,2026-09-22 18:00:26
NP 224,D,CAIRO,23:30,23:30,Operativo,2026-09-22 18:00:26
W6 4124,D,BELGRADE,23:35,23:35,Operativo,2026-09-22 18:00:26
FR 6178,D,FUERTEVENTURA,05:45,05:45,Operativo,2026-09-22 18:00:26
FR 2830,D,TENERIFE,05:45,05:45,Operativo,2026-09-22 18:00:26
FR 2261,D,CATANIA,05:50,05:50,Operativo,2026-09-22 18:00:26
FR 3402,D,MARRAKECH,05:50,05:50,Operativo,2026-09-22 18:00:26
FR 2669,D,BERLIN,05:55,05:55,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-22 18:00:26
