callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4993,D,CEFALONIA,16:10,17:48,DECOLLATO,2026-09-19 18:00:24
FR 3392,D,HELSINKI,17:05,18:09,IMBARCO IN CORSO,2026-09-19 18:00:24
FR 2878,D,STOCKHOLM,17:05,17:41,DECOLLATO,2026-09-19 18:00:24
FR 3319,D,BARCELONA EL PRAT,17:10,18:10,IMBARCO IN CORSO,2026-09-19 18:00:24
FR 3653,D,BARI,17:15,18:35,IMBARCO IN CORSO,2026-09-19 18:00:24
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:49,DECOLLATO,2026-09-19 18:00:24
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:49,DECOLLATO,2026-09-19 18:00:24
FR 4044,D,VARSAVIA MODLIN,17:35,17:35,DECOLLATO,2026-09-19 18:00:24
FR 2992,D,COPENHAGEN,17:35,17:35,DECOLLATO,2026-09-19 18:00:24
FR 2649,D,MALAGA,17:50,17:50,DECOLLATO,2026-09-19 18:00:24
FR 2858,D,BRINDISI,18:10,18:58,IN RITARDO,2026-09-19 18:00:24
FR 5092,D,LAMEZIA,18:15,18:15,IMBARCO IN CORSO,2026-09-19 18:00:24
AP 3223,D,LAMEZIA,18:20,18:20,IMBARCO ULTIMA CHIAMATA,2026-09-19 18:00:24
FR 4845,D,DUBLIN,18:20,19:00,IN RITARDO,2026-09-19 18:00:24
FR 865,D,BUCHAREST OTOPENI,18:25,18:44,IN RITARDO AIR HORIZONT,2026-09-19 18:00:24
HAT 4741,D,OLBIA,18:40,18:40,Operativo,2026-09-19 18:00:24
FR 2428,D,SARAJEVO,18:50,20:11,IN RITARDO,2026-09-19 18:00:24
BZ 151,D,TEL AVIV,19:00,20:50,IN RITARDO,2026-09-19 18:00:24
FR 3561,D,NAPOLI,19:00,19:00,Operativo,2026-09-19 18:00:24
V7 1712,D,LAMPEDUSA,19:20,19:20,Operativo,2026-09-19 18:00:24
FR 3559,D,BRISTOL,19:20,20:10,IN RITARDO,2026-09-19 18:00:24
FR 8349,D,TIRANA,19:35,20:15,IN RITARDO,2026-09-19 18:00:24
FR 3893,D,CAGLIARI,19:45,20:45,IN RITARDO,2026-09-19 18:00:24
V7 1316,D,OLBIA,19:55,19:55,Operativo,2026-09-19 18:00:24
FR 3217,D,MANCHESTER,20:00,20:21,IN RIT,2026-09-19 18:00:24
3O 454,D,CASABLANCA,20:00,20:54,IN RITARDO,2026-09-19 18:00:24
DY 1849,D,BERGEN,20:05,20:52,IN RITARDO,2026-09-19 18:00:24
FR 2892,D,CATANIA,20:05,20:05,Operativo,2026-09-19 18:00:24
FR 3164,D,BUDAPEST,20:05,20:05,OPERATO DA BUZZ,2026-09-19 18:00:24
FR 3437,D,SOFIA,20:10,22:20,IN RITARDO,2026-09-19 18:00:24
VR 631,D,SAL - CABOVERDE,20:20,20:20,Operativo,2026-09-19 18:00:24
FR 7361,D,VIENNA,20:20,20:20,OPERATO DA LAUDA EUROPE,2026-09-19 18:00:24
FR 8800,D,IBIZA,20:25,21:00,IN RITARDO,2026-09-19 18:00:24
W4 3470,D,TIRGU MURES,20:35,20:35,Operativo,2026-09-19 18:00:24
FR 4631,D,VALENCIA,20:45,21:10,IN RITARDO,2026-09-19 18:00:24
FR 859,D,BRINDISI,20:45,21:15,IN RITARDO,2026-09-19 18:00:24
W6 4774,D,SKOPJE,20:45,20:45,Operativo,2026-09-19 18:00:24
FR 2735,D,LONDON STANSTED,20:50,20:50,Operativo,2026-09-19 18:00:24
FR 5531,D,COLOGNE,21:10,21:40,IN RITARDO,2026-09-19 18:00:24
FR 4969,D,PALERMO,21:20,22:50,IN RITARDO,2026-09-19 18:00:24
FR 484,D,DUSSELDORF - WEEZE,21:20,21:20,Operativo,2026-09-19 18:00:24
FR 3440,D,LAMEZIA,21:25,22:25,IN RITARDO,2026-09-19 18:00:24
FR 5934,D,DUBROVNIK,21:25,21:25,Operativo,2026-09-19 18:00:24
FR 4650,D,TRAPANI,21:30,21:30,Operativo,2026-09-19 18:00:24
FR 6501,D,OLBIA,21:35,22:20,IN RITARDO,2026-09-19 18:00:24
FR 4132,D,BARI,21:35,21:35,OPERATO DA MALTA AIR,2026-09-19 18:00:24
W4 5020,D,TIRANA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-19 18:00:24
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-19 18:00:24
W4 3932,D,CHISINAU,21:50,21:50,OPERATO DA WIZZAIR HUNGARY,2026-09-19 18:00:24
FR 6991,D,RABAT,22:10,22:10,OPERATO DA MALTA AIR,2026-09-19 18:00:24
W6 4508,D,VARNA,22:10,22:10,Operativo,2026-09-19 18:00:24
FR 3280,D,GDANSK - DANZICA,22:20,22:20,OPERATO DA BUZZ,2026-09-19 18:00:24
G9 696,D,SHARJAH,22:50,22:50,Operativo,2026-09-19 18:00:24
FR 8844,D,WROCLAW - BRESLAVIA,22:55,22:55,OPERATO DA BUZZ,2026-09-19 18:00:24
FR 5999,D,ZAGREB,23:05,23:05,Operativo,2026-09-19 18:00:24
FR 3408,D,KATOWICE,23:10,23:10,OPERATO DA BUZZ,2026-09-19 18:00:24
FR 3535,D,KRAKOW,23:15,00:05,IN RITARDO,2026-09-19 18:00:24
NP 322,D,CAIRO,23:30,23:30,Operativo,2026-09-19 18:00:24
FR 6086,D,KALAMATA,05:45,05:45,OPERATO DA MALTA AIR,2026-09-19 18:00:24
FR 2830,D,TENERIFE,05:50,05:50,Operativo,2026-09-19 18:00:24
FR 4475,D,BRUXELLES CHARLEROI,08:40,09:55,IN RITARDO Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-19 18:00:24
