flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 3645,Decollo,20:00,22:16,EDINBURGH20:00 | 22:16Decollato,Decollato,2026-06-04 23:00:00
FR 2739,Decollo,20:35,21:20,LONDON  STANSTED20:35 | 21:20Decollato,Decollato,2026-06-04 23:00:00
W6 1434,Decollo,20:40,21:10,WARSAW20:40 | 21:10Decollato,Decollato,2026-06-04 23:00:00
FR 3219,Decollo,20:45,22:30,MANCHESTER20:45 | 22:30Decollato,Decollato,2026-06-04 23:00:00
FR 3665,Decollo,21:05,21:27,NAPOLI21:05 | 21:27Decollato,Decollato,2026-06-04 23:00:00
FR 8844,Decollo,21:10,21:28,WROCLAW - BRESLAVIA21:10 | 21:28Decollato,Decollato,2026-06-04 23:00:00
FR 3893,Decollo,21:15,22:20,CAGLIARI21:15 | 22:20Decollato,Decollato,2026-06-04 23:00:00
DY 1847,Decollo,21:15,22:10,OSLO21:15 | 22:10Decollato,Decollato,2026-06-04 23:00:00
FR 859,Decollo,21:20,21:37,BRINDISI21:20 | 21:37Decollato,Decollato,2026-06-04 23:00:00
FR 4523,Decollo,21:20,22:47,BRUXELLES CHARLEROI21:20 | 22:47Decollato,Decollato,2026-06-04 23:00:00
W6 4774,Decollo,21:25,21:25,SKOPJE21:25 | 21:25Decollato,Decollato,2026-06-04 23:00:00
NP 224,Decollo,21:30,21:30,CAIRO21:30 | 21:30Cancellato,Cancellato,2026-06-04 23:00:00
W4 5020,Decollo,21:45,21:45,TIRANA21:45 | 21:45Decollato,Decollato,2026-06-04 23:00:00
W4 3136,Decollo,21:45,22:29,BUCHAREST BANEASA21:45 | 22:29Decollato,Decollato,2026-06-04 23:00:00
W4 3932,Decollo,21:50,22:12,CHISINAU21:50 | 22:12Decollato,Decollato,2026-06-04 23:00:00
FR 2096,Decollo,21:50,23:40,LISBON21:50 | 23:40Imbarco in corso,Imbarco in corso,2026-06-04 23:00:00
FR 3164,Decollo,22:00,22:53,BUDAPEST22:00 | 22:53Decollato,Decollato,2026-06-04 23:00:00
FR 9372,Decollo,22:05,22:46,BRNO22:05 | 22:46Decollato,Decollato,2026-06-04 23:00:00
W6 4508,Decollo,22:10,23:13,VARNA22:10 | 23:13Imbarco chiuso,Imbarco chiuso,2026-06-04 23:00:00
FR 9196,Decollo,22:15,22:15,TRAPANI22:15 | 22:15Decollato,Decollato,2026-06-04 23:00:00
FR 8479,Decollo,22:20,22:53,TIRANA22:20 | 22:53Decollato,Decollato,2026-06-04 23:00:00
G9 696,Decollo,22:50,22:50,SHARJAH22:50 | 22:50Decollato,Decollato,2026-06-04 23:00:00
FR 2992,Decollo,22:55,23:44,COPENHAGEN22:55 | 23:44Imbarco in corso,Imbarco in corso,2026-06-04 23:00:00
FR 3413,Decollo,23:25,23:25,KATOWICE23:25 | 23:25Imbarco ultima chiamata,Imbarco ultima chiamata,2026-06-04 23:00:00
W6 4124,Decollo,23:35,23:35,BELGRADE23:35 | 23:35,nan,2026-06-04 23:00:00
MT 1150,Decollo,05:00,05:00,THESSALONIKI05:00 | 05:00,nan,2026-06-04 23:00:00
FR 3593,Decollo,05:45,05:45,POZNAN05:45 | 05:45,nan,2026-06-04 23:00:00
FR 2697,Decollo,05:45,05:45,LONDON  STANSTED05:45 | 05:45,nan,2026-06-04 23:00:00
FR 2285,Decollo,05:45,05:45,NAPOLI05:45 | 05:45,nan,2026-06-04 23:00:00
FR 5139,Decollo,05:50,05:50,FARO05:50 | 05:50,nan,2026-06-04 23:00:00
FR 2107,Decollo,06:00,06:00,BUDAPEST06:00 | 06:00,nan,2026-06-04 23:00:00
FR 7324,Decollo,06:05,06:05,MALTA06:05 | 06:05,nan,2026-06-04 23:00:00
FR 2872,Decollo,06:10,06:10,VILNIUS06:10 | 06:10,nan,2026-06-04 23:00:00
FR 3528,Decollo,06:15,06:15,PRAGUE06:15 | 06:15,nan,2026-06-04 23:00:00
FR 1533,Decollo,06:25,06:25,VIENNA06:25 | 06:25,nan,2026-06-04 23:00:00
FR 3432,Decollo,06:30,06:30,PARIS BEAUVAIS06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-06-04 23:00:00
FR 4311,Decollo,06:30,06:30,ROVANIEMI06:30 | 06:30,nan,2026-06-04 23:00:00
FR 259,Decollo,06:35,06:35,BUCHAREST OTOPENI06:35 | 06:35,nan,2026-06-04 23:00:00
FR 2261,Decollo,06:40,06:40,CATANIA06:40 | 06:40Operato da Malta Air,Operato da Malta Air,2026-06-04 23:00:00
FR 3460,Decollo,06:40,06:40,EINDHOVEN06:40 | 06:40,nan,2026-06-04 23:00:00
FR 4993,Decollo,06:50,06:50,CEFALONIA06:50 | 06:50,nan,2026-06-04 23:00:00
FR 4650,Decollo,06:50,06:50,TRAPANI06:50 | 06:50,nan,2026-06-04 23:00:00
FR 6703,Decollo,07:00,07:00,SKIATHOS07:00 | 07:00,nan,2026-06-04 23:00:00
FR 3653,Decollo,07:10,07:10,BARI07:10 | 07:10Operato da Malta Air,Operato da Malta Air,2026-06-04 23:00:00
FR 076,Decollo,07:15,07:15,SEVILLA07:15 | 07:15Operato da Malta Air,Operato da Malta Air,2026-06-04 23:00:00
FR 820,Decollo,07:20,07:20,LISBON07:20 | 07:20,nan,2026-06-04 23:00:00
