callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
BZ 151,D,TEL AVIV,19:25,00:10,IMBARCO ULTIMA CHIAMATA,2026-09-25 00:00:48
FR 9372,D,BRNO,22:05,23:32,DECOLLATO,2026-09-25 00:00:48
FR 8479,D,TIRANA,22:20,00:40,IN RITARDO,2026-09-25 00:00:48
G9 696,D,SHARJAH,22:40,23:37,DECOLLATO,2026-09-25 00:00:48
FR 2992,D,COPENHAGEN,22:55,23:50,IMBARCO CHIUSO,2026-09-25 00:00:48
W6 4124,D,BELGRADE,23:35,23:35,DECOLLATO,2026-09-25 00:00:48
FR 3593,D,POZNAN,05:45,05:45,Operativo,2026-09-25 00:00:48
FR 2285,D,NAPOLI,05:45,05:45,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2697,D,LONDON STANSTED,05:45,05:45,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 5139,D,FARO,05:50,05:50,Operativo,2026-09-25 00:00:48
FR 4700,D,BARI,05:50,05:50,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2107,D,BUDAPEST,06:00,06:00,Operativo,2026-09-25 00:00:48
FR 7324,D,MALTA,06:05,06:05,Operativo,2026-09-25 00:00:48
FR 2872,D,VILNIUS,06:10,06:10,Operativo,2026-09-25 00:00:48
FR 3528,D,PRAGUE,06:15,06:15,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 1533,D,VIENNA,06:25,06:25,Operativo,2026-09-25 00:00:48
FR 3432,D,PARIS BEAUVAIS,06:30,06:30,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 4311,D,ROVANIEMI,06:30,06:30,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 259,D,BUCHAREST OTOPENI,06:35,06:35,Operativo,2026-09-25 00:00:48
FR 2261,D,CATANIA,06:40,06:40,Operativo,2026-09-25 00:00:48
FR 3460,D,EINDHOVEN,06:40,06:40,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 4650,D,TRAPANI,06:50,06:50,Operativo,2026-09-25 00:00:48
FR 4993,D,CEFALONIA,06:50,06:50,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 6703,D,SKIATHOS,07:00,07:00,Operativo,2026-09-25 00:00:48
FR 076,D,SEVILLA,07:15,07:15,Operativo,2026-09-25 00:00:48
FR 820,D,LISBON,07:20,07:20,Operativo,2026-09-25 00:00:48
FR 2293,D,PESCARA,07:20,07:20,Operativo,2026-09-25 00:00:48
C3 1210,D,LOURDES,07:20,07:20,Operativo,2026-09-25 00:00:48
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-25 00:00:48
FR 3400,D,SOFIA,07:30,07:30,OPERATO DA BUZZ,2026-09-25 00:00:48
FR 8121,D,TIRANA,07:35,07:35,Operativo,2026-09-25 00:00:48
FR 4706,D,CAGLIARI,07:55,07:55,Operativo,2026-09-25 00:00:48
FR 1417,D,LAMEZIA,08:00,08:00,OPERATO DA MALTA AIR,2026-09-25 00:00:48
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-25 00:00:48
W6 4352,D,SOFIA,08:10,08:10,OPERATO DA WIZZAIR MALTA,2026-09-25 00:00:48
FR 6149,D,PALERMO,08:10,08:10,Operativo,2026-09-25 00:00:48
FR 847,D,BARCELONA EL PRAT,08:20,08:20,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3396,D,CROTONE,08:20,08:20,Operativo,2026-09-25 00:00:48
FR 4523,D,BRUXELLES CHARLEROI,08:20,08:20,OPERATO DA MALTA AIR,2026-09-25 00:00:48
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-25 00:00:48
V7 3511,D,ASTURIAS,08:30,08:30,Operativo,2026-09-25 00:00:48
FR 2428,D,SARAJEVO,08:35,08:35,Operativo,2026-09-25 00:00:48
W6 1432,D,WARSAW,08:40,08:40,OPERATO DA WIZZAIR MALTA,2026-09-25 00:00:48
FR 9194,D,WROCLAW - BRESLAVIA,08:40,08:40,OPERATO DA BUZZ,2026-09-25 00:00:48
FR 1784,D,COPENHAGEN,09:05,09:05,Operativo,2026-09-25 00:00:48
BQ 1989,D,MOSTAR,09:10,09:10,Operativo,2026-09-25 00:00:48
FR 4402,D,ZAKINTHOS,09:25,09:25,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2864,D,BRINDISI,09:35,09:35,Operativo,2026-09-25 00:00:48
FR 3280,D,GDANSK - DANZICA,09:40,09:40,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 888,D,KRAKOW,09:55,09:55,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3502,D,ZARAGOZA,10:05,10:05,Operativo,2026-09-25 00:00:48
FR 6860,D,OSLO TORP,10:05,10:05,Operativo,2026-09-25 00:00:48
FR 410,D,LUXEMBOURG,10:10,10:10,Operativo,2026-09-25 00:00:48
D8 3751,D,COPENHAGEN,10:10,10:10,Operativo,2026-09-25 00:00:48
FR 4037,D,DUBLIN,10:25,10:25,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2878,D,STOCKHOLM,10:30,10:30,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 4132,D,BARI,10:40,10:40,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3217,D,MANCHESTER,10:45,10:45,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3319,D,BARCELONA EL PRAT,10:45,10:45,Operativo,2026-09-25 00:00:48
3O 452,D,CASABLANCA,10:50,10:50,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-25 00:00:48
BZ 151,A,TEL AVIV,19:25,00:10,IMBARCO ULTIMA CHIAMATA,2026-09-25 00:00:48
FR 9372,A,BRNO,22:05,23:32,DECOLLATO,2026-09-25 00:00:48
FR 8479,A,TIRANA,22:20,00:40,IN RITARDO,2026-09-25 00:00:48
G9 696,A,SHARJAH,22:40,23:37,DECOLLATO,2026-09-25 00:00:48
FR 2992,A,COPENHAGEN,22:55,23:50,IMBARCO CHIUSO,2026-09-25 00:00:48
W6 4124,A,BELGRADE,23:35,23:35,DECOLLATO,2026-09-25 00:00:48
FR 3593,A,POZNAN,05:45,05:45,Operativo,2026-09-25 00:00:48
FR 2285,A,NAPOLI,05:45,05:45,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2697,A,LONDON STANSTED,05:45,05:45,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 5139,A,FARO,05:50,05:50,Operativo,2026-09-25 00:00:48
FR 4700,A,BARI,05:50,05:50,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2107,A,BUDAPEST,06:00,06:00,Operativo,2026-09-25 00:00:48
FR 7324,A,MALTA,06:05,06:05,Operativo,2026-09-25 00:00:48
FR 2872,A,VILNIUS,06:10,06:10,Operativo,2026-09-25 00:00:48
FR 3528,A,PRAGUE,06:15,06:15,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 1533,A,VIENNA,06:25,06:25,Operativo,2026-09-25 00:00:48
FR 3432,A,PARIS BEAUVAIS,06:30,06:30,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 4311,A,ROVANIEMI,06:30,06:30,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 259,A,BUCHAREST OTOPENI,06:35,06:35,Operativo,2026-09-25 00:00:48
FR 2261,A,CATANIA,06:40,06:40,Operativo,2026-09-25 00:00:48
FR 3460,A,EINDHOVEN,06:40,06:40,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 4650,A,TRAPANI,06:50,06:50,Operativo,2026-09-25 00:00:48
FR 4993,A,CEFALONIA,06:50,06:50,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 6703,A,SKIATHOS,07:00,07:00,Operativo,2026-09-25 00:00:48
FR 076,A,SEVILLA,07:15,07:15,Operativo,2026-09-25 00:00:48
FR 820,A,LISBON,07:20,07:20,Operativo,2026-09-25 00:00:48
FR 2293,A,PESCARA,07:20,07:20,Operativo,2026-09-25 00:00:48
C3 1210,A,LOURDES,07:20,07:20,Operativo,2026-09-25 00:00:48
W4 3132,A,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-25 00:00:48
FR 3400,A,SOFIA,07:30,07:30,OPERATO DA BUZZ,2026-09-25 00:00:48
FR 8121,A,TIRANA,07:35,07:35,Operativo,2026-09-25 00:00:48
FR 4706,A,CAGLIARI,07:55,07:55,Operativo,2026-09-25 00:00:48
FR 1417,A,LAMEZIA,08:00,08:00,OPERATO DA MALTA AIR,2026-09-25 00:00:48
W4 3672,A,IASI,08:00,08:00,Operativo,2026-09-25 00:00:48
W6 4352,A,SOFIA,08:10,08:10,OPERATO DA WIZZAIR MALTA,2026-09-25 00:00:48
FR 6149,A,PALERMO,08:10,08:10,Operativo,2026-09-25 00:00:48
FR 847,A,BARCELONA EL PRAT,08:20,08:20,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3396,A,CROTONE,08:20,08:20,Operativo,2026-09-25 00:00:48
FR 4523,A,BRUXELLES CHARLEROI,08:20,08:20,OPERATO DA MALTA AIR,2026-09-25 00:00:48
W4 3382,A,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-25 00:00:48
V7 3511,A,ASTURIAS,08:30,08:30,Operativo,2026-09-25 00:00:48
FR 2428,A,SARAJEVO,08:35,08:35,Operativo,2026-09-25 00:00:48
W6 1432,A,WARSAW,08:40,08:40,OPERATO DA WIZZAIR MALTA,2026-09-25 00:00:48
FR 9194,A,WROCLAW - BRESLAVIA,08:40,08:40,OPERATO DA BUZZ,2026-09-25 00:00:48
FR 1784,A,COPENHAGEN,09:05,09:05,Operativo,2026-09-25 00:00:48
BQ 1989,A,MOSTAR,09:10,09:10,Operativo,2026-09-25 00:00:48
FR 4402,A,ZAKINTHOS,09:25,09:25,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2864,A,BRINDISI,09:35,09:35,Operativo,2026-09-25 00:00:48
FR 3280,A,GDANSK - DANZICA,09:40,09:40,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 888,A,KRAKOW,09:55,09:55,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3502,A,ZARAGOZA,10:05,10:05,Operativo,2026-09-25 00:00:48
FR 6860,A,OSLO TORP,10:05,10:05,Operativo,2026-09-25 00:00:48
FR 410,A,LUXEMBOURG,10:10,10:10,Operativo,2026-09-25 00:00:48
D8 3751,A,COPENHAGEN,10:10,10:10,Operativo,2026-09-25 00:00:48
FR 4037,A,DUBLIN,10:25,10:25,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 2878,A,STOCKHOLM,10:30,10:30,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 4132,A,BARI,10:40,10:40,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3217,A,MANCHESTER,10:45,10:45,OPERATO DA MALTA AIR,2026-09-25 00:00:48
FR 3319,A,BARCELONA EL PRAT,10:45,10:45,Operativo,2026-09-25 00:00:48
3O 452,A,CASABLANCA,10:50,10:50,"× Utilizziamo cookie tecnici e, previo consenso, di profilazione, anche di terze parti, per raccogliere informazioni statistiche sulla navigazione del sito e per mostrarti messaggi pubblicitari personalizzati e in linea con le tue preferenze, al fine di inviare messaggi pubblicitari ovvero di modulare la fornitura del servizio in modo personalizzato. Per maggiori informazioni sull’uso dei cookie, visualizza l’Informativa cookie oppure GESTISCI le tue preferenze scegliendo quali cookie installare. Cliccando su “Accetta” acconsenti all’installazione di tutti i cookie. Cliccando sulla “X” verranno salvate le impostazioni di default e dunque la continuazione della navigazione avverrà in assenza di cookie o altri strumenti di tracciamento non tecnici o non strettamente necessari. NECESSARI ESPERIENZA MISURAZIONE MARKETING Gestisci Rifiuta tutto Accetta tutto Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/",2026-09-25 00:00:48
