flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
SM 822,Decollo,17:15,21:53,SHARM EL SHEIKH17:15 | 21:53Decollato,Decollato,2026-07-05 23:00:00
FR 6451,Decollo,20:10,22:58,PALERMO20:10 | 22:58Imbarco chiuso,Imbarco chiuso,2026-07-05 23:00:00
W4 3608,Decollo,20:30,21:55,SUCEAVA20:30 | 21:55Decollato,Decollato,2026-07-05 23:00:00
W6 1434,Decollo,20:40,21:20,WARSAW20:40 | 21:20Decollato,Decollato,2026-07-05 23:00:00
FR 6304,Decollo,20:55,23:25,BARCELONA EL PRAT20:55 | 23:25Imbarco ultima chiamata,Imbarco ultima chiamata,2026-07-05 23:00:00
FR 5092,Decollo,21:00,21:26,LAMEZIA21:00 | 21:26Decollato,Decollato,2026-07-05 23:00:00
FR 6651,Decollo,21:05,21:05,CATANIA21:05 | 21:05Decollato,Decollato,2026-07-05 23:00:00
W6 4774,Decollo,21:10,21:40,SKOPJE21:10 | 21:40Decollato,Decollato,2026-07-05 23:00:00
FR 3893,Decollo,21:20,21:40,CAGLIARI21:20 | 21:40Decollato,Decollato,2026-07-05 23:00:00
NP 222,Decollo,21:30,03:55,CAIRO21:30 | 03:55In ritardo,In ritardo,2026-07-05 23:00:00
FR 2087,Decollo,21:30,23:30,LISBON21:30 | 23:30Imbarco in corso,Imbarco in corso,2026-07-05 23:00:00
W4 6313,Decollo,21:30,22:54,MADRID21:30 | 22:54Imbarco chiuso,Imbarco chiuso,2026-07-05 23:00:00
FR 4786,Decollo,21:40,22:13,SALERNO21:40 | 22:13Decollato,Decollato,2026-07-05 23:00:00
FR 2990,Decollo,21:40,22:28,COPENHAGEN21:40 | 22:28Decollato,Decollato,2026-07-05 23:00:00
W4 3136,Decollo,21:45,21:45,BUCHAREST BANEASA21:45 | 21:45Decollato,Decollato,2026-07-05 23:00:00
FR 4681,Decollo,21:45,22:06,STOCKHOLM21:45 | 22:06Decollato,Decollato,2026-07-05 23:00:00
