callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 6149,D,PALERMO,16:40,18:00,IMBARCO CHIUSO,2026-09-17 18:00:35
FR 8800,D,IBIZA,16:55,18:13,IMBARCO IN CORSO,2026-09-17 18:00:35
FR 4663,D,VALENCIA,17:05,18:31,IMBARCO IN CORSO,2026-09-17 18:00:35
FR 4475,D,BRUXELLES CHARLEROI,17:15,19:11,IN RITARDO,2026-09-17 18:00:35
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:55,DECOLLATO,2026-09-17 18:00:35
FR 3559,D,BRISTOL,17:15,18:02,IMBARCO ULTIMA CHIAMATA,2026-09-17 18:00:35
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:55,DECOLLATO,2026-09-17 18:00:35
FR 3587,D,OSLO TORP,17:20,18:01,IMBARCO ULTIMA CHIAMATA,2026-09-17 18:00:35
FR 4667,D,BARI,17:25,18:15,IMBARCO ULTIMA CHIAMATA,2026-09-17 18:00:35
FR 7976,D,KOS,17:45,18:27,IMBARCO IN CORSO,2026-09-17 18:00:35
FR 8421,D,TIRANA,17:55,17:55,IMBARCO ULTIMA CHIAMATA,2026-09-17 18:00:35
FR 3402,D,MARRAKECH,17:55,18:55,IN RITARDO,2026-09-17 18:00:35
FR 2735,D,LONDON STANSTED,18:00,18:00,IMBARCO IN CORSO,2026-09-17 18:00:35
XZ 2223,D,FOGGIA,18:10,18:10,IMBARCO CHIUSO,2026-09-17 18:00:35
FR 2876,D,BRINDISI,18:10,18:10,IMBARCO IN CORSO,2026-09-17 18:00:35
FR 3440,D,LAMEZIA,18:15,19:04,IN RITARDO,2026-09-17 18:00:35
FR 8511,D,BENI MELLAL,18:20,18:20,IMBARCO IN CORSO,2026-09-17 18:00:35
FR 3593,D,POZNAN,18:20,18:20,IMBARCO IN CORSO,2026-09-17 18:00:35
FR 6175,D,CATANIA,18:40,20:35,IN RITARDO,2026-09-17 18:00:35
FR 3210,D,SANTORINI / THIRA,18:45,19:45,IN RITARDO,2026-09-17 18:00:35
FR 3280,D,GDANSK - DANZICA,19:00,20:00,IN RITARDO,2026-09-17 18:00:35
FR 4698,D,TRAPANI,19:00,19:00,Operativo,2026-09-17 18:00:35
FR 4037,D,DUBLIN,19:20,19:20,Operativo,2026-09-17 18:00:35
FR 3535,D,KRAKOW,19:25,20:25,IN RITARDO,2026-09-17 18:00:35
BZ 151,D,TEL AVIV,19:25,19:25,Operativo,2026-09-17 18:00:35
FR 8801,D,IBIZA,19:30,19:55,IN RITARDO,2026-09-17 18:00:35
FR 5120,D,MADRID,19:30,19:30,Operativo,2026-09-17 18:00:35
FR 413,D,THESSALONIKI,19:55,20:25,IN RITARDO,2026-09-17 18:00:35
FR 3300,D,VITORIA,20:00,20:30,IN RITARDO,2026-09-17 18:00:35
D8 2941,D,HELSINKI,20:15,20:15,Operativo,2026-09-17 18:00:35
FR 3501,D,PARIS BEAUVAIS,20:25,20:25,Operativo,2026-09-17 18:00:35
FR 7361,D,VIENNA,20:30,20:30,OPERATO DA LAUDA EUROPE,2026-09-17 18:00:35
FR 2739,D,LONDON STANSTED,20:35,21:30,IN RITARDO,2026-09-17 18:00:35
W4 3470,D,TIRGU MURES,20:35,20:35,OPERATO DA WIZZAIR HUNGARY,2026-09-17 18:00:35
W4 3608,D,SUCEAVA,20:35,20:35,OPERATO DA WIZZAIR HUNGARY,2026-09-17 18:00:35
W6 1434,D,WARSAW,20:40,20:40,Operativo,2026-09-17 18:00:35
FR 3219,D,MANCHESTER,20:45,20:45,Operativo,2026-09-17 18:00:35
FR 4969,D,PALERMO,20:50,22:00,IN RITARDO,2026-09-17 18:00:35
FR 3665,D,NAPOLI,21:05,22:00,IN RITARDO,2026-09-17 18:00:35
FR 8844,D,WROCLAW - BRESLAVIA,21:10,22:10,IN RITARDO,2026-09-17 18:00:35
FR 3893,D,CAGLIARI,21:15,21:50,IN RITARDO,2026-09-17 18:00:35
DY 1847,D,OSLO,21:15,21:45,IN RITARDO,2026-09-17 18:00:35
FR 859,D,BRINDISI,21:20,21:20,Operativo,2026-09-17 18:00:35
FR 4523,D,BRUXELLES CHARLEROI,21:20,21:20,CANCELLATO,2026-09-17 18:00:35
W6 4774,D,SKOPJE,21:25,21:25,Operativo,2026-09-17 18:00:35
NP 224,D,CAIRO,21:30,21:30,Operativo,2026-09-17 18:00:35
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,Operativo,2026-09-17 18:00:35
W4 5020,D,TIRANA,21:45,23:10,OPERATO DA WIZZAIR HUNGARY,2026-09-17 18:00:35
W4 3932,D,CHISINAU,21:50,21:50,Operativo,2026-09-17 18:00:35
FR 2096,D,LISBON,21:50,21:50,Operativo,2026-09-17 18:00:35
FR 3164,D,BUDAPEST,22:00,22:00,OPERATO DA BUZZ,2026-09-17 18:00:35
W4 3382,D,CLUJ-NAPOCA,22:00,22:00,Operativo,2026-09-17 18:00:35
FR 9372,D,BRNO,22:05,22:50,IN RITARDO,2026-09-17 18:00:35
W6 4508,D,VARNA,22:10,22:10,Operativo,2026-09-17 18:00:35
FR 9196,D,TRAPANI,22:15,22:15,Operativo,2026-09-17 18:00:35
FR 8479,D,TIRANA,22:20,22:20,OPERATO DA BUZZ,2026-09-17 18:00:35
G9 696,D,SHARJAH,22:50,22:50,Operativo,2026-09-17 18:00:35
FR 2992,D,COPENHAGEN,22:55,22:55,Operativo,2026-09-17 18:00:35
FR 3413,D,KATOWICE,23:25,23:25,OPERATO DA BUZZ,2026-09-17 18:00:35
W6 4124,D,BELGRADE,23:35,23:35,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-17 18:00:35
