flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
W6 1434,Decollo,20:30,21:40,WARSAW20:30 | 21:40Decollato,Decollato,2026-01-28 23:00:00
FR 1784,Decollo,21:00,21:47,COPENHAGEN21:00 | 21:47Decollato,Decollato,2026-01-28 23:00:00
FR 3164,Decollo,21:30,21:58,BUDAPEST21:30 | 21:58Decollato,Decollato,2026-01-28 23:00:00
FR 888,Decollo,22:05,22:05,KRAKOW22:05 | 22:05Decollato,Decollato,2026-01-28 23:00:00
FR 3142,Decollo,22:05,22:05,BARCELONA EL PRAT22:05 | 22:05Decollato,Decollato,2026-01-28 23:00:00
W4 5020,Decollo,22:25,22:25,TIRANA22:25 | 22:25Decollato,Decollato,2026-01-28 23:00:00
FZ 1572,Decollo,23:00,23:00,DUBAI23:00 | 23:00Imbarco chiuso,Imbarco chiuso,2026-01-28 23:00:00
EK 2415,Decollo,23:00,23:00,DUBAI23:00 | 23:00Imbarco chiuso,Imbarco chiuso,2026-01-28 23:00:00
FR 4037,Decollo,05:45,05:45,DUBLIN05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-01-28 23:00:00
FR 1417,Decollo,06:10,06:10,LAMEZIA06:10 | 06:10Operato da Malta Air,Operato da Malta Air,2026-01-28 23:00:00
FR 076,Decollo,06:15,06:15,SEVILLA06:15 | 06:15,nan,2026-01-28 23:00:00
FR 2697,Decollo,06:20,06:20,LONDON  STANSTED06:20 | 06:20,nan,2026-01-28 23:00:00
FR 2872,Decollo,06:30,06:30,VILNIUS06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-01-28 23:00:00
FR 2830,Decollo,06:30,06:30,TENERIFE06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-01-28 23:00:00
FR 259,Decollo,06:35,06:35,BUCHAREST OTOPENI06:35 | 06:35Operato da Malta Air,Operato da Malta Air,2026-01-28 23:00:00
FR 3659,Decollo,06:40,06:40,BRUXELLES CHARLEROI06:40 | 06:40,nan,2026-01-28 23:00:00
