callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3217,D,MANCHESTER,11:20,11:49,DECOLLATO,2026-09-16 12:00:23
FR 3210,D,SANTORINI / THIRA,11:35,12:10,IMBARCO ULTIMA CHIAMATA,2026-09-16 12:00:23
FR 2864,D,BRINDISI,12:00,12:00,IMBARCO CHIUSO,2026-09-16 12:00:23
FR 3561,D,NAPOLI,12:05,12:05,IMBARCO CHIUSO,2026-09-16 12:00:23
H7 484,D,CHISINAU,12:20,12:20,IMBARCO ULTIMA CHIAMATA,2026-09-16 12:00:23
FR 4523,D,BRUXELLES CHARLEROI,12:20,12:40,IN RITARDO,2026-09-16 12:00:23
E5 543,D,CAIRO,12:20,12:20,IMBARCO ULTIMA CHIAMATA,2026-09-16 12:00:23
FR 1319,D,ATHENS,12:25,12:50,IN RITARDO,2026-09-16 12:00:23
FR 9095,D,GDANSK - DANZICA,12:25,12:54,IN RITARDO,2026-09-16 12:00:23
VF 062,D,ISTANBUL S. GOKCEN,12:45,12:45,Operativo,2026-09-16 12:00:23
FR 8800,D,IBIZA,12:50,12:50,Operativo,2026-09-16 12:00:23
FR 1853,D,MARSEILLE,12:50,12:50,Operativo,2026-09-16 12:00:23
FR 3480,D,CAGLIARI,13:00,13:00,Operativo,2026-09-16 12:00:23
FR 3587,D,OSLO TORP,13:05,13:52,IN RITARDO,2026-09-16 12:00:23
G9 794,D,SHARJAH,13:20,13:20,Operativo,2026-09-16 12:00:23
3O 458,D,CASABLANCA,13:35,13:35,Operativo,2026-09-16 12:00:23
EK 2141,D,DUBAI,13:40,13:40,Operativo,2026-09-16 12:00:23
FZ 1574,D,DUBAI,13:40,13:40,Operativo,2026-09-16 12:00:23
DY 1843,D,STAVANGER,13:45,13:45,Operativo,2026-09-16 12:00:23
DY 1849,D,BERGEN,13:45,13:45,Operativo,2026-09-16 12:00:23
FR 3867,D,POZNAN,13:50,14:25,IN RITARDO,2026-09-16 12:00:23
FR 2739,D,LONDON STANSTED,14:10,14:10,OPERATO DA MALTA AIR,2026-09-16 12:00:23
NO 9106,D,BARI,14:15,14:15,Operativo,2026-09-16 12:00:23
FR 5139,D,FARO,14:15,14:15,Operativo,2026-09-16 12:00:23
FR 3450,D,TANGIER,14:25,14:25,Operativo,2026-09-16 12:00:23
FR 1903,D,VARSAVIA MODLIN,14:30,14:30,OPERATO DA BUZZ,2026-09-16 12:00:23
FR 3645,D,EDINBURGH,14:30,14:30,OPERATO DA MALTA AIR,2026-09-16 12:00:23
FR 2289,D,PALERMO,14:30,14:30,Operativo,2026-09-16 12:00:23
FR 3112,D,IASI,14:45,14:45,OPERATO DA MALTA AIR,2026-09-16 12:00:23
FR 3530,D,PRAGUE,14:55,14:55,OPERATO DA MALTA AIR,2026-09-16 12:00:23
W4 3772,D,CRAIOVA,15:20,15:55,IN RITARDO,2026-09-16 12:00:23
FR 5531,D,COLOGNE,15:30,15:30,Operativo,2026-09-16 12:00:23
FR 5655,D,PALMA DE MALLORCA,15:35,15:35,OPERATO DA LAUDA EUROPE,2026-09-16 12:00:23
W4 5018,D,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-16 12:00:23
FR 6354,D,BARCELONA EL PRAT,15:45,15:45,Operativo,2026-09-16 12:00:23
FR 1417,D,LAMEZIA,15:55,15:55,Operativo,2026-09-16 12:00:23
XZ 354,D,TRIPOLI,16:00,16:00,Operativo,2026-09-16 12:00:23
FR 1176,D,MENORCA,16:00,16:00,Operativo,2026-09-16 12:00:23
FR 5113,D,CROTONE,16:05,16:05,Operativo,2026-09-16 12:00:23
FR 865,D,BUCHAREST OTOPENI,16:15,16:15,Operativo,2026-09-16 12:00:23
FR 219,D,ALICANTE,16:15,16:15,Operativo,2026-09-16 12:00:23
FR 4037,D,DUBLIN,16:15,16:15,Operativo,2026-09-16 12:00:23
FR 8355,D,TIRANA,16:25,16:25,OPERATO DA BUZZ,2026-09-16 12:00:23
FR 5934,D,DUBROVNIK,16:25,16:25,OPERATO DA BUZZ,2026-09-16 12:00:23
FR 5102,D,BIRMINGHAM,16:30,16:30,OPERATO DA MALTA AIR,2026-09-16 12:00:23
FR 2876,D,BRINDISI,16:45,16:45,OPERATO DA MALTA AIR,2026-09-16 12:00:23
FR 4475,D,BRUXELLES CHARLEROI,16:55,16:55,Operativo,2026-09-16 12:00:23
FR 6149,D,PALERMO,16:55,16:55,Operativo,2026-09-16 12:00:23
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-16 12:00:23
V7 1316,D,OLBIA,17:15,17:15,Operativo,2026-09-16 12:00:23
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-16 12:00:23
FR 3649,D,PAPHOS,17:20,17:20,Operativo,2026-09-16 12:00:23
FR 413,D,THESSALONIKI,17:45,17:45,OPERATO DA MALTA AIR,2026-09-16 12:00:23
