callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
NP 222,D,CAIRO,21:30,00:05,IMBARCO CHIUSO,2026-09-26 00:01:42
FR 9408,D,FEZ,22:20,23:57,DECOLLATO,2026-09-26 00:01:42
FR 3657,D,EDINBURGH,22:45,23:40,DECOLLATO,2026-09-26 00:01:42
W4 5020,D,TIRANA,23:00,00:49,IN RITARDO,2026-09-26 00:01:42
FR 8355,D,TIRANA,23:10,23:40,IMBARCO CH,2026-09-26 00:01:42
3O 456,D,CASABLANCA,23:30,23:30,IMBARCO CHIUSO,2026-09-26 00:01:42
FR 3408,D,KATOWICE,23:35,23:35,DECOLLATO,2026-09-26 00:01:42
W6 4124,D,BELGRADE,23:40,23:40,IMBARCO CHIUSO,2026-09-26 00:01:42
FR 2254,D,ALGHERO,05:45,05:45,Operativo,2026-09-26 00:01:42
FR 2669,D,BERLIN,05:45,05:45,Operativo,2026-09-26 00:01:42
FR 5139,D,FARO,05:50,05:50,Operativo,2026-09-26 00:01:42
FR 3659,D,BRUXELLES CHARLEROI,05:55,05:55,Operativo,2026-09-26 00:01:42
FR 6178,D,FUERTEVENTURA,05:55,05:55,OPERATO DA MALTA AIR,2026-09-26 00:01:42
FR 3545,D,FEZ,06:00,06:00,OPERATO DA MALTA AIR,2026-09-26 00:01:42
FR 8334,D,IBIZA,06:00,06:00,Operativo,2026-09-26 00:01:42
FR 9196,D,TRAPANI,06:05,06:05,Operativo,2026-09-26 00:01:42
FR 1176,D,MENORCA,06:05,06:05,OPERATO DA MALTA AIR,2026-09-26 00:01:42
FR 3142,D,BARCELONA EL PRAT,06:10,06:10,OPERATO DA MALTA AIR,2026-09-26 00:01:42
MT 1160,D,LAMPEDUSA,06:15,06:15,Operativo,2026-09-26 00:01:42
FR 2285,D,NAPOLI,06:20,06:20,Operativo,2026-09-26 00:01:42
FR 5120,D,MADRID,06:20,06:20,Operativo,2026-09-26 00:01:42
FR 3593,D,POZNAN,06:30,06:30,OPERATO DA MALTA AIR,2026-09-26 00:01:42
FR 3528,D,PRAGUE,06:30,06:30,Operativo,2026-09-26 00:01:42
FR 8121,D,TIRANA,06:35,06:35,Operativo,2026-09-26 00:01:42
FR 1417,D,LAMEZIA,06:45,06:45,Operativo,2026-09-26 00:01:42
FR 2261,D,CATANIA,06:45,06:45,Operativo,2026-09-26 00:01:42
FR 3400,D,SOFIA,06:45,06:45,Operativo,2026-09-26 00:01:42
FR 1746,D,KNOCK,07:20,07:20,Operativo,2026-09-26 00:01:42
