callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 2892,D,CATANIA,20:05,20:05,Operativo,2026-09-23 18:00:25
FR 3501,D,PARIS BEAUVAIS,20:10,20:10,Operativo,2026-09-23 18:00:25
FR 3665,D,NAPOLI,20:10,20:10,Operativo,2026-09-23 18:00:25
FR 859,D,BRINDISI,20:15,20:33,IN RITARDO,2026-09-23 18:00:25
FR 3506,D,ALICANTE,20:25,20:25,Operativo,2026-09-23 18:00:25
FR 3504,D,KRAKOW,20:25,20:25,OPERATO DA MALTA AIR,2026-09-23 18:00:25
W4 3608,D,SUCEAVA,20:30,20:30,OPERATO DA WIZZAIR HUNGARY,2026-09-23 18:00:25
FR 4235,D,VILNIUS,20:35,20:35,OPERATO DA BUZZ,2026-09-23 18:00:25
W6 1434,D,WARSAW,20:40,20:40,OPERATO DA WIZZAIR MALTA,2026-09-23 18:00:25
FR 5092,D,LAMEZIA,20:50,20:50,Operativo,2026-09-23 18:00:25
FR 2254,D,ALGHERO,20:50,20:50,OPERATO DA MALTA AIR,2026-09-23 18:00:25
FR 8349,D,TIRANA,20:55,20:55,OPERATO DA MALTA AIR,2026-09-23 18:00:25
FR 3341,D,VARSAVIA MODLIN,21:10,21:10,OPERATO DA BUZZ,2026-09-23 18:00:25
FR 484,D,DUSSELDORF - WEEZE,21:20,21:20,Operativo,2026-09-23 18:00:25
FR 4969,D,PALERMO,21:25,21:25,OPERATO DA MALTA AIR,2026-09-23 18:00:25
FR 3219,D,MANCHESTER,21:30,21:55,IN RITARDO,2026-09-23 18:00:25
NP 222,D,CAIRO,21:30,21:30,Operativo,2026-09-23 18:00:25
FR 7324,D,MALTA,21:35,21:35,Operativo,2026-09-23 18:00:25
FR 4132,D,BARI,21:45,21:45,Operativo,2026-09-23 18:00:25
W4 3136,D,BUCHAREST BANEASA,21:45,21:45,OPERATO DA WIZZAIR HUNGARY,2026-09-23 18:00:25
E5 545,D,CAIRO,22:00,22:00,Operativo,2026-09-23 18:00:25
FR 6501,D,OLBIA,22:10,22:10,Operativo,2026-09-23 18:00:25
FR 2992,D,COPENHAGEN,22:15,22:15,Operativo,2026-09-23 18:00:25
W4 3552,D,TIMISOARA,22:20,22:20,Operativo,2026-09-23 18:00:25
FR 2293,D,PESCARA,22:25,22:25,Operativo,2026-09-23 18:00:25
FR 7361,D,VIENNA,22:25,22:25,OPERATO DA LAUDA EUROPE,2026-09-23 18:00:25
FR 9196,D,TRAPANI,22:35,22:35,Operativo,2026-09-23 18:00:25
FR 4188,D,LONDON STANSTED,22:40,22:40,OPERATO DA MALTA AIR,2026-09-23 18:00:25
FR 5148,D,ZADAR,22:45,22:45,OPERATO DA LAUDA EUROPE,2026-09-23 18:00:25
W6 4124,D,BELGRADE,23:35,23:35,OPERATO DA WIZZAIR MALTA,2026-09-23 18:00:25
FR 6846,D,LIVERPOOL,23:40,23:40,Operativo,2026-09-23 18:00:25
FR 1703,D,NOTTINGHAM EAST MIDLANDS,23:40,23:40,OPERATO DA MALTA AIR,2026-09-23 18:00:25
NO 2474,D,DAKAR,02:10,02:10,Operativo,2026-09-23 18:00:25
FR 9065,D,ALICANTE,05:45,05:45,Operativo,2026-09-23 18:00:25
FR 3528,D,PRAGUE,05:45,05:45,OPERATO DA MALTA AIR,2026-09-23 18:00:25
FR 3432,D,PARIS BEAUVAIS,05:45,05:45,Operativo,2026-09-23 18:00:25
FR 2261,D,CATANIA,05:50,05:50,Operativo,2026-09-23 18:00:25
FR 2830,D,TENERIFE,05:50,05:50,OPERATO DA MALTA AIR,2026-09-23 18:00:25
FR 3200,D,CAGLIARI,05:50,05:50,Operativo,2026-09-23 18:00:25
FR 5655,D,PALMA DE MALLORCA,05:55,05:55,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-23 18:00:25
