flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
W4 3608,Decollo,20:30,21:48,SUCEAVA20:30 | 21:48Decollato,Decollato,2026-04-15 23:00:00
FR 484,Decollo,21:20,21:20,DUSSELDORF - WEEZE21:20 | 21:20Decollato,Decollato,2026-04-15 23:00:00
FR 4969,Decollo,21:25,21:25,PALERMO21:25 | 21:25Decollato,Decollato,2026-04-15 23:00:00
FR 3219,Decollo,21:30,21:30,MANCHESTER21:30 | 21:30Decollato,Decollato,2026-04-15 23:00:00
FR 3341,Decollo,21:30,21:30,VARSAVIA MODLIN21:30 | 21:30Decollato,Decollato,2026-04-15 23:00:00
NP 222,Decollo,21:30,21:30,CAIRO21:30 | 21:30Decollato,Decollato,2026-04-15 23:00:00
FR 7324,Decollo,21:35,22:11,MALTA21:35 | 22:11Decollato,Decollato,2026-04-15 23:00:00
W4 5020,Decollo,21:45,22:32,TIRANA21:45 | 22:32Decollato,Decollato,2026-04-15 23:00:00
FR 4132,Decollo,21:45,22:08,BARI21:45 | 22:08Decollato,Decollato,2026-04-15 23:00:00
W4 3136,Decollo,21:45,22:07,BUCHAREST BANEASA21:45 | 22:07Decollato,Decollato,2026-04-15 23:00:00
E5 545,Decollo,22:00,22:21,CAIRO22:00 | 22:21Decollato,Decollato,2026-04-15 23:00:00
W4 3830,Decollo,22:00,23:01,SIBIU22:00 | 23:01Imbarco chiuso,Imbarco chiuso,2026-04-15 23:00:00
FR 6501,Decollo,22:10,22:10,OLBIA22:10 | 22:10Decollato,Decollato,2026-04-15 23:00:00
FR 2992,Decollo,22:15,22:15,COPENHAGEN22:15 | 22:15Decollato,Decollato,2026-04-15 23:00:00
W4 3552,Decollo,22:20,22:58,TIMISOARA22:20 | 22:58Imbarco chiuso,Imbarco chiuso,2026-04-15 23:00:00
FR 2293,Decollo,22:25,22:25,PESCARA22:25 | 22:25Decollato,Decollato,2026-04-15 23:00:00
FR 7361,Decollo,22:25,00:05,VIENNA22:25 | 00:05In ritardo,In ritardo,2026-04-15 23:00:00
FR 9196,Decollo,22:35,22:35,TRAPANI22:35 | 22:35Decollato,Decollato,2026-04-15 23:00:00
FR 4188,Decollo,22:40,22:40,LONDON  STANSTED22:40 | 22:40Decollato,Decollato,2026-04-15 23:00:00
FR 9429,Decollo,23:15,23:15,DUBLIN23:15 | 23:15Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-15 23:00:00
FR 6651,Decollo,23:25,23:25,CATANIA23:25 | 23:25Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-15 23:00:00
W6 4124,Decollo,23:35,23:35,BELGRADE23:35 | 23:35,nan,2026-04-15 23:00:00
FR 6846,Decollo,23:40,23:40,LIVERPOOL23:40 | 23:40Imbarco in corso,Imbarco in corso,2026-04-15 23:00:00
FR 1703,Decollo,23:40,23:40,NOTTINGHAM EAST MIDLANDS23:40 | 23:40Imbarco in corso,Imbarco in corso,2026-04-15 23:00:00
FR 3432,Decollo,05:45,05:45,PARIS BEAUVAIS05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-04-15 23:00:00
FR 3528,Decollo,05:45,05:45,PRAGUE05:45 | 05:45,nan,2026-04-15 23:00:00
FR 2261,Decollo,05:50,05:50,CATANIA05:50 | 05:50,nan,2026-04-15 23:00:00
FR 3200,Decollo,05:50,05:50,CAGLIARI05:50 | 05:50,nan,2026-04-15 23:00:00
FR 2830,Decollo,05:50,05:50,TENERIFE05:50 | 05:50,nan,2026-04-15 23:00:00
FR 3400,Decollo,05:55,05:55,SOFIA05:55 | 05:55Operato da Malta Air,Operato da Malta Air,2026-04-15 23:00:00
FR 5655,Decollo,05:55,05:55,PALMA DE MALLORCA05:55 | 05:55,nan,2026-04-15 23:00:00
FR 8121,Decollo,06:00,06:00,TIRANA06:00 | 06:00,nan,2026-04-15 23:00:00
FR 266,Decollo,06:05,06:05,FUERTEVENTURA06:05 | 06:05Operato da Malta Air,Operato da Malta Air,2026-04-15 23:00:00
FR 2289,Decollo,06:20,06:20,PALERMO06:20 | 06:20,nan,2026-04-15 23:00:00
FR 3653,Decollo,06:20,06:20,BARI06:20 | 06:20,nan,2026-04-15 23:00:00
FR 410,Decollo,06:20,06:20,LUXEMBOURG06:20 | 06:20,nan,2026-04-15 23:00:00
FR 6854,Decollo,06:25,06:25,HELSINKI06:25 | 06:25,nan,2026-04-15 23:00:00
FR 5999,Decollo,06:30,06:30,ZAGREB06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-04-15 23:00:00
FR 9065,Decollo,06:30,06:30,ALICANTE06:30 | 06:30,nan,2026-04-15 23:00:00
FR 497,Decollo,06:35,06:35,VALENCIA06:35 | 06:35Operato da Malta Air,Operato da Malta Air,2026-04-15 23:00:00
FR 2878,Decollo,06:45,06:45,STOCKHOLM06:45 | 06:45Operato da Malta Air,Operato da Malta Air,2026-04-15 23:00:00
FR 2285,Decollo,07:10,07:10,NAPOLI07:10 | 07:10,nan,2026-04-15 23:00:00
FR 259,Decollo,07:20,07:20,BUCHAREST OTOPENI07:20 | 07:20,nan,2026-04-15 23:00:00
FR 1853,Decollo,07:25,07:25,MARSEILLE07:25 | 07:25,nan,2026-04-15 23:00:00
