timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-21 01:20:31,RYR3251,4d2382,RWY 28,Atterraggio,Est -> Ovest,167,284.88,1.8,Malta,2026-09-20
2026-09-21 01:32:38,MASBA,424c9d,RWY 28,Atterraggio,Est -> Ovest,175,284.96,1.83,United Kingdom,2026-09-20
2026-09-21 01:32:38,RYR84GY,4caeca,RWY 28,Atterraggio,Est -> Ovest,167,284.91,1.82,Ireland,2026-09-20
2026-09-21 01:36:40,RYR58SV,4cae6d,RWY 28,Atterraggio,Est -> Ovest,167,284.6,1.87,Ireland,2026-09-20
2026-09-21 02:03:17,SRR6402,45cf24,RWY 28,Atterraggio,Est -> Ovest,175,284.88,1.85,Denmark,2026-09-20
2026-09-21 02:05:18,RYR1YJ,4caf29,RWY 28,Atterraggio,Est -> Ovest,167,284.59,1.87,Ireland,2026-09-20
2026-09-21 02:21:30,RYR5DN,4ca769,RWY 28,Atterraggio,Est -> Ovest,167,284.69,1.87,Ireland,2026-09-20
2026-09-21 02:27:33,RYR6SA,4ca568,RWY 28,Atterraggio,Est -> Ovest,167,284.74,1.83,Ireland,2026-09-20
2026-09-21 02:41:46,BOH211,49d665,RWY 28,Atterraggio,Est -> Ovest,190,285.16,1.8,Czech Republic,2026-09-20
2026-09-21 02:53:56,SRR6498,45cf23,RWY 28,Atterraggio,Est -> Ovest,175,285.08,1.83,Denmark,2026-09-20
2026-09-21 03:02:01,LAV3640,346516,RWY 28,Atterraggio,Est -> Ovest,167,284.67,1.81,Spain,2026-09-20
2026-09-21 04:05:28,DLH1327,3c65c3,N/D,Sorvolo,N/D,11597,357.29,8.41,Germany,2026-09-20
2026-09-21 05:39:39,WMT6JU,4d20fb,N/D,Sorvolo,N/D,5715,79.33,9.11,Malta,2026-09-20
2026-09-21 05:55:59,RYR348J,4ca56b,N/D,Sorvolo,N/D,5204,83.77,12.08,Ireland,2026-09-20
