timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-20 23:01:09,TVS2AB,49d26c,N/D,Sorvolo,N/D,11254,39.52,11.27,Czech Republic,2026-09-20
2026-09-20 23:01:09,AEH223F,506c34,RWY 28,Atterraggio,Est -> Ovest,167,284.7,1.91,Slovenia,2026-09-20
2026-09-20 23:05:12,NIA221,0102b4,RWY 28,Atterraggio,Est -> Ovest,160,284.51,1.85,Egypt,2026-09-20
2026-09-20 23:09:14,WZZ6255,471d71,RWY 28,Atterraggio,Est -> Ovest,167,284.85,1.87,Hungary,2026-09-20
2026-09-20 23:11:15,RYR96MF,4cae61,N/D,Sorvolo,N/D,10668,226.26,14.8,Ireland,2026-09-20
2026-09-20 23:11:15,ABY696,896718,RWY 10,Decollo,Ovest -> Est,601,104.74,3.95,United Arab Emirates,2026-09-20
2026-09-20 23:11:15,RYR6433,4cadf0,N/D,Sorvolo,N/D,11277,224.47,4.7,Ireland,2026-09-20
2026-09-20 23:13:16,RYR23,4d234c,N/D,Sorvolo,N/D,11277,226.57,12.6,Malta,2026-09-20
2026-09-20 23:13:16,RYR5KU,48c222,RWY 10,Decollo,Ovest -> Est,632,106.25,4.88,Poland,2026-09-20
2026-09-20 23:21:21,RYR5YX,4cac1f,RWY 28,Atterraggio,Est -> Ovest,160,285.29,1.87,Ireland,2026-09-20
2026-09-20 23:23:22,RYR9QR,4cae99,RWY 28,Atterraggio,Est -> Ovest,167,285.12,1.88,Ireland,2026-09-20
2026-09-20 23:25:23,RYR505W,4d222b,RWY 10,Decollo,Ovest -> Est,342,105.62,2.31,Malta,2026-09-20
2026-09-20 23:29:25,WMT5PL,471db0,N/D,Sorvolo,N/D,5189,229.81,14.44,Hungary,2026-09-20
2026-09-20 23:29:25,RYR65ER,4d244b,N/D,Avvicinamento,Rotta 154.8°,792,154.8,7.33,Malta,2026-09-20
2026-09-20 23:35:29,NSZ2913,4aca8a,N/D,Sorvolo,N/D,10972,40.88,14.05,Sweden,2026-09-20
2026-09-20 23:39:31,RYR1WF,4ca4ee,RWY 28,Atterraggio,Est -> Ovest,175,284.7,1.97,Ireland,2026-09-20
2026-09-20 23:39:31,THY6AM,4baa70,N/D,Sorvolo,N/D,5707,251.76,14.52,Turkey,2026-09-20
2026-09-20 23:41:32,RYR32NJ,4ca263,RWY 28,Atterraggio,Est -> Ovest,167,284.91,1.91,Ireland,2026-09-20
2026-09-20 23:43:33,RYR4BN,4cadc3,RWY 16,Avvicinamento,Nord -> Sud,800,173.34,7.9,Ireland,2026-09-20
2026-09-20 23:47:35,WMT7DH,471f58,N/D,Sorvolo,N/D,8732,77.22,10.59,Hungary,2026-09-20
2026-09-20 23:51:39,EWG38N,3c5ef0,N/D,Sorvolo,N/D,11574,343.6,8.84,Germany,2026-09-20
2026-09-20 23:51:39,RYR31XB,4cad3e,RWY 34,Avvicinamento,Sud -> Nord,4450,346.09,7.47,Ireland,2026-09-20
2026-09-20 23:53:40,VOE51PN,34761a,RWY 28,Atterraggio,Est -> Ovest,167,284.83,1.89,Spain,2026-09-20
2026-09-20 23:59:43,RYR90RC,4ca245,RWY 28,Atterraggio,Est -> Ovest,160,284.84,1.85,Ireland,2026-09-20
2026-09-21 00:01:45,RYR4NM,4caf34,RWY 28,Atterraggio,Est -> Ovest,160,284.86,1.86,Ireland,2026-09-20
2026-09-21 00:01:45,RYR4YW,4ca24d,N/D,Avvicinamento,Rotta 207.5°,899,207.47,8.23,Ireland,2026-09-20
2026-09-21 00:03:46,WZZ47RG,471f32,N/D,Sorvolo,N/D,10355,41.07,11.56,Hungary,2026-09-20
2026-09-21 00:11:52,CPA068,780a1d,RWY 10,Avvicinamento,Ovest -> Est,4533,98.43,3.67,China,2026-09-20
2026-09-21 00:13:53,RYR99SQ,4d2385,RWY 28,Atterraggio,Est -> Ovest,167,284.51,1.84,Malta,2026-09-20
2026-09-21 00:17:55,RYR1991,48c238,RWY 28,Atterraggio,Est -> Ovest,167,284.85,1.91,Poland,2026-09-20
2026-09-21 00:17:55,RYR7UX,4cade5,RWY 28,Atterraggio,Est -> Ovest,160,284.78,1.84,Ireland,2026-09-20
2026-09-21 00:23:58,BCS651,3c71a4,N/D,Sorvolo,N/D,6217,73.94,7.97,Germany,2026-09-20
2026-09-21 00:34:03,BLX722,4ac9c5,N/D,Sorvolo,N/D,11582,40.48,12.9,Sweden,2026-09-20
2026-09-21 00:36:04,RYR27QC,4caea0,RWY 28,Atterraggio,Est -> Ovest,160,284.98,1.8,Ireland,2026-09-20
2026-09-21 00:38:05,RYR599Y,4d2269,RWY 28,Atterraggio,Est -> Ovest,167,285.19,1.89,Malta,2026-09-20
2026-09-21 00:40:06,RYR84RP,4ca64e,RWY 28,Atterraggio,Est -> Ovest,167,285.15,1.8,Ireland,2026-09-20
2026-09-21 00:40:06,ABR177,4caca2,N/D,Sorvolo,N/D,5234,305.89,14.44,Ireland,2026-09-20
2026-09-21 00:40:06,BCS235,3c5422,N/D,Sorvolo,N/D,7254,74.92,9.61,Germany,2026-09-20
2026-09-21 00:48:14,RYR13GV,4d2218,N/D,Sorvolo,N/D,6073,274.54,6.78,Malta,2026-09-20
2026-09-21 00:52:16,RYR764N,4cae6b,RWY 28,Atterraggio,Est -> Ovest,167,285.32,1.85,Ireland,2026-09-20
2026-09-21 01:02:21,RYR9YF,4d2257,RWY 28,Atterraggio,Est -> Ovest,167,284.8,1.89,Malta,2026-09-20
2026-09-21 01:08:24,RYR465X,4d2270,RWY 28,Atterraggio,Est -> Ovest,167,285.15,1.87,Malta,2026-09-20
2026-09-21 01:10:25,RYR74UN,4d2242,RWY 28,Atterraggio,Est -> Ovest,167,284.84,1.87,Malta,2026-09-20
2026-09-21 01:10:25,RYR4787,4d234b,RWY 28,Atterraggio,Est -> Ovest,167,284.88,1.86,Malta,2026-09-20
2026-09-21 01:12:26,EJU81NC,440219,N/D,Sorvolo,N/D,4770,249.71,10.33,Austria,2026-09-20
2026-09-21 01:14:27,RYR6859,4cadef,RWY 28,Atterraggio,Est -> Ovest,167,284.88,1.84,Ireland,2026-09-20
2026-09-21 01:20:31,NOS7226,4caeb1,RWY 28,Atterraggio,Est -> Ovest,167,285.1,1.87,Ireland,2026-09-20
