flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 4631,Decollo,19:45,21:55,VALENCIA19:45 | 21:55Decollato,Decollato,2026-07-03 23:00:00
3F 248,Decollo,20:25,21:35,YEREVAN20:25 | 21:35Decollato,Decollato,2026-07-03 23:00:00
W4 3608,Decollo,20:30,21:10,SUCEAVA20:30 | 21:10Decollato,Decollato,2026-07-03 23:00:00
FR 3561,Decollo,20:35,20:59,NAPOLI20:35 | 20:59Decollato,Decollato,2026-07-03 23:00:00
W6 1434,Decollo,20:40,21:00,WARSAW20:40 | 21:00Decollato,Decollato,2026-07-03 23:00:00
FR 4969,Decollo,20:45,21:11,PALERMO20:45 | 21:11Decollato,Decollato,2026-07-03 23:00:00
FR 859,Decollo,20:55,21:15,BRINDISI20:55 | 21:15Decollato,Decollato,2026-07-03 23:00:00
BZ 155,Decollo,21:00,21:54,TEL AVIV21:00 | 21:54Decollato,Decollato,2026-07-03 23:00:00
FR 2892,Decollo,21:05,21:23,CATANIA21:05 | 21:23Decollato,Decollato,2026-07-03 23:00:00
W6 4390,Decollo,21:10,21:10,SOFIA21:10 | 21:10Decollato,Decollato,2026-07-03 23:00:00
FR 6304,Decollo,21:10,21:42,BARCELONA EL PRAT21:10 | 21:42Decollato,Decollato,2026-07-03 23:00:00
FR 3280,Decollo,21:15,22:00,GDANSK - DANZICA21:15 | 22:00Decollato,Decollato,2026-07-03 23:00:00
FR 4658,Decollo,21:15,21:52,BARI21:15 | 21:52Decollato,Decollato,2026-07-03 23:00:00
FR 3164,Decollo,21:20,21:43,BUDAPEST21:20 | 21:43Decollato,Decollato,2026-07-03 23:00:00
FR 2087,Decollo,21:30,21:30,LISBON21:30 | 21:30Decollato,Decollato,2026-07-03 23:00:00
FR 4714,Decollo,21:40,21:40,RIGA21:40 | 21:40Decollato,Decollato,2026-07-03 23:00:00
FR 5700,Decollo,21:55,22:13,PALMA DE MALLORCA21:55 | 22:13Decollato,Decollato,2026-07-03 23:00:00
FR 3341,Decollo,22:00,22:00,VARSAVIA MODLIN22:00 | 22:00Decollato,Decollato,2026-07-03 23:00:00
FR 3437,Decollo,22:15,22:15,SOFIA22:15 | 22:15Decollato,Decollato,2026-07-03 23:00:00
FR 3506,Decollo,22:15,22:43,ALICANTE22:15 | 22:43Decollato,Decollato,2026-07-03 23:00:00
FR 9408,Decollo,22:20,23:05,FEZ22:20 | 23:05Imbarco chiuso,Imbarco chiuso,2026-07-03 23:00:00
FR 5984,Decollo,22:20,23:05,MADRID22:20 | 23:05Imbarco in corso,Imbarco in corso,2026-07-03 23:00:00
W4 3552,Decollo,22:20,23:05,TIMISOARA22:20 | 23:05Imbarco chiuso,Imbarco chiuso,2026-07-03 23:00:00
FR 4188,Decollo,22:40,00:31,LONDON  STANSTED22:40 | 00:31In ritardo,In ritardo,2026-07-03 23:00:00
W4 3136,Decollo,22:40,23:00,BUCHAREST BANEASA22:40 | 23:00Imbarco chiuso,Imbarco chiuso,2026-07-03 23:00:00
FR 3657,Decollo,22:45,22:45,EDINBURGH22:45 | 22:45Decollato,Decollato,2026-07-03 23:00:00
FR 2990,Decollo,22:55,23:30,COPENHAGEN22:55 | 23:30Imbarco in corso,Imbarco in corso,2026-07-03 23:00:00
W4 5020,Decollo,23:00,23:00,TIRANA23:00 | 23:00Imbarco chiuso,Imbarco chiuso,2026-07-03 23:00:00
FR 3535,Decollo,23:00,23:00,KRAKOW23:00 | 23:00Imbarco chiuso,Imbarco chiuso,2026-07-03 23:00:00
FR 8355,Decollo,23:10,23:10,TIRANA23:10 | 23:10Imbarco ultima chiamata,Imbarco ultima chiamata,2026-07-03 23:00:00
NP 222,Decollo,23:20,23:20,CAIRO23:20 | 23:20Imbarco ultima chiamata,Imbarco ultima chiamata,2026-07-03 23:00:00
3O 456,Decollo,23:30,23:30,CASABLANCA23:30 | 23:30Imbarco ultima chiamata,Imbarco ultima chiamata,2026-07-03 23:00:00
FR 3408,Decollo,23:35,23:35,KATOWICE23:35 | 23:35Imbarco in corso,Imbarco in corso,2026-07-03 23:00:00
W6 4124,Decollo,23:40,23:40,BELGRADE23:40 | 23:40,nan,2026-07-03 23:00:00
