callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
H7 484,D,CHISINAU,08:50,08:50,OPERATO DA HISKY EUROPE,2026-09-19 02:00:20
FR 3645,D,EDINBURGH,08:55,10:05,IN RITARDO,2026-09-19 02:00:20
FR 1784,D,COPENHAGEN,09:05,09:05,Operativo,2026-09-19 02:00:20
FR 4042,D,PORTO,09:05,09:05,Operativo,2026-09-19 02:00:20
FR 2739,D,LONDON STANSTED,09:10,09:10,OPERATO DA MALTA AIR,2026-09-19 02:00:20
W6 1432,D,WARSAW,09:20,09:20,OPERATO DA WIZZAIR MALTA,2026-09-19 02:00:20
FR 4667,D,BARI,09:30,09:30,OPERATO DA MALTA AIR,2026-09-19 02:00:20
YW 8162,D,PALMA DE MALLORCA,09:35,09:35,Operativo,2026-09-19 02:00:20
FR 076,D,SEVILLA,09:40,09:40,Operativo,2026-09-19 02:00:20
FR 7324,D,MALTA,09:50,10:25,IN RITARDO,2026-09-19 02:00:20
FR 2888,D,CATANIA,10:00,10:00,Operativo,2026-09-19 02:00:20
FR 4201,D,RHODES,10:10,10:10,OPERATO DA MALTA AIR,2026-09-19 02:00:20
FR 9239,D,LUBLIN,10:15,10:15,Operativo,2026-09-19 02:00:20
FR 461,D,NEWCASTLE,10:15,10:15,OPERATO DA MALTA AIR,2026-09-19 02:00:20
FR 1903,D,VARSAVIA MODLIN,10:25,10:25,OPERATO DA BUZZ,2026-09-19 02:00:20
FR 5108,D,LOURDES,10:30,10:30,Operativo,2026-09-19 02:00:20
FR 9618,D,RIGA,10:35,10:35,OPERATO DA BUZZ,2026-09-19 02:00:20
FR 4196,D,CORFU,10:40,10:40,Operativo,2026-09-19 02:00:20
FR 3200,D,CAGLIARI,10:45,10:45,OPERATO DA MALTA AIR,2026-09-19 02:00:20
FR 497,D,VALENCIA,10:45,10:45,Operativo,2026-09-19 02:00:20
3O 458,D,CASABLANCA,10:50,10:50,Operativo,2026-09-19 02:00:20
FR 259,D,BUCHAREST OTOPENI,10:55,10:55,OPERATO DA MALTA AIR,2026-09-19 02:00:20
FR 9292,D,KAUNAS,11:05,11:05,Operativo,2026-09-19 02:00:20
FR 4548,D,CHANIA-CRETA,11:30,11:30,Operativo,2026-09-19 02:00:20
FR 6125,D,DUBLIN,11:35,11:35,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-19 02:00:20
