callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3319,D,BARCELONA EL PRAT,21:15,22:45,IMBARCO CHIUSO,2026-09-16 00:00:21
FR 7361,D,VIENNA,21:30,00:46,IN RITARDO,2026-09-16 00:00:21
FR 3413,D,KATOWICE,23:10,00:06,IMBARCO ULTIMA CHIAMATA,2026-09-16 00:00:21
FR 6054,D,ZAGREB,23:20,23:43,DECOLLATO,2026-09-16 00:00:21
NP 224,D,CAIRO,23:30,23:50,IMBARCO CHIUSO,2026-09-16 00:00:21
FR 847,D,BARCELONA EL PRAT,23:30,00:25,IMBARCO IN C,2026-09-16 00:00:21
3O 454,D,CASABLANCA,01:55,01:55,Operativo,2026-09-16 00:00:21
FR 2830,D,TENERIFE,05:45,05:45,Operativo,2026-09-16 00:00:21
FR 6178,D,FUERTEVENTURA,05:45,05:45,OPERATO DA MALTA AIR,2026-09-16 00:00:21
FR 2261,D,CATANIA,05:50,05:50,Operativo,2026-09-16 00:00:21
FR 3402,D,MARRAKECH,05:50,05:50,Operativo,2026-09-16 00:00:21
FR 3200,D,CAGLIARI,05:55,05:55,Operativo,2026-09-16 00:00:21
FR 2669,D,BERLIN,05:55,05:55,Operativo,2026-09-16 00:00:21
FR 3528,D,PRAGUE,06:00,06:00,OPERATO DA MALTA AIR,2026-09-16 00:00:21
FR 3273,D,AGADIR,06:00,06:00,OPERATO DA MALTA AIR,2026-09-16 00:00:21
FR 2087,D,LISBON,06:05,06:05,OPERATO DA MALTA AIR,2026-09-16 00:00:21
FR 3988,D,PREVEZA,06:05,06:05,Operativo,2026-09-16 00:00:21
FR 8334,D,IBIZA,06:05,06:05,Operativo,2026-09-16 00:00:21
FR 888,D,KRAKOW,06:10,06:10,Operativo,2026-09-16 00:00:21
FR 9890,D,LODZ,06:10,06:10,Operativo,2026-09-16 00:00:21
FR 3659,D,BRUXELLES CHARLEROI,06:25,06:25,Operativo,2026-09-16 00:00:21
FR 6304,D,BARCELONA EL PRAT,06:45,06:45,OPERATO DA MALTA AIR,2026-09-16 00:00:21
FR 2285,D,NAPOLI,06:45,06:45,Operativo,2026-09-16 00:00:21
FR 4042,D,PORTO,06:50,06:50,Operativo,2026-09-16 00:00:21
FR 3653,D,BARI,07:10,07:10,Operativo,2026-09-16 00:00:21
FR 1533,D,VIENNA,07:35,07:35,OPERATO DA LAUDA EUROPE,2026-09-16 00:00:21
FR 3432,D,PARIS BEAUVAIS,07:40,07:40,Operativo,2026-09-16 00:00:21
FR 3593,D,POZNAN,07:40,07:40,Operativo,2026-09-16 00:00:21
FR 5551,D,COLOGNE,07:40,07:40,Operativo,2026-09-16 00:00:21
FR 2858,D,BRINDISI,07:50,07:50,Operativo,2026-09-16 00:00:21
FR 9604,D,BELFAST,07:55,07:55,Operativo,2026-09-16 00:00:21
FR 4400,D,HERAKLION,07:55,07:55,OPERATO DA MALTA AIR,2026-09-16 00:00:21
W4 3672,D,IASI,08:00,08:00,OPERATO DA WIZZAIR HUNGARY,2026-09-16 00:00:21
FR 3408,D,KATOWICE,08:00,08:00,OPERATO DA BUZZ,2026-09-16 00:00:21
FR 8121,D,TIRANA,08:00,08:00,Operativo,2026-09-16 00:00:21
FR 4698,D,TRAPANI,08:05,08:05,Operativo,2026-09-16 00:00:21
FR 6451,D,PALERMO,08:10,08:10,OPERATO DA MALTA AIR,2026-09-16 00:00:21
W6 4352,D,SOFIA,08:10,08:10,OPERATO DA WIZZAIR MALTA,2026-09-16 00:00:21
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-16 00:00:21
FR 2107,D,BUDAPEST,08:30,08:30,OPERATO DA BUZZ,2026-09-16 00:00:21
FR 3396,D,CROTONE,08:30,08:30,Operativo,2026-09-16 00:00:21
FR 5114,D,LAMEZIA,08:30,08:30,OPERATO DA MALTA AIR,2026-09-16 00:00:21
W6 1432,D,WARSAW,08:40,08:40,Operativo,2026-09-16 00:00:21
NO 3865,D,BOAVISTA/SAL - CABOVERDE,08:40,08:40,Operativo,2026-09-16 00:00:21
FR 8844,D,WROCLAW - BRESLAVIA,08:50,08:50,OPERATO DA BUZZ,2026-09-16 00:00:21
FR 2697,D,LONDON STANSTED,09:15,09:15,Operativo,2026-09-16 00:00:21
FR 1784,D,COPENHAGEN,09:20,09:20,Operativo,2026-09-16 00:00:21
FR 845,D,CLUJ-NAPOCA,09:40,09:40,OPERATO DA MALTA AIR,2026-09-16 00:00:21
FR 2888,D,CATANIA,09:45,09:45,Operativo,2026-09-16 00:00:21
