callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 2888,D,CATANIA,10:25,12:30,IMBARCO IN CORSO,2026-09-24 12:00:22
FR 1536,D,CASTELLON DE LA PLANA,10:25,11:52,DECOLLATO,2026-09-24 12:00:22
FR 4658,D,BARI,11:35,11:35,DECOLLATO,2026-09-24 12:00:22
FR 1784,D,COPENHAGEN,11:35,11:35,DECOLLATO,2026-09-24 12:00:22
FR 4650,D,TRAPANI,11:35,11:35,DECOLLATO,2026-09-24 12:00:22
AZ 7048,D,ISTANBUL S. GOKCEN,11:45,11:45,IMBARCO CHIUSO,2026-09-24 12:00:22
FR 7324,D,MALTA,11:45,12:07,IMBARCO IN CORSO,2026-09-24 12:00:22
PC 1212,D,ISTANBUL S. GOKCEN,11:45,11:45,IMBARCO CHIUSO,2026-09-24 12:00:22
FR 6257,D,KRAKOW,11:55,11:55,IMBARCO CHIUSO,2026-09-24 12:00:22
FR 845,D,CLUJ-NAPOCA,12:05,12:05,IMBARCO CHIUSO,2026-09-24 12:00:22
FR 2872,D,VILNIUS,12:05,12:05,IMBARCO ULTIMA CHIAMATA,2026-09-24 12:00:22
FR 3450,D,TANGIER,12:15,12:15,IMBARCO CHIUSO,2026-09-24 12:00:22
V7 2211,D,NANTES,12:35,13:10,IN RITARDO,2026-09-24 12:00:22
FR 2669,D,BERLIN,12:45,12:45,OPERATO DA MALTA AIR,2026-09-24 12:00:22
VF 062,D,ISTANBUL S. GOKCEN,12:45,12:45,Operativo,2026-09-24 12:00:22
FR 3142,D,BARCELONA EL PRAT,12:55,12:55,Operativo,2026-09-24 12:00:22
FR 5139,D,FARO,12:55,14:28,IN RITARDO,2026-09-24 12:00:22
D8 3751,D,COPENHAGEN,12:55,12:55,Operativo,2026-09-24 12:00:22
FR 3217,D,MANCHESTER,13:05,13:05,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 6125,D,DUBLIN,13:20,13:20,Operativo,2026-09-24 12:00:22
W4 3772,D,CRAIOVA,13:25,13:25,OPERATO DA WIZZAIR HUNGARY,2026-09-24 12:00:22
FR 2697,D,LONDON STANSTED,13:25,13:25,Operativo,2026-09-24 12:00:22
FR 2864,D,BRINDISI,13:25,13:25,Operativo,2026-09-24 12:00:22
FR 5531,D,COLOGNE,13:30,13:30,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FZ 1574,D,DUBAI,13:40,14:15,IN RITARDO,2026-09-24 12:00:22
EK 2141,D,DUBAI,13:40,14:15,IN RITARDO,2026-09-24 12:00:22
FR 4001,D,LANZAROTE,13:50,13:50,Operativo,2026-09-24 12:00:22
FR 2289,D,PALERMO,14:10,14:10,OPERATO DA BUZZ,2026-09-24 12:00:22
FR 2254,D,ALGHERO,14:25,14:25,Operativo,2026-09-24 12:00:22
FR 6513,D,OLBIA,14:35,14:35,Operativo,2026-09-24 12:00:22
FR 219,D,ALICANTE,14:50,14:50,Operativo,2026-09-24 12:00:22
FR 3460,D,EINDHOVEN,14:55,14:55,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 3480,D,CAGLIARI,14:55,14:55,Operativo,2026-09-24 12:00:22
FR 3396,D,CROTONE,15:35,15:35,Operativo,2026-09-24 12:00:22
FR 6703,D,SKIATHOS,15:35,15:35,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 1903,D,VARSAVIA MODLIN,15:40,15:40,Operativo,2026-09-24 12:00:22
FR 3530,D,PRAGUE,15:45,15:45,Operativo,2026-09-24 12:00:22
W4 5018,D,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-24 12:00:22
FR 3319,D,BARCELONA EL PRAT,15:45,15:45,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 3561,D,NAPOLI,15:50,15:50,Operativo,2026-09-24 12:00:22
FR 1176,D,MENORCA,15:50,15:50,Operativo,2026-09-24 12:00:22
FR 865,D,BUCHAREST OTOPENI,16:00,16:00,Operativo,2026-09-24 12:00:22
FR 5102,D,BIRMINGHAM,16:05,16:05,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 4042,D,PORTO,16:25,16:25,Operativo,2026-09-24 12:00:22
FR 6149,D,PALERMO,16:40,16:40,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 8800,D,IBIZA,16:55,16:55,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 4663,D,VALENCIA,17:05,17:05,Operativo,2026-09-24 12:00:22
FR 5108,D,LOURDES,17:05,17:05,OPERATO DA MALTA AIR,2026-09-24 12:00:22
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 12:00:22
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-24 12:00:22
FR 3559,D,BRISTOL,17:15,17:15,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 4475,D,BRUXELLES CHARLEROI,17:15,17:15,Operativo,2026-09-24 12:00:22
FR 3587,D,OSLO TORP,17:20,17:20,OPERATO DA MALTA AIR,2026-09-24 12:00:22
FR 4667,D,BARI,17:25,17:25,Operativo,2026-09-24 12:00:22
FR 7976,D,KOS,17:45,17:45,Operativo,2026-09-24 12:00:22
FR 3402,D,MARRAKECH,17:55,17:55,Operativo,2026-09-24 12:00:22
FR 8421,D,TIRANA,17:55,17:55,OPERATO DA BUZZ,2026-09-24 12:00:22
FR 2735,D,LONDON STANSTED,18:00,18:00,Operativo,2026-09-24 12:00:22
FR 2876,D,BRINDISI,18:10,18:10,Operativo,2026-09-24 12:00:22
XZ 2223,D,FOGGIA,18:10,18:10,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-24 12:00:22
