flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 413,Decollo,20:20,21:42,THESSALONIKI20:20 | 21:42Decollato,Decollato,2026-03-14 23:00:00
FR 3673,Decollo,20:40,21:04,LONDON  STANSTED20:40 | 21:04Decollato,Decollato,2026-03-14 23:00:00
FR 3665,Decollo,20:45,21:12,NAPOLI20:45 | 21:12Decollato,Decollato,2026-03-14 23:00:00
FR 6149,Decollo,20:50,21:13,PALERMO20:50 | 21:13Decollato,Decollato,2026-03-14 23:00:00
FR 8846,Decollo,21:05,21:46,MARRAKECH21:05 | 21:46Decollato,Decollato,2026-03-14 23:00:00
FR 4658,Decollo,21:05,21:05,BARI21:05 | 21:05Decollato,Decollato,2026-03-14 23:00:00
FR 8844,Decollo,21:05,21:05,WROCLAW - BRESLAVIA21:05 | 21:05Decollato,Decollato,2026-03-14 23:00:00
FR 2892,Decollo,21:05,21:29,CATANIA21:05 | 21:29Decollato,Decollato,2026-03-14 23:00:00
W4 3136,Decollo,21:35,22:16,BUCHAREST OTOPENI21:35 | 22:16Decollato,Decollato,2026-03-14 23:00:00
FR 4845,Decollo,21:45,21:45,DUBLIN21:45 | 21:45Decollato,Decollato,2026-03-14 23:00:00
FR 4706,Decollo,21:45,22:20,CAGLIARI21:45 | 22:20Decollato,Decollato,2026-03-14 23:00:00
FR 3341,Decollo,21:45,21:45,VARSAVIA MODLIN21:45 | 21:45Decollato,Decollato,2026-03-14 23:00:00
W4 3932,Decollo,22:00,22:00,CHISINAU22:00 | 22:00Decollato,Decollato,2026-03-14 23:00:00
W6 4508,Decollo,22:10,22:10,VARNA22:10 | 22:10Decollato,Decollato,2026-03-14 23:00:00
FR 1689,Decollo,22:10,22:10,FRANKFURT - HAHN22:10 | 22:10Decollato,Decollato,2026-03-14 23:00:00
V7 9267,Decollo,22:15,22:56,PALERMO22:15 | 22:56Decollato,Decollato,2026-03-14 23:00:00
FR 5531,Decollo,22:20,22:20,COLOGNE22:20 | 22:20Decollato,Decollato,2026-03-14 23:00:00
FR 2649,Decollo,22:20,23:15,MALAGA22:20 | 23:15Imbarco in corso,Imbarco in corso,2026-03-14 23:00:00
W4 5020,Decollo,22:25,22:45,TIRANA22:25 | 22:45Decollato,Decollato,2026-03-14 23:00:00
FR 4191,Decollo,22:40,22:40,LONDON  STANSTED22:40 | 22:40Decollato,Decollato,2026-03-14 23:00:00
FR 6653,Decollo,23:05,23:05,CATANIA23:05 | 23:05Imbarco ultima chiamata,Imbarco ultima chiamata,2026-03-14 23:00:00
FR 3220,Decollo,23:10,23:43,MANCHESTER23:10 | 23:43Imbarco in corso,Imbarco in corso,2026-03-14 23:00:00
