callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3142,D,BARCELONA EL PRAT,06:00,06:00,Operativo,2026-09-26 21:53:40
FR 8334,D,IBIZA,06:05,06:05,Operativo,2026-09-26 21:53:40
FR 410,D,LUXEMBOURG,06:05,06:05,OPERATO DA MALTA AIR,2026-09-26 21:53:40
FR 5139,D,FARO,06:15,06:15,Operativo,2026-09-26 21:53:40
FR 3400,D,SOFIA,06:30,06:30,Operativo,2026-09-26 21:53:40
FR 3392,D,HELSINKI,06:30,06:30,Operativo,2026-09-26 21:53:40
FR 3528,D,PRAGUE,06:35,06:35,Operativo,2026-09-26 21:53:40
FR 2285,D,NAPOLI,06:40,06:40,Operativo,2026-09-26 21:53:40
FR 8844,D,WROCLAW - BRESLAVIA,06:45,06:45,Operativo,2026-09-26 21:53:40
FR 9292,D,KAUNAS,06:45,06:45,Operativo,2026-09-26 21:53:40
FR 2878,D,STOCKHOLM,07:00,07:00,Operativo,2026-09-26 21:53:40
FR 9095,D,GDANSK - DANZICA,07:00,07:00,Operativo,2026-09-26 21:53:40
AP 3637,D,SHARM EL SHEIKH,07:00,07:00,Operativo,2026-09-26 21:53:40
FR 9050,D,CORK,07:15,07:15,OPERATO DA MALTA AIR,2026-09-26 21:53:40
FR 3460,D,EINDHOVEN,07:20,07:20,OPERATO DA MALTA AIR,2026-09-26 21:53:40
FR 8121,D,TIRANA,07:30,07:30,OPERATO DA MALTA AIR,2026-09-26 21:53:40
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-26 21:53:40
FR 6054,D,ZAGREB,07:40,07:40,OPERATO DA LAUDA EUROPE,2026-09-26 21:53:40
FR 4667,D,BARI,07:45,07:45,OPERATO DA MALTA AIR,2026-09-26 21:53:40
FR 5114,D,LAMEZIA,07:50,07:50,Operativo,2026-09-26 21:53:40
FR 2107,D,BUDAPEST,07:55,07:55,OPERATO DA BUZZ,2026-09-26 21:53:40
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-26 21:53:40
FR 3448,D,BRINDISI,08:00,08:00,Operativo,2026-09-26 21:53:40
FR 6458,D,PALERMO,08:10,08:10,Operativo,2026-09-26 21:53:40
W6 4352,D,SOFIA,08:10,08:10,OPERATO DA WIZZAIR MALTA,2026-09-26 21:53:40
FR 5120,D,MADRID,08:15,08:15,OPERATO DA MALTA AIR,2026-09-26 21:53:40
FR 888,D,KRAKOW,08:15,08:15,Operativo,2026-09-26 21:53:40
FR 3396,D,CROTONE,08:25,08:25,OPERATO DA MALTA AIR,2026-09-26 21:53:40
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,OPERATO DA WIZZAIR HUNGARY,2026-09-26 21:53:40
XZ 354,D,TRIPOLI,08:30,08:30,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-26 21:53:40
FR 2290,A,PALERMO,20:20,21:47,ATTERRATO,2026-09-26 21:53:40
W6 1433,A,WARSAW,20:35,21:28,ATTERRATO,2026-09-26 21:53:40
FR 485,A,DUSSELDORF - WEEZE,20:55,21:37,ATTERRATO,2026-09-26 21:53:40
FR 844,A,CLUJ-NAPOCA,21:00,21:31,ATTERRATO,2026-09-26 21:53:40
W6 4507,A,VARNA,21:30,21:23,ATTERRATO,2026-09-26 21:53:40
FR 6992,A,RABAT,21:45,21:45,ATTERRATO,2026-09-26 21:53:40
G9 695,A,SHARJAH,21:50,21:40,ATTERRATO,2026-09-26 21:53:40
FR 3279,A,GDANSK - DANZICA,21:55,21:48,ATTERRATO,2026-09-26 21:53:40
FR 821,A,LISBON,21:55,23:43,IN RITARDO,2026-09-26 21:53:40
FR 2859,A,BRINDISI,22:00,22:31,IN RITARDO,2026-09-26 21:53:40
FR 2429,A,SARAJEVO,22:10,22:10,Operativo,2026-09-26 21:53:40
FR 3562,A,NAPOLI,22:15,22:42,IN RITARDO,2026-09-26 21:53:40
FR 8845,A,WROCLAW - BRESLAVIA,22:30,22:19,Operativo,2026-09-26 21:53:40
FR 6000,A,ZAGREB,22:40,22:40,Operativo,2026-09-26 21:53:40
FR 3409,A,KATOWICE,22:45,22:25,Operativo,2026-09-26 21:53:40
FR 3536,A,KRAKOW,22:50,23:03,IN RITARDO,2026-09-26 21:53:40
W6 4123,A,BELGRADE,22:55,22:47,Operativo,2026-09-26 21:53:40
FR 2879,A,STOCKHOLM,22:55,23:17,IN RITARDO,2026-09-26 21:53:40
FR 3892,A,CAGLIARI,23:10,23:30,IN RITARDO,2026-09-26 21:53:40
FR 864,A,BUCHAREST OTOPENI,23:20,23:11,Operativo,2026-09-26 21:53:40
FR 8350,A,TIRANA,23:35,23:35,Operativo,2026-09-26 21:53:40
FR 4844,A,DUBLIN,23:50,00:05,IN RITARDO,2026-09-26 21:53:40
FR 3393,A,HELSINKI,23:50,00:50,IN RITARDO,2026-09-26 21:53:40
FR 3560,A,BRISTOL,23:55,23:55,Operativo,2026-09-26 21:53:40
MT 3144,A,MARSA ALAM/SHARM EL SHEIKH,00:20,00:00,Operativo,2026-09-26 21:53:40
FR 858,A,BRINDISI,00:30,00:30,Operativo,2026-09-26 21:53:40
FR 6502,A,OLBIA,00:35,00:35,Operativo,2026-09-26 21:53:40
FR 3438,A,SOFIA,00:40,01:30,IN RITARDO,2026-09-26 21:53:40
FR 8799,A,IBIZA,00:45,00:45,Operativo,2026-09-26 21:53:40
FR 6090,A,GRAN CANARIA,00:45,01:00,IN RITARDO,2026-09-26 21:53:40
FR 5935,A,DUBROVNIK,00:55,00:55,Operativo,2026-09-26 21:53:40
FR 4131,A,BARI,01:00,01:20,IN RITARDO,2026-09-26 21:53:40
FR 4968,A,PALERMO,01:05,01:05,Operativo,2026-09-26 21:53:40
FR 3439,A,LAMEZIA,01:10,01:10,Operativo,2026-09-26 21:53:40
FR 2734,A,LONDON STANSTED,01:15,02:20,IN RITARDO,2026-09-26 21:53:40
FR 4651,A,TRAPANI,01:15,01:40,IN RITARDO,2026-09-26 21:53:40
FR 4632,A,VALENCIA,01:15,03:15,IN RITARDO,2026-09-26 21:53:40
W4 3131,A,BUCHAREST BANEASA,06:55,06:55,Operativo,2026-09-26 21:53:40
FR 6055,A,ZAGREB,07:10,07:10,Operativo,2026-09-26 21:53:40
FR 4668,A,BARI,07:20,07:20,Operativo,2026-09-26 21:53:40
W4 3671,A,IASI,07:25,07:25,Operativo,2026-09-26 21:53:40
FR 5115,A,LAMEZIA,07:25,07:25,Operativo,2026-09-26 21:53:40
FR 2108,A,BUDAPEST,07:30,07:30,Operativo,2026-09-26 21:53:40
W6 4351,A,SOFIA,07:30,07:30,Operativo,2026-09-26 21:53:40
FR 3449,A,BRINDISI,07:35,07:35,Operativo,2026-09-26 21:53:40
W4 3381,A,CLUJ-NAPOCA,07:45,07:45,Operativo,2026-09-26 21:53:40
FR 6459,A,PALERMO,07:45,07:45,Operativo,2026-09-26 21:53:40
W6 1431,A,WARSAW,08:00,08:00,Operativo,2026-09-26 21:53:40
W4 3769,A,CRAIOVA,08:05,08:05,Operativo,2026-09-26 21:53:40
FR 4474,A,BRUXELLES CHARLEROI,08:15,08:15,Operativo,2026-09-26 21:53:40
FR 2294,A,PESCARA,08:45,08:45,Operativo,2026-09-26 21:53:40
FR 1532,A,VIENNA,08:45,08:45,Operativo,2026-09-26 21:53:40
FR 2255,A,ALGHERO,08:50,08:50,Operativo,2026-09-26 21:53:40
FR 2734,A,LONDON STANSTED,08:55,08:55,Operativo,2026-09-26 21:53:40
FR 3216,A,MANCHESTER,09:05,09:05,Operativo,2026-09-26 21:53:40
FR 5532,A,COLOGNE,09:10,09:10,Operativo,2026-09-26 21:53:40
FR 411,A,LUXEMBOURG,09:20,09:20,Operativo,2026-09-26 21:53:40
FR 3201,A,CAGLIARI,09:25,09:25,Operativo,2026-09-26 21:53:40
FR 3527,A,PRAGUE,09:50,09:50,Operativo,2026-09-26 21:53:40
FR 6126,A,DUBLIN,09:55,09:55,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-26 21:53:40
