callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 4650,D,TRAPANI,05:45,05:45,DECOLLATO,2026-09-21 06:00:20
FR 2261,D,CATANIA,05:45,05:45,DECOLLATO,2026-09-21 06:00:20
FR 7976,D,KOS,05:50,05:50,DECOLLATO,2026-09-21 06:00:20
FR 859,D,BRINDISI,06:00,06:00,DECOLLATO,2026-09-21 06:00:20
FR 4311,D,ROVANIEMI,06:00,06:00,DECOLLATO,2026-09-21 06:00:20
FR 8334,D,IBIZA,06:05,06:05,IMBARCO CHIUSO,2026-09-21 06:00:20
FR 1417,D,LAMEZIA,06:10,06:10,IMBARCO CHIUSO,2026-09-21 06:00:20
FR 3659,D,BRUXELLES CHARLEROI,06:15,06:15,IMBARCO CHIUSO,2026-09-21 06:00:20
FR 8846,D,MARRAKECH,06:20,06:20,IMBARCO ULTIMA CHIAMATA,2026-09-21 06:00:20
FR 2697,D,LONDON STANSTED,06:25,06:25,IMBARCO ULTIMA CHIAMATA,2026-09-21 06:00:20
FR 3200,D,CAGLIARI,06:30,06:30,IMBARCO ULTIMA CHIAMATA,2026-09-21 06:00:20
FR 1319,D,ATHENS,06:30,06:30,IMBARCO ULTIMA CHIAMATA,2026-09-21 06:00:20
FR 6501,D,OLBIA,06:50,06:50,Operativo,2026-09-21 06:00:20
FR 5531,D,COLOGNE,06:50,06:50,Operativo,2026-09-21 06:00:20
FR 888,D,KRAKOW,06:55,06:55,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 3432,D,PARIS BEAUVAIS,07:00,07:00,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 3142,D,BARCELONA EL PRAT,07:10,07:10,Operativo,2026-09-21 06:00:20
FR 3653,D,BARI,07:15,07:15,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 4235,D,VILNIUS,07:30,07:30,Operativo,2026-09-21 06:00:20
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-21 06:00:20
FR 4993,D,CEFALONIA,07:50,07:50,Operativo,2026-09-21 06:00:20
FR 2876,D,BRINDISI,07:55,07:55,Operativo,2026-09-21 06:00:20
FR 3530,D,PRAGUE,07:55,07:55,OPERATO DA BUZZ,2026-09-21 06:00:20
FR 8121,D,TIRANA,07:55,07:55,Operativo,2026-09-21 06:00:20
FR 3210,D,SANTORINI / THIRA,08:00,08:00,OPERATO DA MALTA AIR,2026-09-21 06:00:20
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-21 06:00:20
FR 6149,D,PALERMO,08:10,08:10,Operativo,2026-09-21 06:00:20
W6 4352,D,SOFIA,08:10,08:10,OPERATO DA WIZZAIR MALTA,2026-09-21 06:00:20
FR 3164,D,BUDAPEST,08:10,08:10,OPERATO DA BUZZ,2026-09-21 06:00:20
V7 3511,D,ASTURIAS,08:15,08:15,Operativo,2026-09-21 06:00:20
FR 3561,D,NAPOLI,08:20,08:20,OPERATO DA MALTA AIR,2026-09-21 06:00:20
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-21 06:00:20
NO 1040,D,VERONA/MONASTIR,08:30,08:30,Operativo,2026-09-21 06:00:20
W6 1432,D,WARSAW,08:40,08:40,Operativo,2026-09-21 06:00:20
FR 1784,D,COPENHAGEN,08:40,08:40,Operativo,2026-09-21 06:00:20
FR 4548,D,CHANIA-CRETA,08:45,08:45,Operativo,2026-09-21 06:00:20
BQ 1989,D,MOSTAR,09:10,09:50,IN RITARDO,2026-09-21 06:00:20
FR 3535,D,KRAKOW,09:15,09:15,OPERATO DA BUZZ,2026-09-21 06:00:20
FR 2739,D,LONDON STANSTED,09:15,09:15,Operativo,2026-09-21 06:00:20
FR 259,D,BUCHAREST OTOPENI,09:55,09:55,Operativo,2026-09-21 06:00:20
FR 3460,D,EINDHOVEN,10:00,10:25,IN RITARDO,2026-09-21 06:00:20
FR 497,D,VALENCIA,10:10,10:10,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 219,D,ALICANTE,10:15,10:15,Operativo,2026-09-21 06:00:20
FR 4400,D,HERAKLION,10:15,10:15,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 8349,D,TIRANA,10:20,11:40,IN RITARDO,2026-09-21 06:00:20
FR 4475,D,BRUXELLES CHARLEROI,10:20,10:20,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 8800,D,IBIZA,10:20,10:20,Operativo,2026-09-21 06:00:20
FR 1903,D,VARSAVIA MODLIN,10:40,10:40,Operativo,2026-09-21 06:00:20
FR 4201,D,RHODES,10:45,10:45,Operativo,2026-09-21 06:00:20
3O 452,D,CASABLANCA,10:50,10:50,Operativo,2026-09-21 06:00:20
FR 3988,D,PREVEZA,10:50,10:50,Operativo,2026-09-21 06:00:20
FR 3587,D,OSLO TORP,10:55,10:55,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 9050,D,CORK,11:15,11:15,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 9890,D,LODZ,11:15,11:15,Operativo,2026-09-21 06:00:20
FR 1176,D,MENORCA,11:15,11:15,OPERATO DA MALTA AIR,2026-09-21 06:00:20
FR 2830,D,TENERIFE,11:30,11:30,Operativo,2026-09-21 06:00:20
FR 2649,D,MALAGA,11:35,11:35,Operativo,2026-09-21 06:00:20
AZ 7048,D,ISTANBUL S. GOKCEN,11:45,11:45,Operativo,2026-09-21 06:00:20
PC 1212,D,ISTANBUL S. GOKCEN,11:45,11:45,Operativo,2026-09-21 06:00:20
FR 2878,D,STOCKHOLM,12:15,12:15,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-21 06:00:20
