callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3437,D,SOFIA,20:10,23:41,DECOLLATO,2026-09-20 00:00:21
FR 6501,D,OLBIA,21:35,23:41,DECOLLATO,2026-09-20 00:00:21
FR 8844,D,WROCLAW - BRESLAVIA,22:55,00:05,IMBARCO CHIUSO,2026-09-20 00:00:21
FR 5999,D,ZAGREB,23:05,23:38,DECOLLATO,2026-09-20 00:00:21
FR 3535,D,KRAKOW,23:15,00:28,IN RITARDO,2026-09-20 00:00:21
NP 322,D,CAIRO,23:30,23:49,DECOLLATO,2026-09-20 00:00:21
FR 6086,D,KALAMATA,05:45,05:45,Operativo,2026-09-20 00:00:21
FR 2830,D,TENERIFE,05:50,05:50,Operativo,2026-09-20 00:00:21
FR 8511,D,BENI MELLAL,05:55,05:55,Operativo,2026-09-20 00:00:21
FR 2293,D,PESCARA,05:55,05:55,Operativo,2026-09-20 00:00:21
FR 2254,D,ALGHERO,05:55,05:55,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 3200,D,CAGLIARI,06:00,06:00,Operativo,2026-09-20 00:00:21
FR 3142,D,BARCELONA EL PRAT,06:00,06:00,Operativo,2026-09-20 00:00:21
FR 410,D,LUXEMBOURG,06:05,06:05,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 8334,D,IBIZA,06:05,06:05,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 5139,D,FARO,06:15,06:15,Operativo,2026-09-20 00:00:21
FR 3400,D,SOFIA,06:30,06:30,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 3392,D,HELSINKI,06:30,06:30,Operativo,2026-09-20 00:00:21
FR 3528,D,PRAGUE,06:35,06:35,Operativo,2026-09-20 00:00:21
FR 2285,D,NAPOLI,06:40,06:40,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 9292,D,KAUNAS,06:45,06:45,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 8844,D,WROCLAW - BRESLAVIA,06:45,06:45,OPERATO DA MALTA AIR,2026-09-20 00:00:21
MT 3140,D,MARSA ALAM,06:50,06:50,OPERATO DA TRADEAIR,2026-09-20 00:00:21
FR 2878,D,STOCKHOLM,07:00,07:00,Operativo,2026-09-20 00:00:21
AP 3637,D,SHARM EL SHEIKH,07:00,07:00,Operativo,2026-09-20 00:00:21
FR 9095,D,GDANSK - DANZICA,07:00,07:00,Operativo,2026-09-20 00:00:21
FR 9050,D,CORK,07:15,07:15,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 3460,D,EINDHOVEN,07:20,07:20,Operativo,2026-09-20 00:00:21
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-20 00:00:21
FR 8121,D,TIRANA,07:30,07:30,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 6054,D,ZAGREB,07:40,07:40,OPERATO DA LAUDA EUROPE,2026-09-20 00:00:21
FR 4667,D,BARI,07:45,07:45,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 5114,D,LAMEZIA,07:50,07:50,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 2107,D,BUDAPEST,07:55,07:55,OPERATO DA BUZZ,2026-09-20 00:00:21
FR 3448,D,BRINDISI,08:00,08:00,Operativo,2026-09-20 00:00:21
W4 3672,D,IASI,08:00,08:00,OPERATO DA WIZZAIR HUNGARY,2026-09-20 00:00:21
W6 4352,D,SOFIA,08:10,08:10,Operativo,2026-09-20 00:00:21
FR 6458,D,PALERMO,08:10,08:10,Operativo,2026-09-20 00:00:21
FR 5120,D,MADRID,08:15,08:15,Operativo,2026-09-20 00:00:21
FR 888,D,KRAKOW,08:15,08:15,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 3396,D,CROTONE,08:25,08:25,Operativo,2026-09-20 00:00:21
W4 3382,D,CLUJ-NAPOCA,08:25,08:25,Operativo,2026-09-20 00:00:21
XZ 354,D,TRIPOLI,08:30,08:30,OPERATO,2026-09-20 00:00:21
FR 4475,D,BRUXELLES CHARLEROI,08:40,09:55,IN RITARDO,2026-09-20 00:00:21
W4 7691,D,ORADEA,08:40,08:40,Operativo,2026-09-20 00:00:21
FR 1903,D,VARSAVIA MODLIN,09:10,09:10,Operativo,2026-09-20 00:00:21
FR 1533,D,VIENNA,09:10,09:10,OPERATO DA LAUDA EUROPE,2026-09-20 00:00:21
FR 5148,D,ZADAR,09:15,09:15,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 2735,D,LONDON STANSTED,09:20,09:20,Operativo,2026-09-20 00:00:21
FR 3217,D,MANCHESTER,09:30,09:30,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 5531,D,COLOGNE,09:35,09:35,Operativo,2026-09-20 00:00:21
FR 3480,D,CAGLIARI,09:50,09:50,Operativo,2026-09-20 00:00:21
FR 3502,D,ZARAGOZA,10:15,10:15,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 6125,D,DUBLIN,10:20,10:20,Operativo,2026-09-20 00:00:21
RK 9604,D,BELFAST,10:20,10:20,Operativo,2026-09-20 00:00:21
FR 259,D,BUCHAREST OTOPENI,10:25,10:25,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 3432,D,PARIS BEAUVAIS,10:25,10:25,Operativo,2026-09-20 00:00:21
FR 4201,D,RHODES,10:25,10:25,Operativo,2026-09-20 00:00:21
FR 820,D,LISBON,10:35,10:35,OPERATO DA MALTA AIR,2026-09-20 00:00:21
FR 3545,D,FEZ,10:50,10:50,Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-20 00:00:21
