timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-26 00:32:12,UNKNOWN,0102b4,RWY 10,Decollo,Ovest -> Est,205,105.4,1.43,Egypt,2026-09-25
2026-09-26 00:32:12,RYR1WF,4d226b,RWY 28,Atterraggio,Est -> Ovest,167,285.03,1.82,Malta,2026-09-25
2026-09-26 00:40:18,RYR50ZM,4d2239,N/D,Avvicinamento,Rotta 122.0°,3048,121.96,1.67,Malta,2026-09-25
2026-09-26 00:46:23,RYR52TC,4d2214,RWY 28,Atterraggio,Est -> Ovest,167,284.69,1.94,Malta,2026-09-25
2026-09-26 00:50:25,RYR13PK,4cae6b,RWY 28,Atterraggio,Est -> Ovest,167,284.69,1.96,Ireland,2026-09-25
2026-09-26 00:56:29,RYR4HB,4ca61c,RWY 28,Atterraggio,Est -> Ovest,167,284.41,1.87,Ireland,2026-09-25
2026-09-26 00:58:30,RYR2NJ,4d225a,RWY 28,Atterraggio,Est -> Ovest,160,284.98,1.85,Malta,2026-09-25
2026-09-26 01:08:35,RYR265,4caee5,RWY 28,Atterraggio,Est -> Ovest,160,284.86,1.85,Ireland,2026-09-25
2026-09-26 01:14:38,RYR1YJ,4ca6aa,RWY 28,Atterraggio,Est -> Ovest,167,284.84,1.85,Ireland,2026-09-25
2026-09-26 01:22:46,RYR6MJ,4cae60,RWY 28,Atterraggio,Est -> Ovest,160,284.7,1.86,Ireland,2026-09-25
2026-09-26 01:28:49,RYR765L,4d2244,RWY 28,Atterraggio,Est -> Ovest,160,284.47,1.83,Malta,2026-09-25
2026-09-26 01:30:50,RYR7RD,4d2242,RWY 28,Atterraggio,Est -> Ovest,160,285.15,1.86,Malta,2026-09-25
2026-09-26 01:36:54,RYR5GG,4ca8e8,RWY 28,Atterraggio,Est -> Ovest,160,285.22,1.85,Ireland,2026-09-25
2026-09-26 01:38:55,RYR8512,4ca855,RWY 28,Atterraggio,Est -> Ovest,160,285.42,1.96,Ireland,2026-09-25
2026-09-26 01:44:58,RYR84RP,4d2382,RWY 28,Atterraggio,Est -> Ovest,160,285.36,1.85,Malta,2026-09-25
2026-09-26 02:11:31,HAT4236,4d20e5,N/D,Sorvolo,N/D,6080,250.93,11.22,Malta,2026-09-25
2026-09-26 02:44:16,CPA038,78021b,RWY 10,Avvicinamento,Ovest -> Est,4892,77.47,6.2,China,2026-09-25
2026-09-26 04:30:47,CMA561,39b221,N/D,Sorvolo,N/D,10363,278.45,13.78,France,2026-09-25
2026-09-26 05:15:51,WMT5GC,4d2022,N/D,Sorvolo,N/D,6316,77.5,11.03,Malta,2026-09-25
2026-09-26 05:34:08,MMO1241,501c39,RWY 28,Atterraggio,Est -> Ovest,160,284.72,1.82,Croatia,2026-09-25
2026-09-26 05:44:21,WMT6JU,4d2428,N/D,Sorvolo,N/D,6012,79.17,2.19,Malta,2026-09-25
